user_id,age,past_sessions,avg_cart_value,used_feature,spending
81,33,64,54.39490291177933,1,60.55985364069191
82,62,15,34.016544127024616,1,41.457897262115694
83,35,29,51.3770866187101,1,54.21594925557806
84,64,33,50.957844520012145,1,67.28097593131842
85,41,94,51.80884900836066,1,60.75981509133053
86,43,27,44.08367229382219,1,58.02943915033955
87,42,36,43.590715615884015,1,55.67338696534141
88,62,29,39.188143715953416,1,51.740275733749044
89,58,38,57.25838475862835,1,69.4421156468365
90,46,57,62.07789012171422,1,61.95314606221516
91,32,97,31.715412161958106,1,51.251840479156265
92,62,27,49.225572915615956,1,65.28881495780553
93,18,55,52.94873110231607,1,52.10511230947151
94,42,33,52.75656701934563,0,30.87608160144954
95,24,68,52.50154429394777,1,50.44762923353795
96,26,86,43.96947784482163,0,49.074848055176346
97,41,66,54.18545638193809,1,62.64035851015637
98,18,10,59.2704306647543,0,27.499063871586486
99,61,5,52.11554983733846,0,45.09586054175992
100,25,74,57.58909754800586,1,60.63912715824857
101,41,97,64.85530116556261,1,63.41086979441246
102,28,38,22.235894631570982,0,22.961161727015973
103,34,13,64.15195762798051,1,78.16321490866916
104,25,31,55.13641647831912,1,56.71858627419386
105,52,47,33.3256200839191,0,37.11619868311539
106,52,88,62.037063234795326,0,57.08933182190721
107,50,52,44.025186409640575,1,61.645326184884354
108,22,56,46.070503455221704,0,51.34596822435348
109,59,15,42.38480326301507,1,45.62124158518475
110,56,29,54.53598266357337,1,49.73464290128332
111,58,8,38.2197028623192,1,39.28018487090965
112,45,5,63.52211944921679,0,40.816375571610465
113,24,29,47.91706119207993,0,27.388064017634672
114,26,47,44.53696274768094,0,38.44389049249376
115,25,68,61.29313516420955,1,68.2164517793537
116,29,76,45.20664856521379,0,50.3890573144673
117,51,45,64.22265238043451,1,69.52276927257766
118,50,2,64.69389426261299,0,38.385428572692014
119,40,27,29.977942426715344,0,31.797463257684498
120,41,95,66.63890303334387,1,62.517511317692524
121,54,36,28.069460427471718,0,27.253323333492688
122,52,36,67.57370790323766,0,50.580866287574636
123,61,26,80.42535788345359,1,74.10585492322807
124,57,43,63.12251657403697,1,70.01190923637833
125,39,27,17.645290329504903,0,15.082185007624538
126,44,69,65.95348579079028,0,61.3970569234903
127,52,20,83.69193448904018,1,92.06765673847717
128,18,11,45.45452538502956,1,37.80050124392884
129,52,74,49.47945019955165,1,49.98374514023334
130,54,38,32.17269917110352,0,30.317179665795614
131,64,6,54.68119128229504,0,35.375085835618776
132,31,72,69.03765773814693,0,70.68295292680129
133,20,23,60.466056922241805,0,44.73087169536551
134,18,47,97.12950465931698,1,97.19020486691807
135,22,90,50.49540564448696,1,43.75646395770748
136,43,46,25.539899488771034,0,35.511644577709035
137,31,12,52.564564573523285,1,50.327114094178434
138,56,90,13.753223521812657,1,38.56118606470976
139,44,13,42.003441127032296,1,49.81814029939491
140,26,62,74.36573087900318,1,59.13702904219066
141,32,82,54.87700472947657,1,70.06635761795681
142,32,89,52.69125219246903,1,67.15277576340245
143,43,97,77.31170565073035,1,81.01777530723788
144,59,60,45.94100162504945,1,67.84081103385378
145,30,43,68.92730619401163,0,63.91147355894735
146,49,76,51.93960462749511,1,59.93269182287208
147,56,68,55.700711951885395,0,49.423862373307436
148,49,5,31.740427162054807,1,49.300095664377196
149,21,37,42.76929807757675,0,38.860794102077776
150,47,72,29.037226507341895,0,35.644589898330786
151,54,92,48.571323826619825,1,79.3906953589583
152,40,31,55.85603515874401,1,56.43124889447907
153,56,9,33.34942842362822,1,32.317355179777294
154,62,51,80.73768384027235,1,68.49010423397732
155,32,29,54.17159028637941,1,67.55846447854375
156,60,78,50.866933783778286,1,63.46676197836091
157,46,40,61.54486627018438,1,60.09643973014222
158,53,41,37.56607878701117,0,22.118066709409163
159,30,86,52.4521621875118,1,67.03894231106123
160,49,11,39.247006694636134,0,37.16856610005616
161,24,23,73.38019865133474,0,52.04881987662765
162,39,1,34.12040975904378,0,24.62690156797243
163,45,46,50.9474818896076,1,61.54015378777843
164,19,21,54.939736777276636,0,40.97829805421247
165,59,90,55.92238616611552,1,68.85816239523439
166,62,36,41.28147240375752,1,42.39768669168756
167,23,54,36.56735896782354,0,35.65694299006054
168,45,87,41.498072404308516,1,55.043071517492315
169,45,57,57.92488151315423,0,55.06862681667471
170,61,1,47.842313436320545,1,55.35034313566302
171,61,63,61.94313212678782,1,75.62635828162283
172,37,54,57.1550557909261,1,60.95971402496553
173,47,55,15.846309528505884,1,40.766016388138354
174,28,40,53.71246695255817,0,55.79874593884241
175,45,15,83.75682151724405,1,77.7417626427771
176,42,21,69.87903576557497,1,59.894372558730105
177,56,47,56.330197410604534,1,71.83484309150703
178,50,73,34.10911804295084,0,29.021511687196718
179,18,53,57.16330574188469,1,66.13863424905757
180,44,9,61.096249098173885,1,79.81487085768099
181,30,74,46.193799787586244,0,26.18407601741258
182,58,52,54.75113088206656,1,60.81774622336792
183,20,57,72.6449368759406,0,56.10518484699061
184,56,26,37.14088370387411,0,38.8174251985838
185,23,41,34.1255059256131,0,18.750413889197823
186,25,35,60.39048988991319,1,48.33734225920642
187,44,63,56.863139542971204,1,75.63906329138986
188,26,25,65.43257443119218,0,38.01213864755771
189,54,90,58.546907178556545,1,60.65062850930512
190,50,75,41.483674052387094,1,73.74433375391521
191,59,38,56.48288977198107,1,62.738468033308756
192,61,2,32.868101850557395,0,27.39643320209444
193,41,7,46.24521932400509,1,52.02461521048723
194,32,82,57.541988464496065,0,34.73117356481633
195,49,91,44.59228674914165,1,68.15311286851471
196,49,34,87.0207827334474,1,81.00489658597994
197,41,91,21.617236267644998,0,31.595531387216827
198,58,17,41.787644645017835,1,51.43059192974634
199,29,43,35.933302491951345,0,29.343454752592805
200,56,59,39.494767888130696,0,44.77221783953949
201,19,51,40.35502664778682,0,33.86458269183246
202,20,54,30.1036896971151,1,49.81123446321866
203,54,24,61.29053222858941,1,68.34419766313243
204,34,25,41.79357053919348,0,35.4763945764006
205,19,71,52.45360003382982,0,59.7495605923193
206,19,52,43.477613571346325,0,19.32513901094012
207,45,70,39.63679381570685,1,59.817471291526054
208,40,88,75.08418854130274,1,69.28603646592968
209,54,33,63.84398273314112,0,35.80112601902126
210,49,49,21.97699400067283,1,41.31785493989294
211,50,29,20.387938274961698,1,43.64076322229846
212,18,63,65.6391325345473,1,70.11025702650775
213,36,22,42.20219912676869,1,38.12803740659942
214,19,26,25.26376499098666,1,39.821044198715136
215,61,28,65.68602698810511,1,68.45522900881714
216,43,85,52.53686075148636,1,55.999125867906635
217,49,49,53.77356627248479,1,50.63894408907724
218,23,71,62.143089080088615,1,45.61022146511486
219,49,81,30.350342625764096,1,46.64323682912846
220,21,84,25.52748767923753,0,19.66745185011063
221,28,49,73.71431442354803,1,61.917828380673434
222,34,20,28.442498588865615,0,23.50304626163628
223,55,86,31.66643304386654,1,48.43492775650429
224,41,92,34.66346930681351,1,44.86935571481369
225,22,63,81.19918885535783,0,35.741178775346654
226,51,61,57.400749506172836,1,67.82348780456286
227,23,49,64.4811196165307,0,54.66883194635008
228,39,71,52.94251318368093,1,59.60380680189673
229,28,1,40.971691831981495,1,47.928088951447975
230,33,96,59.46936924890252,0,49.36278978131249
231,50,13,26.650760438047946,1,60.41321598514649
232,26,94,33.57074821855258,0,20.50829617101858
233,23,87,60.994627688922215,1,65.05241658573541
234,33,51,29.6411715375983,1,32.70085612747195
235,46,56,47.1637779625719,0,42.80507356864154
236,20,83,47.84731483466882,1,60.78407347945429
237,37,62,42.07006994994257,0,39.26495610433206
238,53,32,20.733222877267146,0,25.097837064544336
239,36,30,40.56606663216961,1,63.19011585311996
240,43,29,37.625474346012716,0,37.09406681869102
241,20,49,52.42159794931548,0,49.415878551258615
242,36,45,51.65735808049203,0,29.673332141276575
243,37,93,55.66942189905311,1,79.06641959927799
244,49,30,39.860205905384035,1,45.70647555780202
245,24,16,57.841669256988375,0,33.87213920225439
246,58,40,26.659899008394753,0,30.038375277727322
247,50,19,22.671429010214688,0,26.254897135600107
248,57,18,14.966409137500577,0,8.564636546425504
249,56,1,42.51054140642004,0,29.62247778547105
250,35,78,38.70052663492164,0,52.032616486155575
251,57,47,61.839734177819,1,50.936501473568555
252,18,66,40.27006119426695,1,71.58722300726073
253,28,92,54.10064521916401,0,43.833338095417105
254,45,94,62.199448648746156,1,47.122175990021546
255,42,38,39.70521386526326,1,39.98528959780256
256,40,51,54.470783151607634,1,52.70061619845188
257,48,63,65.02891323432792,1,62.575163609336535
258,47,4,31.42755837791649,0,25.066646602704864
259,59,1,50.37278507366966,1,28.25159123921911
260,52,8,39.76948425201029,1,52.552786050781684
261,24,29,32.38265176260292,0,18.540420798052615
262,33,55,26.953223892646566,0,42.881837662333865
263,43,3,32.1402714173195,0,23.668368501220005
264,19,32,50.90043508628018,1,68.0786792604674
265,18,10,25.8373331665738,0,35.02215638242983
266,29,74,41.739094638670444,1,69.1022797539974
267,22,83,62.197916102793464,0,43.734890621771875
268,54,34,56.735164451284035,1,55.97558064842878
269,49,97,42.042385655927646,1,58.47145983508067
270,26,87,75.34535620038085,1,82.73505185397968
271,58,55,78.39554620867492,1,69.59082040679583
272,52,92,50.391836473095886,1,63.203293500645465
273,36,32,12.971856261735375,0,22.421866294262184
274,33,50,63.296722955243894,1,57.59944221714328
275,20,7,15.59035489949622,0,8.814094566456932
276,37,93,72.14219166080099,1,73.78845701636058
277,41,8,66.25377351113448,0,43.668674905083655
278,50,65,76.61318756207031,1,79.1454485810516
279,41,57,53.9039833755159,1,69.37085743727351
280,28,67,44.57921349227243,1,47.99897854041973
281,25,88,43.24848299464664,1,52.30339217788767
282,53,87,41.80609743453654,1,49.89552584163725
283,55,59,64.71602980512054,1,82.38248891847448
284,57,72,60.684072342588166,1,66.33933026926873
285,37,54,51.80338450151319,1,61.462985203206806
286,52,67,39.167280381095416,1,56.86138383068283
287,42,51,89.4381894695041,1,72.66239459757566
288,52,97,63.68561920944305,1,87.18550479418184
289,42,92,26.034321203398868,0,36.32742714988672
290,46,8,42.25615976094309,0,32.323985178251036
291,35,34,63.97664146113058,1,54.33575651905962
292,63,35,38.00691618150974,1,40.88413317419242
293,35,96,55.27321938238833,1,64.14753437513647
294,19,88,64.26194450504222,1,63.931054316802815
295,52,78,-0.8264212398458994,1,26.71234592461153
296,33,32,48.37943450316124,1,53.68013705586507
297,58,46,48.96813730347683,1,56.91978836897952
298,53,16,43.81891316474316,0,34.927310786974274
299,50,68,54.52542702419061,1,59.02351879835267
300,21,37,59.862794112438124,0,33.555390109618756
301,50,54,52.130764164869134,1,51.7361732225221
302,31,85,44.39258908925852,1,72.82602183689114
303,38,14,59.48931949676405,1,48.6270828847646
304,37,95,50.73580113911535,0,48.49972355247038
305,25,55,46.539493802067824,0,43.96521019877787
306,24,48,30.31580921991621,0,28.74514985160142
307,20,82,26.560178221008826,1,69.1583796945562
308,34,7,30.031553109288943,0,30.732966484921462
309,50,74,54.17493591830322,1,82.91649844219812
310,29,7,48.81381878590472,0,28.596269373803636
311,39,33,27.79573852688805,0,20.858415164509843
312,39,23,59.688767386907166,0,47.419755280253725
313,63,85,70.61464269768643,1,71.19266497565118
314,47,19,41.02259574925496,1,69.26795212354766
315,55,19,23.88527213947439,0,27.25963990604657
316,55,36,39.36310422647131,1,42.8358099146685
317,62,29,62.81690940192041,1,46.94029061551994
318,25,60,58.22794787802161,1,64.33158801557816
319,44,82,36.16350970982782,1,55.39052355958158
320,44,2,72.81758206647112,0,49.746450266319435
321,51,1,70.22420098889597,1,77.31900623200701
322,38,47,39.00490905085039,1,64.99358756536446
323,47,69,38.8506499555255,1,50.53631465439842
324,50,20,41.10758093930766,0,19.61559645160962
325,45,11,42.39000836917181,1,39.953792834495204
326,64,2,64.25807011892665,1,54.961018006249546
327,50,67,56.37993590714891,0,41.22265247318426
328,22,87,63.156181540258814,1,73.32871215978108
329,36,12,60.1034771478005,1,53.24206260494046
330,21,20,75.71790602290598,0,52.66287272258613
331,52,5,34.10921684286289,0,31.175009880021964
332,34,37,55.70537795575874,0,42.986127803838265
333,61,38,17.392681156479533,1,31.210110608112817
334,45,94,30.245666388547125,1,59.20110044663314
335,47,9,48.877199210977295,0,56.151295893155876
336,46,98,56.27309919131804,1,70.39551786478806
337,63,53,48.47276386955646,1,30.00563092826554
338,23,44,41.49211371780983,0,47.55485257937394
339,52,99,44.158731837604435,1,54.95188815180835
340,58,86,70.54161464636157,1,96.52793422813771
341,54,24,44.23951733179789,0,35.68339317955854
342,41,81,76.23862433065293,1,59.37230522546822
343,46,74,61.910256103117,1,47.70815315197097
344,63,30,56.86306019222346,1,76.8289377228705
345,48,59,32.096046345185066,0,43.00707303176526
346,52,87,64.02857242099441,1,92.97447506816411
347,50,96,42.59344133377251,1,61.00596552262181
348,38,81,32.0834036299145,1,53.57640298116045
349,49,81,57.69265419619066,1,63.11913917650976
350,40,14,29.180809091501906,0,19.407502133158744
351,50,9,38.56637806805627,0,26.258893489449974
352,20,40,49.84826132796633,1,61.09876398722346
353,35,66,83.2763213617209,1,69.79915281173945
354,42,25,39.69626366311269,1,35.655238362816505
355,59,73,43.12675221049137,1,60.46214244538746
356,48,22,60.98517581632468,0,34.03063192122802
357,20,4,31.425564674359308,0,-6.281594912221038
358,57,26,56.64209571531373,0,46.44672176422698
359,63,58,68.08890211424881,1,58.76386067595412
360,41,29,45.39357672933348,0,42.21468291157409
361,49,98,65.39231422095298,1,78.8746381756363
362,64,87,54.37174884817709,1,68.72177453931687
363,39,37,39.03977054294329,1,78.1880636750366
364,40,75,47.032929711552406,1,59.63594635605243
365,19,70,44.30363990029637,0,36.2954242751623
366,44,18,48.68542613275284,1,62.97943728054559
367,59,85,52.29076848829743,1,64.09091062301079
368,19,42,58.822999024577854,0,55.216434886229024
369,43,41,57.63002374380704,0,30.2269527961483
370,34,38,13.524296431067782,0,8.040403740890493
371,57,34,48.540377168419596,0,45.32828349747197
372,50,17,27.35867129889856,0,13.731226256063243
373,26,37,45.86409121299011,1,62.7230316709222
374,60,25,48.1431561828362,0,40.271606553521764
375,56,76,64.64222537127064,1,62.976229825358686
376,46,87,49.548267993498506,1,67.1458355990836
377,59,86,53.8882702751489,1,53.19821067973205
378,43,85,61.89584570986143,1,59.4489235922937
379,52,27,68.4162838972895,1,64.53626456452409
380,42,57,48.15479114964634,1,60.56667376554538
381,41,31,51.41269162520613,1,55.76996044272448
382,30,6,50.15034953363381,1,60.00633440554801
383,24,91,41.86101553353386,0,43.91517191724984
384,53,40,38.463271648364156,0,48.52530390766352
385,62,98,15.921711253610972,1,46.80800215535544
386,37,12,33.850085982135056,0,40.07067730290881
387,18,53,23.320537501852947,0,36.167523879865406
388,25,71,68.82797726679878,1,94.45376146633087
389,63,10,52.82624012446143,1,56.14053986320798
390,33,45,48.11091540579749,1,54.35187048836887
391,31,17,39.23772220878377,0,43.89580332682922
392,29,26,50.44668894851936,0,41.6776701916723
393,40,85,37.280301835169986,0,49.95674308542398
394,32,92,52.610278349309056,1,72.67312715454953
395,45,62,53.6860097438203,0,21.9753839579152
396,51,46,37.079244464648845,1,56.902840002636246
397,19,64,36.793070527663915,0,37.90869424334685
398,49,2,64.43299031892676,1,63.74756418410301
399,40,54,49.20710068563049,1,58.68111980158142
400,39,65,38.28469356102664,1,39.72091150257005
401,42,51,44.442405474657214,0,46.06297190971184
402,39,53,34.84108869940089,1,56.45822863063539
403,39,36,48.99224629007125,1,69.11569011900987
404,59,26,62.47442461496703,1,48.449657064730985
405,23,29,49.58493998608608,1,62.76381488849572
406,32,21,85.45450165513077,0,52.48065745209976
407,60,11,56.320393520735024,1,60.69807685962281
408,54,40,53.44931671763319,1,58.49306201700769
409,50,11,36.37546803551292,1,54.723813292557764
410,25,36,46.42199829736,1,55.182267938764205
411,61,59,38.314792354494614,1,44.53824692669041
412,61,39,17.515321573938145,0,23.521914974830985
413,22,99,64.61393333193212,1,70.06522129461106
414,56,54,42.328241666746536,0,35.73018462208443
415,21,98,38.59399888500041,0,7.218884682098775
416,23,55,53.15855050937697,1,68.90563609037554
417,62,24,57.68749328332275,1,58.09711046819356
418,49,22,45.18837750640582,0,21.31265301302026
419,47,69,49.96097498586472,1,71.10612266141378
420,64,56,61.19281110971605,1,72.56006283238732
421,52,33,44.59709608085078,0,32.32534607767682
422,57,36,54.53500612645001,1,49.34580926802482
423,33,20,25.111330724162745,0,26.335972708875094
424,30,83,31.38021502358377,0,35.221168357667985
425,59,99,59.08309667120606,1,78.68489116552084
426,47,81,30.596620412490523,1,48.96095505764036
427,36,62,53.512063206699445,1,74.90525295199969
428,34,98,47.79501826704391,1,58.29497910016428
429,36,73,44.532991062196565,1,46.108177685674065
430,45,26,37.57305846548408,0,20.06370167796923
431,43,66,63.640100271580636,1,67.79593474443416
432,54,73,75.94836731779753,1,74.61903856831144
433,43,73,54.50288243900292,1,67.83005262700921
434,40,40,54.83736073509226,1,60.514940056361716
435,26,17,39.76504055213759,0,41.355705436712086
436,29,1,32.0585415226343,0,23.518329776691388
437,18,89,49.40391642790738,0,23.639195565239525
438,18,61,35.39375528062886,0,32.585910755656485
439,64,43,23.410848075262674,1,25.93763715996653
440,51,42,62.051687185483736,1,67.93975340271885
441,49,25,62.782501823777494,1,74.4631809017379
442,42,39,37.11741840570359,1,42.5964643400266
443,57,35,53.65946481918866,1,74.51529927351284
444,62,3,65.0292840168765,1,71.24295445572255
445,18,44,53.075400305928184,1,73.00250170711463
446,33,51,32.102680308519,0,33.046978718605814
447,56,94,46.506598801443516,1,52.72564764320355
448,22,98,69.90214130062986,1,82.5592249284563
449,39,12,53.70539965407669,1,51.80669075935495
450,46,19,58.086981547742084,1,62.12233583490459
451,20,44,55.124438290536716,0,40.24870921723217
452,29,59,37.1673296303262,0,45.73062338313206
453,43,49,40.68732171076036,1,62.54693091461347
454,33,61,55.08297735577614,1,62.83583069476436
455,54,17,62.253076700306124,1,43.31046641475154
456,39,74,66.49857426376823,1,64.2970124665921
457,46,57,37.1284168284771,1,61.306431309082726
458,31,55,56.49680802015791,1,66.5495066205448
459,45,47,67.80566167578465,0,33.570611493763714
460,22,12,35.19377344567966,0,10.731006998150939
461,64,62,72.3012070369966,1,74.30569502007287
462,47,80,74.58411241016285,1,64.72148452792366
463,63,88,89.37629509432492,1,73.88018293878669
464,22,83,53.46400161244992,1,71.7580780940515
465,29,8,53.54637014393673,0,49.595572876125104
466,33,95,62.40491583675977,1,63.19543764801689
467,43,21,61.96704009574125,0,42.63591697174889
468,43,81,66.89550291493408,1,70.80528479762344
469,38,87,61.76049770697656,0,47.93820780652312
470,56,80,48.40907136442942,1,62.610520443777695
471,53,70,68.32995681460253,1,78.72996768570283
472,50,72,33.93118775460911,1,47.4263504100086
473,47,25,50.08778505088065,0,22.291117180279663
474,54,82,73.45603424074699,1,91.8281164564111
475,40,89,31.24630252819521,1,65.4173705089981
476,27,12,39.83786514504256,0,20.082553860027296
477,22,15,60.07620936615937,1,62.894424770839215
478,53,59,55.908679598542285,1,73.96136144513224
479,51,26,36.87461888515632,0,38.527748887838555
480,48,26,43.75708995904789,1,59.098678078816796
481,27,47,32.288269060244914,1,49.141865614205024
482,36,32,64.70727499280858,0,62.82667674702387
483,49,10,46.16177963494202,0,36.28947854206561
484,18,16,76.88233866140948,0,44.891576737497836
485,22,71,51.216503660600324,1,71.41900911875612
486,62,17,46.70389544895685,0,36.01253414399263
487,21,23,45.24767358062304,0,38.42181406284774
488,33,26,46.337002472113575,0,37.79999325196886
489,41,85,51.66231642700704,1,69.29891395117262
490,33,86,87.68611364867479,1,72.65849429034532
491,19,7,44.91710494850961,0,18.647488602554724
492,45,14,45.40469808843036,0,48.443676276551024
493,49,79,50.98390768524768,1,65.88779946051554
494,44,7,66.3541175951639,1,71.58553157166774
495,37,9,28.685231583908312,1,27.64502359017789
496,41,48,56.82639105364468,1,73.88002661396736
497,29,72,37.738622359682566,1,50.854454726283606
498,52,59,58.299090334264235,1,56.98736349904168
499,50,87,42.59360086459316,1,59.36306875597672
500,50,93,15.4384649036407,0,17.239430346395103
501,60,82,55.54366404031228,1,65.95451503790007
502,54,95,55.417171555203026,1,65.84520230745665
503,29,94,41.313795372808556,1,70.6608567387431
504,20,39,40.42484209785496,0,49.24586607032218
505,18,99,30.32940912368521,1,69.87986249025843
506,50,18,61.59649912308307,1,39.95309976758037
507,57,59,63.233236737002116,1,58.1649500700682
508,27,17,36.814236722361656,1,27.3582507229572
509,60,14,41.90098310691724,1,40.415068809108305
510,61,31,49.05066318291555,1,51.130149482419455
511,46,24,84.0629792155332,1,78.53710576003603
512,30,99,58.176826213833984,1,63.78908076199159
513,29,60,35.84876727487431,0,29.003682927950702
514,48,45,54.55670464235758,1,63.59599915317642
515,63,98,29.349626890428773,1,37.38171699313628
516,19,3,60.769854648742566,1,52.29899579473265
517,52,37,75.13321090316728,1,66.23103919340991
518,40,43,75.19687527625936,1,69.87441775181624
519,34,40,61.02340255211508,1,65.28124117831298
520,43,90,41.24881466197806,1,74.63090522831945
521,25,55,30.48647365228811,1,59.826598436955
522,46,87,28.996924349463363,1,45.50536192981233
523,43,39,7.906743357521847,1,35.24008108424624
524,27,15,60.407836445118825,1,58.40952685163818
525,43,4,48.457467196634006,1,49.48720843310957
526,51,93,63.63824249679691,1,73.84427950660756
527,58,86,71.42047227852183,1,55.71244060955184
528,24,25,51.49858315853615,0,47.05643545933292
529,21,13,52.18942414569725,1,74.33021998000217
530,62,82,43.035194832538004,1,57.019192009550835
531,28,33,44.80873374241388,1,52.81072262002865
532,46,16,60.92704868709401,1,63.63396681563373
533,53,42,47.38437454452034,1,68.08604704186227
534,42,66,45.214884998707646,1,55.9645053311814
535,38,55,49.72524710835723,0,49.702075215195975
536,53,99,63.29495294092384,1,76.43242319499436
537,27,42,39.61007663254846,0,57.62115275632114
538,54,34,49.00207223671951,0,34.61441596673679
539,26,30,53.67916756667645,1,40.07957930612989
540,41,13,67.40332855377859,1,50.67227307003416
541,52,13,46.41054834800872,1,54.62455654800593
542,52,18,39.232649209224164,1,61.6951455448196
543,53,32,42.734585835914665,1,48.04220151375009
544,35,96,65.7958614952307,1,70.18860624886206
545,56,99,80.49957947905196,1,86.99821711284173
546,49,39,30.293632794709506,1,39.394490388570176
547,41,46,33.57047577395214,0,25.272543895027894
548,40,29,47.46804819946782,1,44.95675722363131
549,49,62,51.66434144102065,1,73.81445164933595
550,54,93,61.80454348332493,1,85.61899985962613
551,29,62,36.6330048709777,0,18.72235254055825
552,30,57,34.05336445025804,0,31.304827235246787
553,40,16,52.071307297004445,0,51.70824339915167
554,42,56,46.123989196892474,0,42.648946434668616
555,52,10,63.900814966572874,0,38.05801515329549
556,58,30,57.31039704785576,1,46.19357732781889
557,47,25,58.33069021449828,0,53.19479062547778
558,34,84,48.432779804347,1,66.22154205161847
559,37,5,85.3337038785231,0,38.43698806184399
560,42,65,37.4337802760936,1,67.11580067679671
561,39,94,59.162147506321624,0,32.977038135582106
562,30,49,30.95465019390339,0,28.172463555277577
563,36,3,33.89798483390821,0,24.602845383232815
564,53,45,40.889816018518175,1,71.12872129773744
565,29,14,74.43985004927039,0,46.00946310583367
566,58,30,53.95841645681028,1,57.33278136539789
567,36,68,41.14282897183437,0,23.740631036940247
568,29,18,55.6165448893186,1,53.204295654073235
569,26,62,50.527218221367626,1,53.2906545018774
570,24,37,42.620399462913205,1,47.357976071409674
571,45,25,29.050567163176588,1,47.08812883050703
572,31,48,71.57813726768435,1,46.247304775416254
573,48,65,53.14727193065063,1,47.97133351115634
574,36,53,82.60607560202358,1,75.49284906494024
575,64,79,64.1048243081132,1,71.16495898509591
576,33,73,58.26979587141564,1,64.10056994926887
577,22,15,43.471935070745495,1,52.82802263752314
578,52,49,33.56981654214625,1,47.59374213452061
579,29,88,46.73403523267329,0,41.981971584040025
580,42,68,33.13561108691253,1,57.70922774607843
