Date,TrafficDeviation
2023-04-25,-157.0145603356661
2023-04-26,38.01679466989643
2023-04-27,71.7572618679568
2023-04-28,-19.50527213819724
2023-04-29,2.5480077649565454
2023-04-30,19.665500311942317
2023-05-01,-160.4241746361973
2023-05-02,-96.16959301306021
2023-05-03,-142.26883647676408
2023-05-04,49.27396226080867
2023-05-05,-65.78987530796881
2023-05-06,-202.60040455514832
2023-05-07,-183.45318031221387
2023-05-08,-91.00013178813597
2023-05-09,-175.33847382179306
2023-05-10,18.399990881165706
2023-05-11,-90.62958872719055
2023-05-12,-2.401787509412152
2023-05-13,69.448481890925
2023-05-14,137.77122200241126
2023-05-15,152.2175062704154
2023-05-16,-7.929691044991813
2023-05-17,-70.48506483625437
2023-05-18,91.46261800390164
2023-05-19,207.71828665879775
2023-05-20,173.96115220433617
2023-05-21,142.69860304191377
2023-05-22,-79.4918569768924
2023-05-23,108.84629213202194
2023-05-24,-10.508178162228376
2023-05-25,12.047316080676051
2023-05-26,-4.40497410377983
2023-05-27,-27.891693102131974
2023-05-28,103.20146469398297
2023-05-29,58.17702962123206
2023-05-30,-81.03587555024242
2023-05-31,-171.80958291664322
2023-06-01,-51.385887585061724
2023-06-02,-141.33762481980722
2023-06-03,95.16469483347583
2023-06-04,54.87367455082578
2023-06-05,237.1164095571831
2023-06-06,52.68143796242107
2023-06-07,131.7647025025333
2023-06-08,237.26300930873427
2023-06-09,141.51587629165007
2023-06-10,201.91450624724376
2023-06-11,169.7517484117339
2023-06-12,104.60168148899884
2023-06-13,-114.11274917926153
2023-06-14,90.83202840074324
2023-06-15,69.6129233891472
2023-06-16,30.90935070157353
2023-06-17,-63.00764660790142
2023-06-18,-17.88339838010741
2023-06-19,-246.33527495160513
2023-06-20,-131.03408873739323
2023-06-21,-37.03441366798107
2023-06-22,49.90936322210236
2023-06-23,116.91817274612029
2023-06-24,-12.755293369857299
2023-06-25,14.705870462736563
2023-06-26,-13.137315663442621
2023-06-27,-32.521036565597235
2023-06-28,55.96861032418654
2023-06-29,-11.237286147118535
2023-06-30,101.23847537246661
2023-07-01,31.405646011987535
2023-07-02,129.76095327594913
2023-07-03,-31.041816771752607
2023-07-04,-74.6401981957605
2023-07-05,-264.07821363786366
2023-07-06,-182.38346483049236
2023-07-07,-438.34812502244466
2023-07-08,-235.64739368848345
2023-07-09,-244.2650338789813
2023-07-10,-107.1638524804963
2023-07-11,-22.356511515943254
2023-07-12,41.6542197987416
2023-07-13,125.8854121234134
2023-07-14,99.56629189192067
2023-07-15,-139.71134802397518
2023-07-16,-146.42608641434174
2023-07-17,-127.03266456976337
2023-07-18,94.05767901607035
2023-07-19,44.49739534552319
2023-07-20,113.21859272472459
2023-07-21,65.32682871547847
2023-07-22,32.52098025687488
2023-07-23,-178.14998417554642
2023-07-24,116.79618377216835
2023-07-25,110.66884471800051
2023-07-26,7.839093515165118
2023-07-27,77.92774070922422
2023-07-28,14.775898434310399
2023-07-29,-9.80096097019231
2023-07-30,-35.2083975455269
2023-07-31,111.426148908961
2023-08-01,214.74296992947416
2023-08-02,132.42437531857354
2023-08-03,-0.24899734532722562
2023-08-04,174.93439465609046
2023-08-05,140.63308612137882
2023-08-06,199.6133266002891
2023-08-07,172.53938939144783
2023-08-08,135.1672543493359
2023-08-09,104.99198669335956
2023-08-10,61.01951649543755
2023-08-11,36.76309198181947
2023-08-12,-25.0239938234727
2023-08-13,-265.7571972779847
2023-08-14,-121.72762075219548
2023-08-15,-235.26646720496964
2023-08-16,-41.9644708491615
2023-08-17,-99.76257987563326
2023-08-18,-125.60217253629116
2023-08-19,-75.47514562322355
2023-08-20,-40.525222363384145
2023-08-21,-14.001053456722886
2023-08-22,-23.173055653227777
2023-08-23,-5.015622602117961
2023-08-24,165.16723376757713
2023-08-25,303.1431912932926
2023-08-26,156.9626739480815
2023-08-27,176.22715972434278
2023-08-28,436.8891382339884
2023-08-29,338.00127349209464
2023-08-30,192.27263350946828
2023-08-31,144.28805760609998
2023-09-01,-9.684877315986995
2023-09-02,116.094793310897
2023-09-03,172.38407763831012
2023-09-04,63.73811193498277
2023-09-05,57.299804847045195
2023-09-06,20.061265270239346
2023-09-07,91.65922251370756
2023-09-08,-99.85813556593435
2023-09-09,162.5569744470083
2023-09-10,57.085108310875725
2023-09-11,-24.52790861340361
2023-09-12,-116.40600729542118
2023-09-13,-99.83715770763101
2023-09-14,-188.8229098625415
2023-09-15,-20.33461888950204
2023-09-16,-106.18967381536052
2023-09-17,-98.56251587688112
2023-09-18,130.6894157604309
2023-09-19,186.49727073881982
2023-09-20,302.5380947151071
2023-09-21,277.1242038079594
2023-09-22,277.2776129064537
2023-09-23,184.79622615348626
2023-09-24,-89.92424295275717
2023-09-25,94.3759417101428
2023-09-26,13.6473502363947
2023-09-27,-17.359672653993044
2023-09-28,-218.24710665424482
2023-09-29,-325.08003770702965
2023-09-30,-206.1721049726911
2023-10-01,-262.0554974812036
2023-10-02,-160.3270531411664
2023-10-03,-160.1181955888041
2023-10-04,-177.0695203510864
2023-10-05,-101.76608950685639
2023-10-06,-100.03899949998709
2023-10-07,-57.04541075155379
2023-10-08,-202.98777541193164
2023-10-09,24.334832821891325
2023-10-10,-208.37895819356763
2023-10-11,-44.42580290543005
2023-10-12,117.20248572370667
2023-10-13,152.40277113942926
2023-10-14,216.85119009229513
2023-10-15,40.82903981256378
2023-10-16,208.02969010212857
2023-10-17,110.05842544925447
2023-10-18,156.9443061431402
2023-10-19,164.14893779883272
2023-10-20,87.24555221183647
2023-10-21,213.8385518541013
2023-10-22,102.12957298857872
2023-10-23,74.16532427553705
2023-10-24,93.90948556715624
2023-10-25,143.3164717437187
2023-10-26,61.49449350213781
2023-10-27,216.4293693720299
2023-10-28,-23.754141322587117
2023-10-29,118.66524093414162
2023-10-30,79.29240487195841
2023-10-31,61.0259830525252
2023-11-01,-102.8234723088018
2023-11-02,110.155445661319
2023-11-03,-87.2343715013767
2023-11-04,-171.76874231149037
2023-11-05,-158.12822844664868
2023-11-06,-138.03220328577524
2023-11-07,-161.26934998358166
2023-11-08,-174.06408167270658
2023-11-09,-253.37748673162395
2023-11-10,-64.96664076808409
2023-11-11,-69.5959555194855
2023-11-12,-294.3310589170601
2023-11-13,-232.16180620555858
2023-11-14,-258.2777570610178
2023-11-15,-266.06006888359803
2023-11-16,-215.50175673728444
2023-11-17,-257.5200425921558
2023-11-18,-190.21575105039068
2023-11-19,-165.63078957967124
2023-11-20,-131.07734009877214
2023-11-21,-172.25010453274342
2023-11-22,-231.97681886472301
2023-11-23,-262.4005663052269
2023-11-24,-340.3146256559392
2023-11-25,-236.62781431942722
2023-11-26,-245.30448762157536
2023-11-27,-296.78410747337267
2023-11-28,-114.13915902528984
2023-11-29,-105.5900837439266
2023-11-30,-136.6017420147981
2023-12-01,-200.5754188614328
2023-12-02,-141.2005745674264
2023-12-03,41.9703195015164
2023-12-04,-99.98155989299946
2023-12-05,35.48518500307928
2023-12-06,3.686550413770462
2023-12-07,128.11495883370628
2023-12-08,106.48240189346711
2023-12-09,41.15226471720665
2023-12-10,52.81575571258355
2023-12-11,74.3031663173642
2023-12-12,28.68714215844911
2023-12-13,-36.763785922210104
2023-12-14,-80.7687965618481
2023-12-15,-141.55469762590883
2023-12-16,-193.06628814489426
2023-12-17,-233.95804479291166
2023-12-18,-146.78124701077533
2023-12-19,-175.84527334934677
2023-12-20,-4.664407205950056
2023-12-21,-26.66750680505637
2023-12-22,-221.62229101469427
2023-12-23,-162.95455742730758
2023-12-24,-177.63879688994862
2023-12-25,-42.79470027937475
2023-12-26,31.579869992283037
2023-12-27,103.16363034015683
2023-12-28,-10.097221945505005
2023-12-29,21.012827222287598
2023-12-30,-243.563084749437
2023-12-31,-51.450758134457274
2024-01-01,148.98971712533555
2024-01-02,114.64308254514225
2024-01-03,245.17928795022524
2024-01-04,326.3792069387025
2024-01-05,361.2215762994957
2024-01-06,247.68078910469646
2024-01-07,340.5099622550756
2024-01-08,254.20588824620324
2024-01-09,361.52287385495583
2024-01-10,474.7327625071414
2024-01-11,361.99076088177014
2024-01-12,290.83225672731265
2024-01-13,354.8006931558553
2024-01-14,325.00136057232044
2024-01-15,125.40920161268133
2024-01-16,246.1501183771351
2024-01-17,83.09262633842441
2024-01-18,15.020037372422237
2024-01-19,34.7246828414382
2024-01-20,35.55421400541165
2024-01-21,-52.31023285067308
2024-01-22,229.69124518178643
2024-01-23,2.2523386615592074
2024-01-24,139.19416132807243
2024-01-25,150.47066235374004
2024-01-26,163.34535344461253
2024-01-27,285.874798435947
2024-01-28,223.16318132915566
2024-01-29,150.0818430241975
2024-01-30,129.27339302595678
2024-01-31,178.37209243275328
2024-02-01,124.07065807224211
2024-02-02,186.20231112312013
2024-02-03,224.66606115678655
2024-02-04,153.9970523742201
