Transport_Mode,Commute_Distance_km,Income_k,Age
Car,12.300306663636952,39.613781566161016,63
Car,7.287630202906172,137.37799872726333,63
Car,37.25820844136035,95.71108513844835,51
Car,32.51669480301226,128.07573239549924,25
Car,25.702746503906514,84.27819414219601,55
Car,34.98696301732099,107.229323423583,57
Public Transit,32.34321099906546,93.16831931233358,30
Car,8.276232296555397,117.79074261063982,52
Car,35.80980094110913,39.79559784367075,43
Public Transit,22.034347434710376,37.242250078867656,42
Public Transit,32.49016605139844,59.65238808121757,34
Car,35.947560697016236,49.1453616135826,46
Car,13.402135523902691,134.6140279910642,30
Car,5.292025056579393,56.30567848296532,36
Car,9.889471339135726,147.10383069829575,33
Car,17.657203756423996,70.42749501253283,46
Car,32.90257587097723,51.85414988264391,37
Car,34.56849274699739,124.7638208570975,47
Bicycle,1.2711330907164373,109.04493306010514,23
Public Transit,20.919144800525064,89.78348597437667,26
Car,17.27902912280238,96.64362611251575,64
Public Transit,9.66220460835848,116.30421339267166,54
Public Transit,5.67474932601363,57.41456895975585,28
Public Transit,14.16699168474149,149.56006992680904,27
Car,37.77347845258825,146.975179457614,64
Car,13.604914348809453,108.03908236163242,36
Car,21.232834247991278,53.94509411149741,36
Car,28.417739396911937,111.62738909175496,52
Car,15.181554492792465,38.6638090775011,51
Public Transit,38.899501226117465,33.67830026469673,27
Car,38.53544450274234,60.92194662134564,38
Car,10.819509537189202,85.51475480871795,57
Bicycle,20.392691729803033,134.19270064900564,22
Public Transit,12.734254082854017,117.26028837195696,24
Car,12.108779280721237,119.12478254399772,32
Car,2.4385909468267792,81.05920013376904,50
Car,24.773009025215977,71.51219910563555,35
Car,20.6044819059256,74.52465155815233,51
Car,3.007671298749585,148.51794764832692,41
Car,11.867212105227846,34.8131029694979,48
Car,36.42236955269949,134.04377953469384,41
Car,10.342913736011925,99.4410490286872,62
Public Transit,6.650900011557701,82.63385030275086,22
Car,20.088657650824956,117.03091924981638,29
Car,39.440367710313424,88.40027297096435,61
Car,10.440155588948516,134.81078856979929,40
Car,27.213286348829264,138.08422368135103,35
Public Transit,30.703164997819986,80.60651122481465,31
Car,10.267864215703588,63.21933566820619,21
Car,29.400437595862524,101.08203943120347,60
Car,15.343542176050876,139.4836014740029,43
Car,25.659927393149598,55.27946268067999,54
Car,25.707658719674892,104.75599002761794,49
Car,21.89521267891558,105.78722641110247,49
Car,4.521301032121924,117.97356268983371,54
Car,33.57679732798028,45.78812221527117,38
Car,13.510422533897698,115.89899576185063,27
Car,8.274221905594315,139.08390247987694,45
Car,2.5902305206357927,51.56197306442904,59
Car,24.04482478434143,58.50519899086532,26
Car,27.425010111849016,146.56741128499675,49
Car,1.64692532818639,51.717234325138776,26
Car,20.971629273671958,132.5262112043495,22
Car,9.83333523271958,89.07334277376418,20
Car,26.161738825968545,59.667728928381244,55
Car,7.800290731194666,134.48998815270136,44
Car,27.946571785996174,83.43663060031986,56
Car,16.08267850572096,91.77808247156283,20
Public Transit,37.53246956073264,73.10800432797188,34
Car,6.363316821693736,101.15410217219129,56
Public Transit,14.301587690960082,49.622864710202734,32
Car,5.4254673283829735,76.92978439821128,59
Car,37.063051112863945,146.3294786802345,27
Public Transit,35.21623478185826,60.97601192413531,24
Car,11.05972348089107,108.80839974495507,28
Public Transit,26.73937779533298,69.02280770696339,20
Car,32.87166580784742,122.81677508239208,55
Car,22.65283165237903,45.70483928620198,54
Car,21.656372555884253,146.37852540942538,21
Public Transit,10.432239345117615,84.45474496603671,59
Car,4.631007944430069,58.326055601575675,42
Public Transit,35.99141456017974,38.81960967960152,28
Car,36.11630422936989,50.37094861050489,53
Car,25.69095683365745,92.37287382672213,33
Car,14.222161850899326,70.44038117175435,23
Car,14.619173409893774,129.46600390591314,49
Car,29.312271475939337,81.70650283941671,50
Car,35.98730013815051,59.845712710515585,57
Car,35.59637054633957,104.0573983924836,30
Car,31.415146288447332,114.8132660262535,54
Car,26.039234200017223,50.04502894811398,27
Public Transit,4.281458634806905,50.11430595459812,22
Car,7.303519849689937,34.40057123202516,33
Car,36.04361335255609,118.36824180787686,32
Car,24.65073332672401,109.65654331461661,64
Car,1.3586850130485564,86.95570508997767,51
Car,4.957390171775252,131.30045387630366,53
Car,26.876568995214175,126.68041835400638,64
Car,1.1974017700025288,100.24252372761026,38
Car,7.271514005282447,134.19255366159103,57
Public Transit,22.40061778529686,54.70094520441219,35
Public Transit,27.983912710015037,43.43035432772734,21
Car,26.42648912060142,62.36995338203875,59
Car,9.746503068961832,36.85042273071778,36
Car,28.774989632553897,93.74034336012384,53
Car,10.252714412375203,142.39268307539538,61
Car,13.69058822821144,34.72122488022116,35
Car,30.11316479960294,44.653189681203216,57
Car,26.335683062841373,84.26388339401223,21
Car,34.11971300927294,142.0650021033486,21
Car,26.64690279971339,67.93873259721006,45
Public Transit,23.164035530083392,90.8681770426071,32
Car,4.653315945295606,34.98874308604705,50
Car,15.340916319317907,47.80118411545067,53
Car,11.342892339587292,148.39561475506162,58
Car,10.515596091784259,145.81424357232547,22
Public Transit,38.947411635345375,30.592797712129155,27
Public Transit,16.330811262003657,144.2174142507887,42
Car,35.78981565190742,106.69439253786004,33
Car,25.614406413893253,134.15019534240264,46
Car,31.997640838124287,84.5687826760631,48
Car,20.60284663110249,91.87152342951003,58
Car,23.499251500428006,88.66158963083042,58
Car,20.208190058935692,110.02371090553252,20
Car,8.614476524123734,46.75815057075755,36
Car,29.17563249519871,33.596830784721355,60
Car,11.950122135193375,66.95159299094291,49
Car,1.9483226908266997,114.5616915283976,32
Public Transit,26.173419540379545,54.2224142547538,40
Car,7.907316496874909,110.81189199899008,38
Car,37.67788478976366,146.38944553287246,38
Car,38.20321450310091,41.268085894730206,44
Car,36.67971121859749,110.71225418701515,41
Car,15.436189309962332,83.25002631654854,50
Car,1.6028080446258297,134.17707052530065,36
Public Transit,37.20442394092129,51.25797473368631,42
Car,17.69918178437526,113.11511426713975,51
Car,38.69953794270311,130.57383475777323,29
Car,38.58117910648086,143.3537063368828,29
Car,34.26736876322704,111.9897633947575,55
Car,12.483506790713841,89.66097168101128,27
Car,16.018811415475085,104.14166882414565,39
Car,34.19433018915742,134.2685981374462,51
Public Transit,13.359958201094829,98.47316959665956,33
Car,7.610217120757607,33.64644716362042,47
Car,22.715249235875657,141.71384346083732,43
Car,37.510036192270455,112.74321012378734,34
Public Transit,28.14516207032395,111.18160629326958,41
Car,23.232385633485233,55.881018287726064,49
Car,4.789883257059973,109.06625642791886,23
Car,24.98528184126762,77.26372867849902,32
Car,39.61210015406627,108.14795724497905,42
Car,6.463276594224437,42.791163636958885,27
Car,21.214856442185734,108.94143655236432,37
Car,35.21754980519026,149.92964709247997,31
Car,29.889976092413974,35.78544466326672,50
Car,28.18361389881545,147.2609021065581,33
Car,28.396879275497263,78.82895528674447,53
Car,15.020154897570452,134.49041404047108,37
Car,12.45008192631524,123.88625808699281,53
Public Transit,32.56508506366203,98.04195131840014,30
Car,32.59442239248805,118.61390511015918,60
Car,34.81582042462404,135.42186735616173,31
Public Transit,36.61638154970238,78.49683859812396,34
Car,20.942353555576574,69.24397938758864,50
Public Transit,20.559135492800785,110.11120626763017,48
Car,32.13351197970423,126.94151303295104,45
Car,26.34859330033284,121.4742161731939,37
Car,28.37670821305043,125.73763786303614,51
Car,32.035914108007944,82.26999777755196,41
Car,35.71020833088509,128.1401059410026,57
Car,14.181811117209897,44.42508664447301,36
Car,15.647735152957816,95.33869175530195,42
Car,4.6652956537938906,30.691039259774588,43
Car,23.552925498850787,68.95029958803244,27
Car,2.4017486780729413,73.97538418456774,60
Car,19.158322707165947,77.54072299311065,25
Car,22.16314075359549,113.45606480278346,24
Car,12.175108833003092,76.62697215244148,63
Car,24.04249716219142,83.84323471470367,48
Bicycle,2.1895097476229277,58.50529570491929,47
Car,2.4565793612193625,74.79021499552081,30
Public Transit,33.081421865726675,57.27235527157818,20
Car,15.047435015039254,38.78351085221324,62
Car,5.955359993423507,102.41383120576535,38
Car,21.36748714213737,110.18553582660195,28
Car,31.029748570845822,104.33884152115374,46
Car,9.417020072376884,85.61928525606868,53
Public Transit,25.29272855694101,75.57429362150758,63
Public Transit,4.328551134756951,133.60003794861905,23
Car,3.0155871255757,92.28981421634617,55
Car,21.722830631157773,87.50182531556771,37
Car,22.084769742794155,33.077047896772285,34
Car,25.859766158430055,70.94973931513877,32
Car,29.3175620151838,75.62347425430285,38
Public Transit,39.05823109903885,77.85873370762806,25
Car,21.135713583746618,99.62068430727987,31
Car,13.595302444708592,94.03230560722541,56
Car,32.01226159597944,102.94861113521335,36
Car,11.562457799220894,121.7859913850554,42
Car,18.11988540751981,127.55828864593121,45
Car,4.059798872348372,116.17476914717933,48
Car,1.9886789932028428,144.66284351459217,52
Car,38.54328817243908,32.187909921163396,46
Public Transit,33.603224699976025,53.49335828202553,44
Car,28.142994037654223,30.907544997377055,29
Car,16.949164832156526,107.69696569855236,42
Car,7.758478482762985,137.76366587399843,40
Car,7.101044664172356,59.21787558915591,40
Car,10.759473028419217,141.2441453755568,62
Public Transit,22.4198399235387,37.2320868347473,32
Car,28.86924098530243,142.13232321666172,56
Car,26.74769769199152,72.19472246875613,52
Car,11.91742198089177,42.170499413905986,43
Car,38.23974594586457,88.30461110235908,63
Public Transit,29.77797975113497,60.81318812646096,30
Car,22.619808047944627,64.18474823543073,36
Public Transit,24.857109103139738,66.87479579115438,23
Car,17.364402434683807,126.36310773991961,44
Car,10.661508590545141,94.69935320103053,49
Car,14.882934467399203,67.35692389872044,28
Car,30.555998308110397,103.2400539973102,40
Bicycle,1.5613460565604789,115.93808090678323,39
Car,5.5268329797697335,62.71488008802405,38
Public Transit,2.794103038848357,79.62589218304218,38
Car,2.5884232904398354,44.62633120043371,31
Car,34.362962776429285,51.73792194416164,56
Car,28.442656515820925,111.73414247579794,61
Car,19.492779334405682,51.77260172347523,36
Car,4.8155322653890575,93.01960604004722,56
Car,20.17301912955646,115.08555140669192,58
Car,19.46539906044206,42.82523077136926,47
Car,7.7548729264905925,98.07746635546843,60
Car,17.920214320280948,60.78753404416365,54
Public Transit,16.541684641497564,145.55122502850958,37
Public Transit,25.018153824036443,88.02547760639096,33
Car,25.76865238383811,126.71910597301897,54
Car,2.7668563811097364,96.02718505875141,63
Car,15.609891970432377,35.2095039425783,60
Car,25.40853671285522,105.97816507128269,26
Public Transit,20.62231408462342,144.16840106479884,60
Car,34.40310380634457,102.19341841755974,32
Car,26.689051633138856,128.30266313121484,37
Car,7.354442656175758,136.10477560180894,56
Car,3.752181148616764,57.3695726338719,32
Car,26.05435185004631,55.445380788987194,55
Car,2.0339411111232506,103.317718662119,50
Car,23.845247669665067,79.32341637680457,21
Car,37.66897941557335,130.78335634400645,35
Car,23.44349293715928,138.00277480776134,28
Car,16.138627122054352,72.41056551632617,28
Car,26.088240519251773,58.424467076937844,57
Car,18.87186272916915,123.66306182926341,30
Car,22.279054783321463,62.97672426577633,41
Car,37.71712754228448,128.7137182216414,52
Car,16.058002874230198,80.84859043785154,55
Car,38.486431989132655,110.10598791497645,64
Public Transit,36.30867503628649,41.46423766016018,42
Car,8.635854256782562,104.86311896118876,64
Car,3.7050907341314527,84.21212144846749,64
Car,4.93034205371964,100.39301558105689,53
Public Transit,1.7106512004104393,50.16170492938361,28
Car,4.683275469481208,118.42484939330186,43
Car,27.637264163237916,133.5356493051874,27
Public Transit,3.7763572899489306,56.00877601089308,26
Car,13.440049581456691,41.48574666241941,55
Car,33.95013712780873,32.836630325560364,37
Bicycle,1.9076054936972087,107.03658005319193,22
Car,32.76427082096849,102.8512843306537,47
Car,11.992336216162597,95.6036895256884,25
Car,5.6084282772445935,57.83365153391705,63
Car,28.172749449201874,76.90871950866176,63
Car,25.528771024415477,101.33716022234077,40
Car,35.22140852755506,89.61202306310032,47
Car,29.667770708351544,148.5342624257865,59
Public Transit,32.3357562850091,46.37277030680798,20
Car,11.999348330280952,113.41734648571125,55
Car,7.92014220740919,78.51825217251505,40
Car,30.273975313993475,81.38395379107376,62
Car,32.466554831423295,116.11173187898115,54
Car,39.629700538026256,113.09233815892436,32
Car,17.092089399545632,148.9507192442626,29
Car,15.508705345918544,45.40731473449503,63
Public Transit,31.280105468937876,42.49315792609996,29
Car,14.291338069867695,116.92065805544894,32
Car,37.299535698539025,99.4064300407691,56
Public Transit,34.47809732187746,62.899279987176705,57
Bicycle,17.730767067625717,39.53032427867839,43
Public Transit,30.283971643868398,40.27898995157166,21
Car,30.427172089302612,137.3029049596942,41
Car,5.021830884601371,53.02407896624915,36
Car,36.1995633605031,68.8045874538625,55
Car,20.70484252546643,57.19876826723856,33
Public Transit,33.231841178201925,72.59955669983248,29
Public Transit,13.481934440193859,38.3308611295312,54
Car,35.92540591135182,92.28717490899244,44
Public Transit,16.17886547063236,38.11350763106579,22
Car,1.422668407731636,126.04278093868339,57
Car,36.309897080351284,58.045449829251965,36
Car,4.560180394659209,94.80142975254127,31
Car,13.45323186602618,135.60949050737497,43
Car,38.05241671498139,108.1052842856633,48
Car,38.07367873056469,93.95493438616023,62
Car,23.364077636808158,68.92005037384507,44
Car,25.64165127462217,69.96022956698374,55
Car,18.489375357154472,110.33843462378282,45
Car,12.435220096224517,149.2967233465401,57
Bicycle,13.817917269426722,109.42070278192543,20
Car,27.228219787004498,96.93401008440298,39
Car,30.34260664806952,117.67806122870954,47
Car,31.871582705308093,85.82467347404618,35
Car,31.795107568987603,37.21708111209423,36
Car,4.557038018898925,97.47561790534918,59
Car,20.282391883400678,144.91503414064562,47
Car,3.244791640649127,51.036353082919156,31
Car,22.431626410625686,112.80058689847989,46
Car,18.219689553561704,54.11204263908678,61
Car,35.62046312757369,94.29932213676975,49
Car,14.68568548953107,41.601173957606356,60
Car,5.565613640676629,84.04451235098222,53
Car,6.576675600060598,120.73959946742953,56
Car,30.698914636981417,71.70858290867784,25
Car,25.11050446933418,109.78940693846616,26
Car,4.943784368788819,125.45399529476751,51
Car,4.2801654384849,141.2613383375343,51
Car,28.33779612690568,58.15704982265443,44
Car,3.8377572482035474,77.91790989711697,52
Car,33.052542312323894,48.28992159965009,26
Car,28.54344685910335,149.098020259005,31
Car,4.172602445034091,141.24011615091544,35
Car,4.308670849322485,94.79485563366715,35
Car,39.47894356154584,131.04399532517056,62
Car,15.596561034488692,92.51495727264506,55
Car,15.455043735608745,104.83028256033117,32
Car,32.6991831230426,40.69493185392199,26
Car,37.94269451797049,120.63245045961695,55
Car,39.45404148909196,45.32561803622818,28
Car,30.381749225098723,129.1281156303034,51
Car,15.674123835705714,123.84337052044631,30
Bicycle,4.256527951248081,115.04936372915718,27
Car,31.308729721170035,34.33924566297145,52
Public Transit,22.777765739696395,66.37540271343943,42
Car,17.544658360632074,61.57350838930114,44
Public Transit,36.3478210186947,73.21636889658228,27
Car,5.336701809939902,40.51712961166062,64
Car,20.212379067343505,142.43493876372753,41
Car,1.4427921459293436,96.45626888548516,23
Car,19.277765037770923,66.66291727896282,59
Car,3.195827751591657,77.637782048914,22
Car,5.633898734454805,83.66430486058027,48
Car,5.58352362430709,102.07132000327408,60
Car,26.31920178252648,91.88153132357974,48
Car,30.095750291351507,140.3270367857301,53
Car,23.751381838789225,89.63561794869963,53
Car,38.52472939050713,149.05896177879754,47
Car,15.619952601424458,132.1709949294115,32
Car,12.14277136499257,55.0212617228803,34
Car,34.875365999388954,141.67142575726996,42
Car,9.720237702258652,43.96396774625713,63
Car,38.565679038183845,128.09396501894298,45
Car,1.4740245129028373,75.67479521718961,23
Car,38.825274241597924,135.35691845340835,45
Car,2.6832365660724684,134.16680281289405,59
Public Transit,35.754581434224775,126.71104801411454,28
Car,21.580343254365694,124.80365235684737,24
Car,39.72562704865271,66.56149669176489,51
Public Transit,3.878066024680556,39.71031396615026,39
Car,22.60031709165151,78.35762145181937,30
Public Transit,38.80279888914486,50.82294179838104,34
Car,21.400815922635804,113.3941306682954,51
Car,25.546546887275237,71.53196718453427,47
Car,28.13419887040007,147.07322410318977,41
Car,18.727101525943155,106.91664928143985,60
Car,25.474765123278473,128.6976676361233,36
Car,23.788258165000908,45.902960729021814,45
Car,36.14516240914857,133.44173787271473,63
Bicycle,2.772408833316857,140.7308628616073,26
Car,11.957564394096982,88.4474302582723,61
Car,38.06604787898579,102.7503525301173,45
Car,35.720287571745736,121.77717610835946,44
Public Transit,18.770613358642805,50.980635271249504,29
Car,25.185171314259932,90.30792917561308,64
Car,11.817866136264174,77.83956333267757,38
Car,8.33672522922669,47.564879059469895,30
Car,19.084237792659305,74.10413067498376,32
Public Transit,14.78073689301606,38.180677126259226,27
Car,23.76258836218401,33.09742883393844,59
Public Transit,4.031650841634409,46.21995469857873,23
Car,39.001397498980495,145.57381339070088,50
Car,39.46221903470451,95.94354430740204,47
Car,28.22830684677006,145.89865933838638,30
Car,21.907758287420695,81.89974539961584,62
Car,13.071577035166783,67.41793597023116,20
Car,32.738005768571,90.73702354082928,57
Car,27.70451572960129,82.74140263594921,43
Car,7.34206063445076,42.67976211140927,50
Car,36.526160195259855,106.89915776282474,60
Public Transit,33.07895247400359,55.92458190115195,45
Car,38.042196618385034,104.35055458773955,24
Car,29.303060827146037,108.0241310877784,39
Car,24.923192641495806,48.24298237543778,60
Car,17.311478415334136,37.36195525328018,30
Car,37.376410850806515,123.69139032821278,52
Car,34.776491690515925,85.17605085231841,57
Car,2.763528134141387,36.97965546065709,46
Car,2.028312005392828,149.38395806037204,53
Car,15.682071308243934,36.933667319563995,34
Car,32.61157990049148,113.40422746302639,51
Car,39.50376904328284,148.04147103160963,40
Car,6.866258753037599,58.70161250591107,24
Car,24.17109789873327,47.06992424246354,25
Car,15.854743408609838,44.56619273069147,57
Public Transit,38.826661514769526,66.39301770811147,41
Public Transit,33.84263800229264,42.12549732127761,37
Car,33.69481948373438,113.05936100329583,33
Car,19.27903323200384,37.475015775607524,29
Public Transit,17.177960591168944,91.13065537797476,32
Car,11.662875805297544,149.6036224623572,50
Car,3.1986443693861575,127.67643234072226,49
Public Transit,34.72417267394707,103.82633258772131,22
Car,32.703139356073024,66.7504344943934,49
Car,39.988989258159094,104.86750035499662,25
Car,39.86883664588231,93.2449756693982,48
Car,22.66183651850247,81.13000606684457,27
Car,30.99050919203991,45.685245208823936,63
Car,37.845863465414695,136.392505828856,64
Car,34.13624823641905,83.9741578585587,62
Car,10.646575967984708,53.35470141849181,63
Car,18.57122127709365,74.13112210527476,52
Car,6.037217190908304,79.69557030347124,36
Car,38.20799006309017,129.3045474680249,30
Car,24.64081074358432,118.03372566736824,32
Car,9.917069414635046,122.31658723696077,30
Public Transit,27.196326691828414,31.323751731437667,50
Car,25.107001377857937,79.93847978157137,47
Car,14.968346003280779,87.76129819623884,63
Public Transit,5.428746095785532,32.303073218766805,25
Car,27.191354628119186,61.17758504940411,60
Car,21.292000335247938,121.2347787746562,35
Car,31.120417277689935,46.453164687479884,23
Car,21.28637654336774,94.237215774311,54
Public Transit,34.235078512423065,55.8242246420685,45
Car,22.524366712204937,31.454492957267192,31
Car,22.876580889880064,58.94417491194498,30
Car,35.18949050367546,147.10485058920645,56
Car,16.735831782283483,126.18445342595875,44
Car,6.226593909574989,145.149197318524,37
Car,2.1225243762202197,88.54248527116349,38
Public Transit,30.45035297127114,43.16834384130042,42
Car,25.192072502785123,95.75513867684316,57
Car,28.45911095586972,84.5252801471953,37
Car,9.305602298847518,131.3228499287539,45
Car,6.318487547884021,41.76990969410935,25
Bicycle,1.567241961047395,88.58893644261337,23
Car,14.672914793457283,48.00583976327811,63
Car,24.00678978733069,68.96111122680719,48
Car,16.297517758889562,118.48284928653595,53
Car,18.061521958925432,87.12217552425199,36
Car,36.26218908525619,75.10659421749233,62
Car,14.581963213908713,77.33715342840424,62
Car,21.04559007723262,85.1336122087184,35
Car,31.56246749690458,124.20198526044683,21
Car,16.465168510529537,137.05016267282812,53
Car,25.261381308887067,144.6401623804714,27
Car,34.63218464112306,124.42840635063541,32
Car,38.03130432264804,67.84882748976153,61
Car,6.73586575623248,112.57616473038506,27
Car,37.13691738129828,82.51237488664702,49
Public Transit,20.19253543010199,60.56047464552614,51
Car,11.071531143659376,130.90458953111073,55
Car,18.90629449329219,34.611161875479,49
Car,39.22127043613361,138.2114390562508,20
Car,20.212105665721914,85.3772957549681,62
Car,13.82131280121282,106.46417721699365,58
Car,25.702633318352305,109.12247066469392,36
Car,10.36567913234953,137.41412888478436,39
Car,3.958669796237893,106.40036186006488,43
Car,6.02630915451532,103.67203017120741,41
Car,5.993787719353125,37.99824486728279,48
Public Transit,6.92420504697948,92.20896263342449,41
Car,6.414259733326995,48.020280098045,63
Car,25.99411504732537,118.49205224657827,28
Car,8.093323291566648,91.46663049752094,56
Public Transit,14.481024049630665,111.6273335050024,29
Public Transit,35.974747986334464,35.000748072286115,55
Car,19.48450397025202,40.17504192549639,56
Car,27.03475180232006,115.95880656752188,47
Car,7.720474976863564,38.6501203198408,47
Car,8.49927173353816,38.55080733183103,61
Car,2.5938760343926757,31.453017028186494,62
Car,7.588467459814417,144.78016779593761,40
Car,11.865023222246386,118.50100313508084,43
Car,7.903408886793126,72.3901690202477,61
Car,4.4593988165251695,65.58426975451863,59
Bicycle,5.704798972923432,71.96438756950195,21
Car,18.970371953276306,122.95842374174183,27
Car,9.047015017825908,109.36447332844973,46
Car,15.206524580874943,52.22346814409615,41
Car,20.63327356333942,50.89312024009012,56
Car,27.925398316545248,41.807477965607674,46
Car,2.5331734538028585,109.23632636416058,48
Public Transit,32.17700555745266,121.72471946660832,22
Car,25.488115190145404,61.805571399000485,63
Car,4.188602246006004,32.51339532370954,32
Car,35.069566340164315,39.860600097171286,64
Car,36.914023620740714,146.14320418140366,29
Car,3.3820404343396864,65.45337329729043,55
Car,11.798228277740945,122.30677774057604,28
Car,32.441849911929395,104.95962826251166,46
Car,30.182127924962675,75.8327567583475,53
Car,8.196319754898717,54.68247146346661,20
Car,9.164623610131702,44.56637017912877,51
Car,15.448412008863897,103.80155616466399,44
Car,19.896396422449833,122.95605367653455,48
Car,25.111936089681542,107.26851042493568,26
Car,15.387631943221123,93.636255989899,22
Public Transit,19.03885392919277,35.034146811796354,39
Car,30.151366587216504,146.21865331132605,39
Car,2.4306449127333183,125.84570299854894,49
Public Transit,10.84504082941681,65.13864440411577,54
Car,28.820633849497547,147.5964395230621,54
Car,35.91306666980078,102.22579075635865,58
Car,20.95542024251098,99.89071898486958,46
Car,21.75242592534731,119.76878153154385,45
Car,5.1797084422512665,127.41237457081651,33
Car,18.449082306114732,108.77743287978032,36
Car,21.772073391745902,45.371489563944,37
Car,10.456349641754457,70.59210071933981,64
Car,11.500486007025858,141.370036839126,48
Car,15.714082361080283,56.95387342126223,39
Public Transit,1.7827767133313284,74.66004286050159,46
Car,13.561087457743954,81.84922595330352,37
Public Transit,9.24647227286524,82.72859876333426,23
Car,13.77239673493867,103.55274989934306,20
Bicycle,5.670723140950797,143.16910052936493,20
Car,35.7305639488559,58.883125419900594,45
Car,24.150105688607898,44.58016515611017,64
Car,27.484990446635095,53.696458783192476,39
