Selling_Price,Square_Feet,Bedrooms,Bathrooms,Age_yr
437013.4457712214,1937.4473158273845,2,4,9
265144.6242618988,1094.7839378549065,3,4,46
521549.8088670612,1929.6335877579181,3,4,22
431720.6830641577,1645.9670878334734,5,3,20
402639.70877156296,1529.2311998776165,5,1,12
449391.30084933084,2044.6705155363472,1,4,32
541893.9774301386,2212.39980899838,4,2,23
438590.7267195306,2172.5120476464795,1,2,10
382835.6189768169,1464.3129907109446,5,2,16
315406.8639581806,1676.3150496595142,2,2,67
458521.2437334615,1932.5053725614257,5,3,46
533386.376803202,2190.2180508489437,4,4,24
401209.0798673717,1608.330304861884,5,1,72
392738.80351807445,1725.7364093344731,4,4,20
390278.2066588136,1357.4660103975887,4,3,11
337706.11346354923,1321.5173503677318,4,2,36
450048.70899678266,2125.010328957679,4,3,41
582939.1240267379,2342.4960114283294,4,4,16
296230.1165488985,1771.1959513678664,2,1,47
399215.1454946317,2201.41315915681,1,3,27
422230.23792347644,1944.6544100190536,3,1,40
365309.9557925726,1541.9520981579503,1,3,46
442400.83327214606,1944.5582422033656,4,1,17
375760.31041828013,2415.2146265863876,2,1,70
449683.8149000554,1785.6695843560194,5,2,12
502118.6777661917,2425.8574623256027,2,1,12
276308.44097451714,752.1019583641023,4,2,30
495282.98695605574,2128.7610017500897,2,4,1
449614.31539168465,1834.8188272952684,2,4,15
432929.7606662847,1680.397059813653,4,2,8
389877.01552190667,1836.704310614201,2,2,72
276271.5671831384,1004.9724341596428,3,3,37
341900.9132246929,1712.1312448649953,3,3,74
356923.1487486451,1942.8450286046987,2,3,53
542474.0136127203,2391.1576178966066,5,4,55
372144.52266359655,1592.6919126905411,4,3,44
340032.6490859905,1476.6025588427249,3,1,33
427522.9983506821,1599.2971825661853,5,1,8
445551.8620600852,2166.1608470808296,2,3,7
496399.2473504202,1931.500443863874,5,1,6
403718.77378787386,1588.0959184931844,1,4,35
439531.1964469321,2005.3069732453425,3,1,17
377519.7074722182,1838.8310197392161,2,4,2
550732.6285520765,2187.4579962131556,4,2,27
321284.5184394906,1519.178762449059,2,2,69
456032.8187997874,1668.9351413608927,4,2,43
399195.2183965655,1643.1567387471368,2,2,20
388904.5656781897,1214.5940207471526,5,1,27
475925.22343190707,1918.4481108258303,5,3,53
419794.4359650984,1904.4221088719557,5,1,53
372511.2430305125,1802.0453826569844,1,4,64
384661.219590095,1706.1651466499413,4,1,20
381094.1810039821,1233.8517031798342,5,1,12
264957.6929135571,1631.7418708938565,1,4,56
392725.09636482626,1662.9141933892922,4,2,48
349203.64744976687,1479.0890923113525,2,2,53
369152.1146679084,1735.4857153335963,1,2,9
479067.5335498019,1961.6203427258154,3,3,52
487258.7924371737,2554.474360484212,1,4,43
419554.19615954516,1869.8311251327357,1,4,46
377104.9212331649,1903.0201562891057,4,1,52
381391.94364069134,1770.221633693533,2,3,73
281851.574328892,1032.4915138803835,3,2,45
484816.6525977651,1789.3944498203132,5,3,12
415397.3491445289,1824.0920839764105,5,4,36
542163.2234749506,2785.2968449941145,1,4,23
433861.93269152695,1723.055614087551,4,1,1
469954.1235966143,1920.618936933445,4,1,13
560745.7877906574,1786.1152921179028,5,4,9
391930.2987838054,1332.5287849521872,3,2,34
491957.38916459074,2257.1291258060082,2,2,24
481253.2722020806,2100.7732130747095,3,3,2
472317.79413705063,2116.4127788172186,2,4,16
481604.2168436261,1436.2450180821045,5,4,11
456756.0924516,2361.1177243744396,2,2,53
401739.315014204,1239.2595748830877,4,2,23
506593.10818931356,2034.7428375201082,1,4,28
522442.7434015454,2676.1822503239914,1,1,42
486385.9664861091,1403.7854699477248,5,4,24
422859.21569212055,1573.4809081588912,4,4,59
417458.8337936338,1839.8605460350566,3,2,64
452634.69116487994,1598.6097383535202,4,2,27
252541.18221838147,1179.734627573547,1,1,15
307133.94931309886,1827.425189922411,1,1,46
336239.14717428345,1375.078514509558,4,3,57
476124.0038347517,1989.4369722540725,4,4,26
236374.68626817607,1432.2303063064787,1,2,52
474493.11557458417,2419.973762007016,3,1,41
370012.2184271818,1486.698683065505,5,3,58
416170.643503598,1671.1753935177298,5,3,46
496848.699817482,2125.406886947868,4,2,33
380596.413001568,1307.6542734264178,5,2,36
426536.344295258,1890.9839738416517,1,3,5
478383.02811370813,2322.857101712971,1,1,6
385486.9031825502,1157.006706175509,4,3,24
524644.6289555181,1873.8535434129217,4,4,32
463992.2624982475,1903.9531176993694,4,4,54
473263.0900460105,2112.729148710924,3,2,57
395575.0602780389,1305.2197156487673,5,1,6
309833.7910477995,1271.8173547662896,4,1,56
514162.28012530896,2008.776626246759,2,4,11
406654.4700181923,1918.7938692932744,2,3,15
418737.5880470269,1900.1971401383507,1,2,42
511323.8919686999,1938.5792837987904,5,3,6
352655.2775588109,1527.9901113686037,4,3,50
391540.2803913361,1892.9014788644015,2,3,72
440264.7030943731,1917.2289893194725,5,1,31
368913.1276757554,1514.2594327894528,1,4,74
506959.44610513095,2546.309804457903,3,1,7
491863.4427752661,1989.533168364715,5,4,71
326753.99070349796,1323.4786011189406,5,2,44
440780.6438649539,2062.621443453532,3,2,58
420197.3975105936,1410.1273319090715,5,3,3
427024.81693452515,2114.8338414969808,1,4,66
453665.37754926836,2263.4382316029614,1,4,28
336351.02029721334,1471.7270726593158,3,4,28
514738.27046497585,2185.3504516977287,4,3,27
414359.71112854296,1965.1123707745994,2,3,43
532755.7568083478,2128.8240639977957,4,2,3
617487.596114413,2558.717193061579,5,1,8
488648.9953373317,1701.8447535988519,2,4,4
400700.4565426772,1498.5055342570042,3,4,55
320987.7099844461,1444.1942281497907,3,1,49
284231.37521660974,1473.6758860138248,2,4,74
392434.525544854,1769.1593162343584,1,3,14
425917.3235871666,1936.4607899266575,2,3,31
508642.2401701203,1910.6763197320076,5,4,27
452620.02446018567,2130.8732996144095,1,3,21
473437.2848421384,1805.2007567511628,3,3,16
454659.9267135785,2381.4136308629268,2,4,58
349101.05937973864,1694.1372667048176,4,2,70
543031.3896420783,2888.0676666358477,4,1,56
499083.1651446628,2050.2669391060026,5,3,25
335332.95054422715,1457.1369774334871,4,2,24
326848.66802664474,1371.643000775555,2,3,9
377978.7105034679,1992.9889660972742,2,3,44
452845.7481209935,1710.6148858696597,4,1,10
471924.8398258039,2085.600197636837,2,3,52
389531.25375557505,1989.2950498294178,5,1,71
310012.47063470096,1770.8684349372509,1,1,67
413397.86964998825,1461.282512772638,5,1,27
275341.1029190522,1194.061110125654,5,2,74
364038.4712913487,1621.3940191731915,2,4,64
464389.41261980415,2142.559517729389,1,2,48
437160.03063854115,1885.6374976520815,2,4,46
341896.6570373048,1301.7044885152047,3,4,51
330585.2597945247,1869.272370340473,2,1,53
333445.19524210336,1954.1269518915346,2,3,59
295082.76351143396,1446.4570255195467,2,1,56
426658.00997436116,1861.4900423782112,1,3,46
399086.2104748224,1823.2834873784,2,4,30
193354.24174465076,1342.8118808677507,1,1,45
456540.51618030027,1943.1149441393134,4,3,25
491095.06396144035,2024.3138105472938,3,2,4
406128.074445854,2233.2204972701106,1,3,51
404614.0803347015,2221.520820813961,4,1,74
249914.48537431032,1248.9322528171635,1,2,53
323621.5200201283,1424.869984033951,1,3,32
395250.41180936876,2006.014106883464,3,3,49
492308.64614662784,2005.5143803648834,5,3,37
494984.8327606928,2006.0190745224193,5,3,26
602936.7589618408,3341.0925962618885,1,3,14
353742.3305598466,2028.356204277267,2,2,60
576371.6740546799,2254.2262560722397,4,4,20
402908.4979456513,2181.6007053972808,2,2,45
321235.11650394934,2060.5565005223193,2,2,68
369012.77998084226,1673.8923021438618,1,2,5
455294.13740979164,2103.587688197307,1,4,37
233750.00517126938,1490.8699141849713,1,1,61
333001.0029020805,1705.2725573039966,1,4,61
363406.5755174026,1605.8545808683587,5,2,73
354512.84752027603,1832.749655754529,1,3,45
665085.0194661052,2725.8634266694035,5,3,12
367542.3132733244,1053.0939229633009,5,2,2
466363.41779248696,2074.5040761498053,1,3,5
302172.09878221835,1154.9136515241394,3,2,7
397173.3754652045,1611.2272536842265,4,3,43
511957.45029346115,2235.580238786946,2,4,32
370688.63919293997,1825.712007638185,5,1,74
356699.4071514976,1368.9020888282776,4,1,49
403230.2547145478,1513.8785162960128,3,4,10
454125.989484328,2071.8390995738705,2,4,27
347282.8797174396,1507.8533473131454,2,2,69
444912.94605993154,1886.58343583279,5,2,40
377094.6844767479,1818.2287359615254,1,2,15
367397.07181930303,1539.3598609576732,3,3,67
573431.9048496799,2657.57763573013,5,2,47
465686.741805768,2053.5676089272047,3,4,55
178795.25248109153,989.9429653369572,1,1,63
319120.0826156759,1874.581725907771,1,3,58
394741.49201688945,1535.2854140926447,5,2,61
424171.9463774238,2140.9733339184895,1,3,10
438721.7722161333,1482.9917046269197,4,3,17
426277.6562304766,1754.1054234132405,2,2,18
427132.518896317,2001.994911592183,5,3,54
483159.54647302045,2146.3020776680487,3,1,25
410650.48182064213,1319.8814371776896,4,4,5
498001.4491840089,1666.1995056636206,5,4,3
281131.65775497095,1610.0218755356175,1,1,28
313454.2779175656,1538.6683069705152,1,3,58
476931.700912188,2506.1816961124387,1,2,16
419606.58741644287,1961.9926843843823,1,3,42
252105.1644409896,1295.646418265982,3,1,65
551895.7888814239,2167.14477882191,4,3,33
590270.7944100247,2648.8624788050533,2,4,7
507676.9849363311,2212.986104220459,3,3,12
311414.27112589445,1192.2520136183946,3,1,7
347748.87221400935,1606.3063708534994,2,4,64
456774.3557190022,2306.764459674649,2,3,42
329591.8907709374,1516.9322137524878,1,3,38
437359.16686796176,1977.5277712584914,3,4,58
469262.1595105356,2109.853621371735,5,2,43
391617.9505504161,1429.2278113687669,2,4,8
345339.83507453033,1776.18985757528,2,2,36
182197.96662590804,503.4930639723709,4,1,73
361844.73045552033,1390.244943466284,5,1,35
503747.8381933657,1698.972739442736,5,4,27
363805.2354029733,1300.88672721406,2,4,41
450605.0950462403,2452.964521572654,1,1,42
342734.6690039408,1227.943448815747,4,2,41
386642.2674211864,1623.9822053212065,5,1,65
394161.9038536124,1852.2962309144366,2,4,54
500805.5879984673,2376.509315626446,5,1,71
390563.3117490853,1225.6551395282243,4,4,47
501769.95052356174,2265.265500861984,4,4,21
400964.3995293932,1804.093224407835,3,1,26
326153.37516838894,1407.3965395808195,2,2,66
485037.49961765273,1984.8413897053083,4,3,12
365707.1724503918,1879.623878229388,3,1,44
397391.0835378827,1559.9132491364821,3,3,9
416041.8453145273,1827.9208339960076,5,1,8
432660.7028217617,1645.874561255296,5,3,53
416710.0039179924,1845.4069381004992,3,2,26
497638.64545758185,2064.852269808419,5,2,33
547640.3076052552,2434.406726458141,4,1,0
295791.2680049448,1304.8738004692605,1,4,31
546177.9784500373,2653.2133498625067,4,3,70
305170.69182612177,1019.1648801909993,3,4,66
432241.142373354,1739.2859619857666,3,4,19
513902.57233663375,2035.3268825938305,4,4,34
488280.7108557042,1912.396747094013,5,2,16
391702.3357274629,1550.9201920717624,5,1,17
366996.3258730738,1716.75109985709,3,1,44
319698.6216198735,1602.799626136467,2,2,52
403550.0728037789,1564.2540972223153,5,2,67
419801.13441919035,2139.84083880841,4,1,64
507727.961704951,1942.806194386019,5,4,0
389435.03385019023,1522.8361618957383,4,3,57
490858.089960938,2159.8399501733,3,3,25
472003.85786866676,1922.9198083506437,5,3,19
562287.8105933968,2125.144847535584,4,4,9
415724.3555994811,2051.851536769445,3,1,58
260160.89357042842,1468.401995631171,2,2,74
346600.3485563845,1575.927583921212,4,1,40
486577.3879165099,2098.9174420493046,2,4,4
359856.6519948788,2044.148106173386,2,2,64
426957.8199095014,1791.6393624143407,1,4,16
495508.8014783432,1846.9309533235128,5,3,21
483853.1793706584,2311.06595831537,4,3,40
322831.58928437147,1563.371444465668,2,4,67
385457.4181851943,2018.8389524680151,1,2,68
458935.3121914288,1719.1229390264423,3,2,10
388100.997087942,1712.9275187091118,4,1,55
439588.35346472205,2239.5107407948763,2,3,50
481326.09356708446,2130.166539595212,5,1,20
405301.5607093685,2125.4038544002556,1,1,25
512606.3444570443,2322.1915228617318,2,4,18
418958.0870755343,1808.4015366531037,5,4,59
391873.2177537427,2072.7811885179854,2,1,70
455758.09262527875,1675.8932973626177,4,3,46
471567.5571376025,1929.6665409953769,4,4,70
374443.0808990927,1747.9427782529262,4,1,25
312714.9644078629,1838.7983859970873,1,1,39
415977.82568548346,2038.0628101747654,4,1,4
443788.2137478583,1472.711726706611,5,1,20
501841.0796433568,2636.954910274184,2,1,3
402637.63675951137,1397.5930474001193,3,1,22
496805.5841599694,1314.3245548849072,5,4,14
540383.8599189357,2263.244349400027,5,3,7
426251.72945568577,2116.6650775851745,4,1,40
418432.89929354296,2049.6479268208623,1,2,18
390064.46743986866,2051.3382037057117,2,4,45
384117.4201078283,1795.1012908612342,1,4,27
253019.96767464821,1441.0982514056673,2,1,67
496083.25175002485,1830.3218232774905,2,4,14
293200.83387440693,1529.1353153951554,1,1,36
554964.1746789493,2190.0478933671006,5,3,0
336232.01512931264,1741.1770473991446,2,3,66
379291.65611219313,1469.8011212829954,1,4,23
389815.52478290815,1671.4456633388027,2,4,26
419267.39802566246,1965.1725817102497,3,2,39
410002.82115760254,1574.51017887841,5,4,62
305140.6623055523,1471.1118417734274,4,2,60
379740.17885843484,1897.474884596765,2,3,35
431638.84304558253,1897.986628443489,3,3,23
378685.7645698234,1597.2227298515481,4,1,23
442154.9838851954,1611.5846777526708,4,3,3
355255.4052258953,1892.8199749430546,2,2,66
290454.3106056303,1220.7662634010703,1,4,33
290025.9639824589,1237.014490249378,2,1,56
372332.8703205633,1512.6223114990257,3,2,48
431139.89288156404,1714.6211393152612,4,4,52
394282.2023281102,1924.3630262392019,2,1,22
414358.7257733845,2390.142486779821,1,3,68
324155.0186305679,2143.0638492808075,2,2,52
455018.47858997516,1736.0245880146292,5,4,61
333027.4583633751,1792.3935168389244,1,1,40
250468.38538052462,1398.9882541448765,3,1,56
434871.54391629464,1792.594745603044,4,3,59
371263.1813264474,1684.5365444319448,2,4,53
365501.1252393252,1929.0874241352358,1,3,69
391854.183965758,1469.1076225790707,5,3,56
484689.4250812758,2007.738605696469,1,4,9
584751.1993976773,2413.095565201031,5,4,39
492546.8848527488,1756.495940617257,3,4,6
479644.48759118485,1960.6846888395767,4,2,37
422821.9677200144,2076.057596684445,3,4,60
341756.2655862154,1639.5118112456655,2,1,2
381993.8693904127,1889.6369927241667,1,3,50
428789.4255341625,1805.0369603127178,5,2,46
456702.36283524096,1839.0704394195327,5,4,67
340216.3576337903,1490.7960864578135,1,2,37
382159.6191097745,1809.8040697035772,1,4,35
370812.0170272695,1999.19931649818,2,2,40
449054.6164186346,2380.4574431180167,3,3,68
616026.9446008934,2183.7083304340827,5,3,12
456844.3630391363,2661.272983004623,2,1,57
279031.7135701797,1493.0609748447803,3,1,49
420255.4803437429,2148.9282546882714,2,4,29
436261.4210640777,1873.3368022953407,5,3,61
486492.51241023885,2675.921173287069,1,2,24
338977.3140715211,1476.6806858579394,1,2,26
360187.04446300643,1464.1112631276897,3,2,50
347846.0486411736,1560.2429418223912,4,1,56
247941.19895662396,950.4417102760773,3,2,46
380642.754301805,1589.6979913276955,4,1,38
276989.6580226865,1496.3469353785208,2,1,15
497456.054006449,1860.157514590483,2,4,21
472128.5264223279,1936.7023903108638,5,2,53
578579.9569448013,2550.4683356863543,4,2,20
458800.8288348647,2180.16953527442,5,3,71
413865.2398991537,1569.2385377350388,1,4,15
354294.6048883097,1440.6341314606568,4,3,58
445938.40660583344,1996.7676686026023,3,4,30
263610.8364605748,1271.9067171917432,1,2,41
400010.87337161,2532.5835063417417,1,1,73
422410.29506791726,2271.7760482885146,3,1,31
252001.34026747677,1612.3297391581182,1,1,58
275014.9749947059,1114.746188363649,4,1,33
509320.89041422005,2341.5489496661653,5,1,8
376484.6720718549,1754.184061898953,1,3,10
523599.4246332339,2295.126524789385,4,4,9
277593.1055499199,1162.2289364822532,2,2,16
408391.5350743017,1560.249990818491,4,3,67
503013.9055462165,1802.0974798872733,5,4,47
360322.4583991019,1818.7922375058968,4,1,51
452742.21923007234,1619.9738114083025,3,4,24
483377.8178667684,2049.1399729389996,5,4,20
334817.10389740893,1372.9518282469621,2,1,64
383466.62666279014,1743.0482059914825,3,1,62
380425.78053851076,1848.1182526847595,4,1,50
492339.1268955782,2005.7755336234995,5,2,35
325669.31284205953,2084.645951235556,2,1,65
355334.7581875023,1350.1431632648523,3,2,14
254443.25878078866,1186.354331705751,2,1,38
442617.70763213874,2311.0707287594037,4,2,69
455882.1161289997,1932.9256047918366,2,4,0
321081.1835323239,1500.6053853773785,1,3,22
496117.0169518224,2420.4607902090092,3,4,38
375196.0606806716,1846.2698537171434,2,4,56
434502.49826383824,2271.7188736255307,4,1,33
449771.03185142507,1827.0073925640436,4,2,40
453681.49309923116,2624.2991699527947,2,3,72
496659.82439948764,2502.1363369772816,4,1,12
406307.2914857355,1700.4143406083706,5,1,69
529382.8676874413,2188.6283803817423,5,1,5
536857.5886535776,2058.150379834059,5,4,51
492600.39017784054,2347.4526230129395,1,2,2
348228.2392733465,1414.0306157679584,2,2,62
393481.89459911076,2074.4205839993756,1,3,48
433777.23884111,2223.369794739835,4,2,46
233606.7648374769,1096.5042054307542,1,2,54
285934.3505536589,1326.69659493369,4,1,63
224920.91083492772,984.3071288959597,4,1,64
395833.34509984375,1692.237266222177,3,4,66
520025.11733804544,2087.016902318385,5,1,14
474061.5778778732,2400.942820838411,4,1,31
390677.3294451381,1829.6379121679101,3,1,67
516028.51396419306,2451.446218228517,5,1,17
367876.81586734264,1247.9594167140435,4,4,42
315386.29009211675,1118.647024257938,4,1,34
333030.1618056811,1777.7809204413525,1,3,57
342763.8567682023,1953.626179575723,1,3,32
517860.5398680186,1786.9221007623628,5,3,13
304249.54378692654,973.0231599840494,4,3,33
346999.7511110435,1764.3519841948846,2,1,60
285807.50591887895,1278.2121997980587,1,3,3
414377.25546690996,2067.8690195320155,5,1,58
519868.89705247164,1946.6392984387394,4,4,28
428822.4556026194,1424.048085469058,4,3,5
318010.4136392581,1594.4532330653226,2,2,48
413098.136631788,1376.3145912444193,5,3,39
383618.08009727893,1774.9283610907312,4,3,64
357616.3127547416,2182.0569282004953,1,1,68
348713.0549215693,1405.7095814657825,2,3,26
499029.34277533984,2001.6186062071379,5,2,5
321125.9717299308,1587.8969526510236,2,1,12
256535.08741070316,1482.8508670950623,1,1,63
455928.7441036996,1757.187856018177,5,4,61
355910.7982872493,1385.9030710322504,2,4,18
348766.6075737465,1578.5402778611272,3,3,42
280501.63792473305,1320.8488429644606,1,4,73
509983.83702988527,2585.890053166556,1,4,19
329076.08450519573,1814.1054207886914,1,4,67
331322.3638431882,1520.1097968029658,3,1,43
454087.9588057149,1885.5919642936888,3,1,22
421255.4870413379,1755.0687801236681,4,1,1
460675.1202652673,1711.6121601867108,2,4,21
484279.95344450837,2045.66668001737,4,1,56
395847.895531508,2103.003084018922,2,4,71
377441.2573893373,1587.799540955789,3,1,6
388562.8630958085,1569.672703742128,3,1,55
373864.49932863005,1689.9793211393423,4,2,66
352989.0944888269,879.2315341057661,5,3,15
308988.3720368401,1193.9235751205792,4,4,50
405062.59903708147,2346.74970697781,2,2,71
544365.7233501452,2457.9870854005135,4,1,11
430936.3169151548,1700.3855841774487,1,4,52
344713.2127791953,2030.6227852223064,2,1,74
394796.2196050715,1924.5000618174145,2,3,4
601575.3727841149,3031.552323382095,5,2,26
510100.80410792574,2247.8299645738307,3,3,11
421641.1484527215,1748.8329634076933,2,2,16
371788.1840502363,1417.7838237598298,3,1,5
393420.89668984944,1157.421471896971,4,3,4
400482.1497595613,1881.3854543468892,1,3,56
371012.0826573733,1497.4597018862787,5,1,27
302237.61902286654,1231.0985161609303,3,3,68
337594.16333937657,1541.3708463029893,2,4,58
329963.4477195741,1367.3807985542421,3,2,32
420040.4174745893,2474.856654029026,2,2,61
428579.10327395314,2152.6559027797803,3,2,49
430690.174533641,1796.810943473353,2,4,18
469652.50333755504,2391.97765555601,4,2,68
324810.25336844305,1830.9473230590472,2,1,65
344474.16422341974,1455.4863194686945,2,3,46
515548.31770811137,2409.249630907863,1,4,38
414669.2786644575,2015.5640174738635,2,2,67
293607.88376232237,1385.1015382694175,1,1,32
443780.23496183404,1723.8645287665568,5,3,12
288650.60522981896,1449.752698646097,1,3,53
402803.46522076183,1246.8801076142656,4,4,6
447856.1579282416,2170.4710190126566,1,4,13
631835.533799096,2563.7666561880524,5,4,18
255256.09077240783,1240.5729704723435,4,1,53
480585.148287283,2025.1876946762284,3,1,19
443818.06599834183,1539.7429723512691,3,4,28
347118.544831171,1605.1498464941217,1,2,23
305593.08464806236,1563.0424303044524,1,3,62
417025.7326713876,1454.4036921280735,5,3,73
432593.4457800976,1819.4086511779308,5,1,56
406342.12654188054,1467.6199534355849,2,3,7
438455.84707899514,1908.1827303119355,5,2,61
452665.1060089768,1779.9047562203452,2,3,28
387669.7534587111,1704.4207812534362,4,1,73
309832.26914058207,1436.9745351833608,1,1,16
398072.9077788347,1569.291467772667,4,2,65
512748.6152945261,2102.1564903303024,5,2,5
418030.0204770521,2000.3668750497523,4,3,57
362993.20070351125,1408.9779020805795,4,3,68
417247.2249513495,1839.7329221716905,4,1,27
463151.70713397843,2100.554849348716,5,2,61
356325.0443131998,1132.2378875514514,4,2,40
379615.787939115,2017.344076951974,2,2,68
433149.6466693137,1534.9504964216612,5,3,40
436424.3433529667,2028.2394674372638,4,2,48
397638.14478583477,1494.6963373829933,5,1,48
257763.34739936647,1078.0471597341925,3,1,70
356557.24403383903,1148.983024846735,2,3,2
478967.1778005975,1819.2339786645528,4,4,9
475706.00390469877,1903.8890006885927,3,3,34
474904.0552067267,1438.2733499582366,3,4,1
525576.6994463836,2055.4369835109496,5,2,23
258030.14764653367,1135.391975092416,3,3,73
324969.143554075,1773.5680805410734,2,1,37
305077.71934645995,1315.5935200950173,2,2,21
283958.5171113148,1539.2655568791363,1,1,25
368711.14150836685,1818.9594685265656,2,2,42
368348.4720739983,1455.8346538864191,3,3,54
397625.2405687059,1646.17778230807,2,4,38
523446.2402444551,2202.5171236857764,5,2,28
364150.40533460665,1569.2432521907406,1,4,19
442926.14890897204,2134.2768448260567,3,2,40
268114.85394641303,1348.1172581369528,1,1,53
367429.5098499225,2011.9216711661131,3,1,19
553152.4049851121,2376.62744826316,5,2,18
220340.9578401824,811.3421999490843,1,4,65
426693.7767281902,1481.2418978118094,4,3,29
407322.94945231767,2030.828850872216,3,3,52
362929.98636382684,1718.7818455828028,4,1,33
423787.40224862256,1948.4583493485236,1,3,21
280627.3215893433,1558.4059253136718,4,1,66
520161.06057119754,1834.63591498916,4,3,5
356457.12562125956,1737.729105843168,1,2,26
572828.5600848915,2267.1128246639228,5,1,9
350653.07930098736,1901.7683373204852,4,1,72
420165.37566296494,1935.0410648300808,4,2,47
299051.3322248454,1635.249213551013,5,1,69
368872.9336657921,1604.9575103710026,4,3,58
390531.10230916634,1626.9767248721516,4,3,58
403785.9011424447,1957.7808569513188,4,1,1
364902.1267848323,1631.606207671895,2,3,28
415766.28610797744,1915.9099427585652,5,4,67
492800.2423713836,2630.1603194581758,4,1,64
546680.8400191487,2148.449881372677,5,2,25
445389.19556650583,1669.5905871328634,3,4,9
484819.0565081908,2280.485568865578,3,1,52
401104.2545205452,1636.7698507913794,4,2,58
402156.9633475379,984.7501859288584,5,3,21
351566.4641186073,1396.7654756330385,5,2,50
342078.2358866706,1051.6832315896577,5,4,47
399277.5934490825,1659.3946063834765,2,3,20
347774.0400023873,1807.3673516758206,3,1,21
590720.5512293797,2470.574924910113,5,3,29
450898.0479294419,1930.7709495056652,5,1,24
389753.87339786784,1712.3597884764542,2,1,27
416149.70249339164,2131.7622324733957,2,2,64
341233.0743697307,915.545876396846,5,2,44
309510.69104466256,1894.2458232434265,1,2,67
596698.21969607,2108.346077554787,5,4,6
431626.20008413796,1208.5655016880633,5,4,48
469463.82789100555,2257.501617282772,2,2,8
413129.2658686702,1935.3985629977656,2,4,35
458429.1091289196,1633.8848344396795,5,3,0
571137.3017268562,2053.112746442514,5,3,9
706771.9437409631,2708.2771431217584,5,4,35
359462.6231982531,1872.746502023398,2,4,72
443137.6336767433,1899.2882345201344,5,3,45
434080.7714478197,1616.2556401839024,5,1,31
375391.93195111316,1460.0622522140834,4,3,31
480370.81051950285,2132.134326617698,1,3,5
390595.35565126734,1457.5664696364531,3,4,47
371574.65515822463,1828.626494887757,1,3,37
468578.6992297437,1608.9370212939534,4,4,16
442144.7406193854,1991.5919302985567,3,4,73
473631.53138363163,1933.4648421147792,5,2,26
436561.565706319,2215.0159777031595,4,3,53
390758.5379263862,1595.9934404581013,5,1,49
406999.31486432266,1692.0500258826514,2,2,34
369011.11715692584,1408.494513687077,4,4,24
367368.85379126493,1622.2826959695553,2,4,27
461442.8388256714,1950.9201972179408,4,1,14
543577.0728806895,2102.795446658141,4,4,3
315005.5453368711,1431.1338703289498,2,3,72
440196.8089715097,2147.842368042264,3,2,26
516212.0201260662,2342.2551435219802,1,4,25
533213.1111641283,1965.3739612894803,5,4,18
557517.3144237756,2550.7183250232265,4,1,16
426180.9703829185,1490.4843203585708,5,3,42
340585.5668401448,1302.1381186754331,2,4,40
336081.79477658716,1088.5119004382886,5,1,41
496357.2973083596,2398.4177245956735,2,4,49
429555.9685383781,2061.746262541623,5,1,39
356285.6245168517,1777.766131635818,1,1,38
424341.93616663467,1911.987450527928,1,3,22
243265.14542136312,1349.8043810806494,1,4,51
486119.11023073934,2778.3007918467306,1,3,46
