Date,Calls
2023-06-19,194.08571914340067
2023-06-20,208.56720056948063
2023-06-21,219.31967947592483
2023-06-22,202.80747767608983
2023-06-23,221.00664083830975
2023-06-24,207.89474768192304
2023-06-25,193.4776550927014
2023-06-26,193.507129912212
2023-06-27,195.00233520520248
2023-06-28,193.29670469236186
2023-06-29,198.25549883533546
2023-06-30,230.35540964382454
2023-07-01,217.7708531975867
2023-07-02,252.84368040601768
2023-07-03,249.2921295837337
2023-07-04,244.72637341102015
2023-07-05,225.01323378743962
2023-07-06,222.25985153027995
2023-07-07,221.05419636192133
2023-07-08,217.2368759613574
2023-07-09,225.85896428558829
2023-07-10,243.48716093648986
2023-07-11,220.78235141948701
2023-07-12,210.95281662940508
2023-07-13,203.2247123461707
2023-07-14,202.98793714802432
2023-07-15,233.34295585275862
2023-07-16,235.69252132361402
2023-07-17,210.8159579368984
2023-07-18,215.24499957651952
2023-07-19,190.1982870616013
2023-07-20,198.504900813266
2023-07-21,163.9296992653198
2023-07-22,158.622721205127
2023-07-23,142.79238500135784
2023-07-24,178.65334824214813
2023-07-25,191.80648239611853
2023-07-26,179.02638641604761
2023-07-27,196.90048246486555
2023-07-28,179.5398709637899
2023-07-29,173.95338966341703
2023-07-30,190.03955692882028
2023-07-31,169.9805406683411
2023-08-01,171.24549152107474
2023-08-02,168.64743691610093
2023-08-03,198.78025762294746
2023-08-04,209.80680376730749
2023-08-05,205.62364386326206
2023-08-06,211.52986113930862
2023-08-07,184.7421272941615
2023-08-08,209.0080652744981
2023-08-09,198.05426988893046
2023-08-10,183.35592254073123
2023-08-11,189.52848867753323
2023-08-12,182.268157022393
2023-08-13,196.52690580434796
2023-08-14,199.3805095834619
2023-08-15,203.64305327745373
2023-08-16,185.7587673722131
2023-08-17,177.1114320576141
2023-08-18,197.4908514414325
2023-08-19,184.7160476501788
2023-08-20,206.31371440353232
2023-08-21,199.69143708792572
2023-08-22,198.90168248313287
2023-08-23,193.9730705091891
2023-08-24,172.73763078392423
2023-08-25,178.2672168372717
2023-08-26,162.7793426936183
2023-08-27,151.02573635073125
2023-08-28,177.93172766856506
2023-08-29,211.81918240341773
2023-08-30,207.04609574087308
2023-08-31,203.5872652321677
2023-09-01,199.66084458123873
2023-09-02,199.29173655962984
2023-09-03,189.41971879136995
2023-09-04,176.5629444359228
2023-09-05,189.45597744536872
2023-09-06,198.0927638472619
2023-09-07,173.50088080720394
2023-09-08,184.28175173444646
2023-09-09,155.04747843045348
2023-09-10,155.49747988592506
2023-09-11,197.15363317642306
2023-09-12,183.25536126490653
2023-09-13,215.44370020271998
2023-09-14,216.19897796871714
2023-09-15,213.24815786345064
2023-09-16,202.42836959910196
2023-09-17,200.6291334859972
2023-09-18,224.55087343958922
2023-09-19,211.45802332299192
2023-09-20,197.5518719955538
2023-09-21,197.44361236792759
2023-09-22,189.5878758589695
2023-09-23,165.0027256164432
2023-09-24,157.70898952854225
2023-09-25,160.95973576057517
2023-09-26,172.78606984535494
2023-09-27,174.1609364057201
2023-09-28,185.7317772594125
2023-09-29,189.01912633304576
2023-09-30,197.6777024946906
2023-10-01,201.63773868381648
2023-10-02,207.64431989264145
2023-10-03,223.22669395817942
2023-10-04,219.8572449004049
2023-10-05,203.38215617377762
2023-10-06,205.5342370164387
2023-10-07,194.64550235466209
2023-10-08,214.4411515062092
2023-10-09,215.69465004835507
2023-10-10,231.6798481872442
2023-10-11,231.49312363876783
2023-10-12,230.6009378462599
2023-10-13,223.31449869447323
2023-10-14,215.63734826023278
2023-10-15,198.53133563320554
2023-10-16,196.57002153025672
2023-10-17,177.73975958232927
2023-10-18,200.60242794158475
2023-10-19,222.68871068654877
2023-10-20,215.03716709736617
2023-10-21,217.8496671645761
2023-10-22,210.3539247365005
2023-10-23,198.07781687276764
2023-10-24,193.01458630305444
2023-10-25,186.61033838302814
2023-10-26,195.74333005790095
2023-10-27,226.55866653313055
2023-10-28,208.3537589379363
2023-10-29,188.09501400470603
2023-10-30,194.51233326959374
2023-10-31,216.44855693101897
2023-11-01,206.34466006316015
2023-11-02,205.74449779901428
2023-11-03,182.92014620401343
2023-11-04,194.47791991871821
2023-11-05,197.61271801265565
2023-11-06,204.9955653144847
2023-11-07,217.39083734602923
2023-11-08,182.72730957467138
2023-11-09,183.1212251914606
2023-11-10,189.035285070757
2023-11-11,172.27898425576242
2023-11-12,196.2736550931159
2023-11-13,186.78503232606374
2023-11-14,195.71123103207134
2023-11-15,194.22087027131892
2023-11-16,197.21687548055945
2023-11-17,201.54049857514053
2023-11-18,219.12488849062404
2023-11-19,198.52955068949478
2023-11-20,192.4843694833067
2023-11-21,195.0613285490876
2023-11-22,180.80293918855128
2023-11-23,169.7225668156777
2023-11-24,162.70452088701745
2023-11-25,160.77527149949157
2023-11-26,184.0051506472181
2023-11-27,149.92810611867003
2023-11-28,146.39792985870488
2023-11-29,154.06937755548267
2023-11-30,162.38081046984618
2023-12-01,165.5658282952706
2023-12-02,165.01045272081979
2023-12-03,175.64328309231706
2023-12-04,197.55872325522074
2023-12-05,177.4510553213232
2023-12-06,157.70574870644205
2023-12-07,207.03710627875648
2023-12-08,230.02994479266
2023-12-09,223.90449388866423
2023-12-10,240.35380334920774
2023-12-11,213.17338036934157
2023-12-12,213.61185887767053
2023-12-13,224.57624360590435
2023-12-14,185.4721590084192
2023-12-15,177.43656380666218
2023-12-16,184.76858206759445
2023-12-17,171.6018816139652
2023-12-18,148.73277059870583
2023-12-19,179.89327619198514
2023-12-20,204.65445507727418
2023-12-21,213.63823251896827
2023-12-22,201.14611238416487
2023-12-23,178.73928996619068
2023-12-24,192.84314914407034
2023-12-25,179.53353596930702
2023-12-26,180.52293214847987
2023-12-27,179.9293609923838
2023-12-28,184.64477089933675
2023-12-29,186.09155050639183
2023-12-30,189.6881924578703
2023-12-31,175.0314104610805
