device_type,group,purchase_rating,purchase_value_usd,discount_dollor,customer_id,user_age,play_game_seconds
Android,A,37.17706034980149,62.11558871386571,5.686863682098405,28,45,218
Android,A,26.231306713234257,51.09439512975558,7.761444517510853,29,33,276
iOS,A,23.869101739684844,59.58180520248992,2.454629572866445,30,32,219
Android,A,24.97542574807708,54.94469448206787,7.794411800612695,31,20,263
Android,A,29.785202270069696,42.54343965666003,0.1799572466829822,32,54,296
Android,A,18.9707564014487,38.68895448439906,3.2416157834469286,33,24,252
iOS,A,1.3006733760550304,35.848903951221025,5.5627824403125095,34,38,298
Android,A,21.29102003551128,57.271274707724494,3.8799336325433904,35,26,249
PC,A,22.001956610784532,48.24840025299388,5.43988266160005,36,56,230
iOS,A,44.44228715654169,78.52632192890769,3.219253045125599,37,35,284
iOS,A,25.42034042873308,53.57190438153528,7.950021228990235,38,21,256
iOS,A,45.24705041513805,79.9497842805435,0.8359406057435177,39,42,292
Android,A,14.919711982462308,35.10104750039951,5.985027974778234,40,31,281
Android,A,16.654533676256982,52.9519925748701,2.0989787164332516,41,26,221
Android,A,14.017359754940685,32.95033109586222,5.762340930871946,42,43,226
iOS,A,26.727473604773753,50.005497194084654,3.525679997337162,43,19,273
iOS,A,34.00463288731836,65.38976228122358,9.451221427886324,44,37,293
Android,A,17.549976971549416,47.65103143566519,3.0422829399738496,45,45,244
Android,A,23.007175411670335,49.52631284137832,8.973292967244605,46,24,206
PC,A,43.29706494150171,59.747387502362685,1.513247482106331,47,25,282
iOS,A,34.99500419296165,82.32269664889208,2.939246091622456,48,52,233
Android,A,23.72667555364818,40.84611716265888,4.027673251391362,49,31,296
Android,A,8.851681457071837,38.67011989984163,0.633713852402195,50,34,214
Android,A,26.720820346459224,44.80372244722183,1.7561283601066024,51,53,206
Android,A,21.641073833988695,52.205401569861856,9.853940594302788,52,57,221
Android,A,23.414580998206482,42.80827941438356,8.360368451935097,53,21,259
PC,A,22.733142539481996,58.381541096646,4.393319899660099,54,19,251
iOS,A,34.140341088412654,65.37215417505824,12.071439222679814,55,23,260
iOS,A,13.512691580218508,36.1118861178514,3.9349293284228586,56,59,238
Android,A,35.39624012387153,77.9429620774093,4.20490535765318,57,21,260
Android,A,18.706301320096735,32.99274257624317,4.634812038098923,58,46,295
iOS,A,27.42665692455339,59.15716861307695,7.795753054201969,59,35,296
iOS,A,29.797134581933197,55.79045468170328,11.036750258052217,60,43,268
iOS,A,39.67593238432546,81.26027795508443,4.307563249223903,61,51,229
PC,A,22.51357834186708,44.35221987126141,5.961466165724777,62,27,248
iOS,A,28.952954933710057,53.4550451538861,0.5561864348347586,63,53,287
iOS,A,28.358977421444976,60.21813938880136,1.3687105998448326,64,31,290
iOS,A,27.78318913079554,65.52687612160882,0.051351774003660644,65,48,249
iOS,A,22.1047350591528,49.532592777603504,9.90117578243101,66,32,260
iOS,A,45.52518823161183,79.0989846648893,12.691806973542478,67,25,233
Android,A,18.041963540960754,34.92219624115601,5.494819101591716,68,31,218
iOS,A,15.212084947930695,38.87315442996613,3.9629320883315904,69,40,267
PC,A,28.411236955170054,52.80686782646292,3.1691205572119716,70,57,255
iOS,A,21.845239318124086,39.00732278685679,1.1800829540317053,71,38,201
Android,A,17.22809464312005,29.25619852826199,1.6657001351346554,72,33,236
PC,A,31.22953021876944,72.23743244125174,5.4318391487922115,73,35,257
Android,A,28.798981199259295,64.42187234137754,9.744582503631875,74,41,248
Android,A,5.556761734957994,17.881815633786104,1.9300265227530735,75,43,286
iOS,A,30.641061337564253,64.88860179579042,1.0055608378504897,76,42,240
iOS,A,36.63640070528482,67.8836095591323,0.24477484098097937,77,58,267
Android,A,18.63007749091633,34.29830693452253,0.7019641005875925,78,46,287
PC,A,36.57181911275595,69.39146865394028,5.697021724802901,79,32,205
Android,A,20.76374055933686,27.98728969495849,5.223508102146849,80,18,212
Android,A,24.73873947491473,42.58856962491316,5.4292119900142675,81,42,268
Android,A,23.071981364224953,47.56197897841078,7.627285318844911,82,24,281
Android,A,22.72413965064896,57.28713106182292,5.343452503857319,83,26,245
iOS,A,24.37093104074148,55.88733216619166,4.042510504953373,84,41,255
Android,A,25.352654799135454,53.32236027505318,1.1560327455891604,85,18,278
PC,A,22.731678830844867,37.1720593883286,6.5120468641807525,86,25,283
iOS,A,36.42826838970377,73.12985612046847,11.454476048422489,87,41,234
Android,A,26.716415132456394,59.99478981379722,2.0172419858541932,88,28,242
iOS,A,17.29877587998343,41.92648061723912,4.2954565204668045,89,34,234
Android,A,20.387748750367983,41.471279589948224,4.042411384879852,90,25,234
iOS,A,40.004974670792535,71.11007371941407,8.890061278584412,91,52,212
Android,A,37.76863786471312,59.62708267167507,11.283672830174478,92,52,232
Android,A,17.18290774627337,36.42350147284341,4.223461192589646,93,50,283
iOS,A,21.842609392292886,44.13265059221175,4.768243975724084,94,22,274
Android,A,26.642490175353363,65.42439741228056,0.6584695126537992,95,59,250
Android,A,19.901424568426954,20.410923445859247,0.2567999354352226,96,56,259
PC,A,11.49334804440713,36.9967244703751,1.3862435238252135,97,58,298
iOS,A,36.264218549593096,60.81181398138068,0.3949213055900956,98,45,286
iOS,A,14.000204950652913,31.653769431430533,4.705984232511886,99,24,295
iOS,A,34.05401649006887,74.10169791854092,10.720000736377406,100,26,230
PC,A,11.082157384599103,33.264350488057474,0.9051644536438967,101,25,293
PC,A,26.659904070173802,29.21932164627627,4.885931664800485,102,29,286
Android,A,16.135007675206023,30.0550991176281,0.9304219238649065,103,51,275
PC,A,25.417351757147177,50.62189914325372,3.0492160378781072,104,50,298
Android,A,26.350746273678922,43.834168951812416,2.182739092587527,105,40,224
Android,A,15.960871836320418,38.43007092894047,2.861557641102051,106,41,266
iOS,A,25.83781035963245,51.65716116695484,2.6310414395922836,107,54,243
Android,A,19.24679509776256,37.93022732740391,3.709203958351047,108,52,286
iOS,A,24.34088164935674,53.80322062219481,4.383971224749422,109,57,288
PC,A,35.86679849428347,59.7372161967078,11.78698299275211,110,39,223
Android,A,26.598781882833443,55.384107880625926,0.6194862017742616,111,44,240
Android,A,9.130803764622012,33.79292806293232,0.9609450048292955,112,52,270
iOS,A,30.260496361402094,63.53596635801293,0.6712688436417855,113,18,201
iOS,A,27.459252270373185,52.4267178236074,6.562159946346055,114,52,286
iOS,A,26.780253761875564,62.495439862627215,0.6813162537128752,115,54,201
iOS,A,28.244923636725435,64.63579520515526,10.812789513299393,116,31,208
iOS,A,19.35691455989357,44.17641950104755,4.523123141559339,117,20,201
PC,A,36.98104868141297,61.749740762156335,6.508516839517903,118,18,252
Android,A,17.247056854182027,39.36569393482112,4.421511501214955,119,22,212
iOS,A,36.546939808284435,58.80270943105856,2.008861747753257,120,43,267
iOS,A,9.765139118349767,25.67978261818289,1.0153288019405449,121,31,213
Android,A,31.706584035499997,60.16302670843457,3.836203022224038,122,56,287
Android,A,22.96457773132132,50.39158220484015,5.9814446852329635,123,44,257
Android,A,16.183288416478042,24.825745130051363,1.043266070557001,124,26,244
PC,A,21.913427486033925,55.009596517720645,1.2798722743620552,125,32,228
Android,A,24.72076845646742,42.01294211716253,8.151492919195906,126,32,292
PC,A,41.45230236671882,81.76591073034079,0.35947262148290204,127,43,236
PC,A,23.28147080922257,52.96285978621963,8.502630025914804,128,59,232
iOS,A,41.441297066581036,84.54480898026358,13.324856238110737,129,30,224
PC,A,38.136952696176714,60.93535598203168,3.622169566007003,130,49,204
iOS,A,19.21603800640598,37.05363096400413,1.0050917156863373,131,56,203
PC,A,23.778596256759826,54.58447267264604,1.589812577289322,132,49,279
iOS,A,20.800365689663124,53.64766420760738,7.483115441861892,133,21,211
PC,A,34.00825795372652,62.96247317314307,8.094538549356551,134,47,207
PC,A,14.272240380947613,26.58602829178837,4.162019728184466,135,54,276
PC,A,26.58587633825538,46.22154572562853,8.666365775392212,136,40,284
Android,A,13.352974361695988,41.3281961202904,5.719221954015427,137,56,227
iOS,A,20.91616496364253,53.55493445620006,1.6693237649821244,138,32,276
iOS,A,32.24024951381335,53.011707035107705,2.5810617359655903,139,46,281
Android,A,29.115543785919677,54.91767110404595,9.25026366359582,140,53,215
iOS,A,32.725643158610175,60.11727780484473,2.5165823014334032,141,30,290
Android,A,18.881140780047296,47.38915188117412,0.6873542185861138,142,49,215
iOS,A,25.946111871351153,61.70209572599149,8.678770643339082,143,24,211
PC,A,27.081857305082035,44.25112802824319,3.562449058307281,144,39,277
Android,A,27.121999644219862,43.86022274078824,8.07063232702197,145,45,216
PC,A,22.134946464043104,55.153087798376745,7.172715005473685,146,19,248
iOS,A,20.075212391481234,52.94412974149092,0.9574308182589346,147,59,284
PC,A,17.08621516944752,35.25836004601948,6.683973624042731,148,23,297
PC,A,37.73992205896647,83.47332865169301,4.3165270886249365,149,45,282
Android,A,13.613671360144064,35.429111510748385,2.389427785084294,150,45,272
Android,A,7.325612213834203,27.165006891942333,2.1854813820137986,151,37,223
Android,A,31.160603189422694,67.00554486164906,0.686462378145124,152,47,214
iOS,A,23.187926795227156,57.92280101678297,5.751912800725461,153,28,289
Android,A,22.47395118611878,55.90191140232992,1.3787478724720001,154,45,223
iOS,A,21.763159485317303,40.54240050497156,3.251259915041689,155,42,232
iOS,A,14.236836241526083,29.02565482592593,2.0359162500663803,156,56,237
iOS,A,25.779563036940136,46.71033925855895,7.219924497892996,157,50,259
iOS,A,16.41225922519383,49.31485280388072,7.9216471115171405,158,18,284
iOS,A,25.14256047606351,50.186314853829394,1.539845443642454,159,44,209
iOS,A,36.08039759630988,51.40441977096138,3.768470220717213,160,30,281
PC,A,32.444732177311025,68.61218919747805,5.123315544438505,161,58,258
Android,A,20.89104735987468,33.53460465402638,1.0154978755774478,162,20,235
PC,A,14.769968084626363,21.379867681508493,3.4141660575662254,163,56,298
Android,A,26.475216774621178,44.2984474692296,6.265823390303563,164,23,254
iOS,A,13.337864596006764,25.0091123214403,0.952255895491797,165,25,288
Android,A,7.302970446370592,8.945081065299043,0.6560714401585437,166,44,285
Android,A,39.914283930075335,72.83843166002062,1.5413344144595988,167,26,298
iOS,A,29.512298326760728,52.67013637037788,6.617545427532332,168,54,298
Android,A,14.711868594009026,40.597918923152015,0.9854895104743571,169,50,241
iOS,A,13.529910335077846,44.13366549559556,8.702577759754046,170,59,232
Android,A,30.308159386346254,76.15215420684058,11.890124347629264,171,41,220
Android,A,32.12433543370705,66.95027079124074,5.2253153135659,172,32,299
iOS,A,34.70310600550515,63.466944666783846,7.3439370152341334,173,49,209
iOS,A,21.959435765805566,54.96298430672697,10.018013188553308,174,49,235
Android,A,21.646985590784535,34.05426659572503,3.773888923019772,175,41,299
Android,A,21.548268117042163,48.11928797916319,1.6793485837822593,176,58,207
iOS,A,15.444313008523354,35.816178128987495,2.7127413683080186,177,29,248
PC,A,36.04104640750134,80.44316277379869,13.565047923896069,178,56,249
iOS,A,7.728380310501887,34.30462421116651,4.4198970850932096,179,19,242
Android,A,16.347953354009515,30.40276542367256,3.956764162472856,180,20,207
PC,A,21.31640858806623,25.50614004774677,4.4218540420733055,181,54,233
iOS,A,30.702647656454218,62.03194054823407,11.090976710447427,182,34,233
iOS,A,3.240315935310896,24.986948287570318,4.596561885268818,183,19,222
iOS,A,33.46814374659597,59.13285937702748,1.1217408013326768,184,19,256
iOS,A,19.024557459189253,54.2970948194084,5.908892224459218,185,45,208
iOS,A,17.411385777991544,46.91311552587494,6.9479217433850655,186,40,262
Android,A,42.513235531572555,87.40985278628082,13.232572820507254,187,54,225
iOS,A,21.509768030428834,41.791101675455685,5.071067696934948,188,49,278
Android,A,23.682132150176457,57.4509043120212,1.9164166468188542,189,50,250
PC,A,14.346312756170644,31.46578607800109,5.018292912905909,190,18,222
PC,A,22.58760229828918,38.02358058897151,5.476242264587456,191,36,282
Android,A,34.916805173661594,61.311821499243,1.0562282099828173,192,19,262
iOS,A,25.466977279294397,38.41939034044615,3.563858139579751,193,43,213
Android,A,34.288855984167675,49.48352544540042,1.7218030152323522,194,49,218
Android,A,34.21250979143194,60.32612636625272,4.071736581078078,195,23,269
Android,A,24.527742611218823,51.22285036648005,0.18523301610287077,196,49,298
iOS,A,26.182635584597854,43.77213325796598,3.5046584694439393,197,21,255
PC,A,27.736042104407552,50.80492186876328,5.587290803355476,198,28,227
Android,A,11.668486654788442,18.27330353431434,2.2643641566613697,199,34,278
iOS,A,23.78976731643155,45.80734678214625,6.0785464651833445,200,55,282
iOS,A,28.41005761028852,65.9406562421161,11.029119599111441,201,41,213
Android,A,32.99962613095767,76.28021634013464,3.2871114360534115,202,22,256
PC,A,29.731009428717634,60.433200868186695,1.4562204352778272,203,51,291
Android,A,26.897006634368083,52.304912510272445,8.907915455073166,204,23,233
Android,A,22.860082216216313,52.51457366174976,1.6448910408108084,205,39,213
iOS,A,21.3722341833179,38.51104888055005,7.507806627829432,206,28,204
Android,A,42.621073296323196,64.4344875522545,10.857703810897004,207,33,209
Android,A,23.049540347857302,63.54238788849718,6.365379115142169,208,50,209
iOS,A,23.876903710682235,41.931362645726864,8.230467535338288,209,26,273
iOS,A,13.047593612887068,26.75493343468224,0.5210615810743475,210,23,293
Android,A,30.517674691762117,56.52879383017768,3.426388386090638,211,33,232
iOS,A,32.29570416931355,68.89855534323002,8.794548036215234,212,46,299
Android,A,20.910462935312836,43.28152472109734,3.029766186075151,213,20,257
iOS,A,27.644053099209238,53.99310168833748,10.025142720752054,214,37,202
iOS,A,26.586181793041572,56.18870242143575,0.7374889479412587,215,53,263
iOS,A,24.813089751238657,64.8315926761763,7.123848821529647,216,36,219
PC,A,27.684170314545334,57.7074909355352,6.819481953963418,217,43,283
PC,A,10.956295621837613,36.07692752563717,4.709685043091208,218,20,281
PC,A,34.61774478834709,62.70355847089108,3.206236396743665,219,36,200
Android,A,13.43400641226774,45.523463835316704,3.319265315754232,220,37,204
iOS,A,30.3618329653098,50.43712213606071,8.510563583705775,221,49,285
Android,A,33.81554663271629,63.33546326339779,2.46935811651492,222,24,249
Android,A,13.372486603614007,22.411087049889066,3.706201460351317,223,58,234
PC,A,20.655417676223536,62.95393403092547,7.084274475112344,224,50,219
iOS,A,15.282574026127119,33.8511424331698,5.160183600442815,225,57,289
Android,A,26.414944769106828,41.294255251615056,5.893576946383311,226,56,242
iOS,A,31.474664739137513,68.13540926857797,2.8277761331966724,227,35,250
iOS,A,28.622769462570847,68.02616042477884,7.738829292061616,228,57,273
Android,A,15.663175797039624,37.69305254413637,6.5414268784892045,229,18,200
Android,A,16.93678320958417,34.55634264556172,2.9864713483276315,230,28,265
iOS,A,9.30673122274464,27.12716694861739,5.244173838968117,231,45,290
iOS,A,24.75763690057947,37.177101480266,3.3624093334780443,232,42,298
Android,A,36.697778876994086,74.04223305389209,2.114433477382376,233,40,262
Android,A,23.61324566626641,52.7821848120121,4.111042651213311,234,48,261
PC,A,11.038145174174648,35.08972561670509,6.678995261800382,235,47,255
PC,A,26.43293700051629,48.0214079482432,3.0706890671415885,236,59,251
Android,A,17.29514346382721,29.973623980540783,5.204009564410944,237,52,293
iOS,A,20.369217156248638,48.660523374344194,8.576423878927672,238,24,299
Android,A,19.05760288980121,60.47849606274387,4.235750866607294,239,33,300
Android,A,16.48536834710947,28.863114798460103,0.48061506843326623,240,43,208
iOS,A,30.597785669731298,63.06360525207262,9.13864679309176,241,19,269
PC,A,38.5739487947488,73.78718591024091,4.5971231841343085,242,18,228
iOS,A,41.758306472968954,63.94486760954153,10.012789372416846,243,29,200
PC,A,20.734270758313215,41.73685995371703,3.6950046819359117,244,22,249
Android,A,29.496144245838586,64.13067466010489,6.224096715308722,245,54,288
Android,A,11.948270036310813,35.36975974910503,5.502893764652915,246,49,299
Android,A,15.52651156072002,34.177241036390534,2.6136247458340898,247,26,261
PC,A,42.04354512567329,82.48131675519016,7.30994538649317,248,58,215
Android,A,15.762235784318714,30.991397362649824,2.3317336603361736,249,52,272
Android,A,27.596002914105657,37.957352427540286,2.7886546798587926,250,36,268
iOS,A,25.594332456471637,46.19780925828385,4.859515927948188,251,33,245
Android,A,25.00623622221785,51.3604811595078,8.308065726224346,252,20,242
iOS,A,31.38006220527318,69.82573019888109,5.052147308561948,253,37,287
Android,A,32.28932761742802,61.911927597022846,6.49152406006596,254,41,238
Android,A,30.66279903968674,70.39567966320007,9.443261188642456,255,50,251
Android,A,31.68893069262721,61.57955058987535,3.318392002912786,256,41,207
iOS,A,29.643694333518802,54.41324939798917,3.0201835193566757,257,28,280
iOS,A,13.481345927794713,29.1272140833039,5.437544795795661,258,25,282
Android,A,22.954716312651215,52.21229706595385,7.5554804160501945,259,53,211
iOS,A,8.602518236258557,39.05800494586617,4.508752010923612,260,55,246
iOS,A,25.318360521547362,39.19835377889082,5.077911968572312,261,57,268
iOS,A,24.877076203039202,45.72114850362559,0.26792083784098397,262,37,243
PC,A,42.81713002692576,81.35808723800369,10.057534998847466,263,52,210
Android,A,24.723659431181925,65.06084222013685,6.629815282119902,264,42,258
iOS,A,39.638562448782956,65.47873790016534,7.147000048275367,265,52,297
iOS,A,14.56552858914077,33.78322584446234,2.428499263141284,266,42,298
iOS,A,23.553361278335057,49.99467558366498,0.8146522169390469,267,46,237
Android,A,18.00445410976232,46.70177677371289,1.8058571459501582,268,35,282
Android,A,18.261234824640574,54.391926962679634,10.342567400243487,269,35,225
iOS,A,37.04439047081484,62.51531782439401,5.10999660601163,270,19,222
iOS,A,30.379748113848684,47.893522533721125,4.470220047978716,271,52,270
iOS,A,25.0659464612394,51.78717443601207,0.5459382163251169,272,33,205
Android,A,26.595936547158857,59.98571879238121,0.45068745630305257,273,58,249
Android,A,26.171677527722043,56.11379674678667,8.048754790029623,274,53,284
iOS,A,29.31074562488009,62.11764115011568,6.685034250133444,275,50,224
iOS,A,-1.5227819488722751,8.953033324051432,0.9108923257665235,276,21,238
iOS,A,16.15007751151629,35.22270717747098,1.7127008285475587,277,50,289
PC,A,24.600941835972662,47.67086374260207,7.100582129946645,278,31,249
iOS,A,22.491576144488565,34.801579812489614,1.1709797470448806,279,38,213
Android,A,16.915451646896628,33.688461653656134,1.2797218657042564,280,37,280
Android,A,-2.140010453303254,11.483496182387851,1.0581172921715079,281,25,288
iOS,A,31.72545830046988,59.915437968953,3.430516664025683,282,24,245
iOS,A,21.223441188731993,45.00618799416152,2.22747309099493,283,20,262
iOS,A,24.887531416470793,36.07096589310292,4.654869013925859,284,34,210
Android,A,45.0169152578644,75.73925249528872,9.860822675681222,285,50,280
Android,A,28.8065994186979,42.9686557147228,7.085678020629047,286,29,256
Android,A,28.64278809151669,62.90145553676617,5.254895370555392,287,39,294
Android,A,36.6749281968477,53.45130566031983,0.781298707930211,288,39,224
iOS,A,31.394647473694977,59.279869898432885,3.2445815387436934,289,47,217
PC,A,17.737680115075193,19.211556173464057,3.765486001301462,290,55,204
Android,A,21.23705606081788,47.50030825995336,5.664493225238788,291,55,224
iOS,A,20.16297044261939,43.31190826133504,6.148013501313831,292,25,203
PC,A,31.51418999912173,60.2881064715226,0.08871792317126297,293,44,292
Android,A,46.646960556184254,91.77514501622912,9.511681243858408,294,44,275
Android,A,42.70218815144874,72.85625686820578,0.5468395026111947,295,51,230
Android,A,33.51607788934593,69.35344896417641,7.895615692630311,296,38,262
PC,A,19.735679718166093,27.825209533228623,5.124128364642549,297,47,249
Android,A,30.26792898800235,53.21351290467817,10.306596779604133,298,50,208
iOS,A,22.129214296763944,46.392350779599376,5.015501866298777,299,45,269
iOS,A,17.61626201765275,28.68575786048237,2.6287904187949094,300,50,282
PC,A,25.046121655051518,54.82489377843353,10.362092362195519,301,22,239
iOS,A,44.305959991353205,65.10986198264919,8.771728638292066,302,36,263
iOS,A,14.151715787906522,54.94675478655751,0.7132009597242469,303,21,268
Android,A,35.268654815034935,63.807877585119485,5.943392129613349,304,52,257
Android,A,26.295551890597828,70.23706287396612,3.374820893406893,305,34,202
Android,A,21.037755286192688,44.33207760456606,4.1654803274846905,306,45,204
PC,A,39.23760871235255,79.33129831941756,7.226535033412168,307,47,243
iOS,A,26.100886209895872,37.125436830654905,4.322476020638552,308,46,207
iOS,A,19.87266210253677,46.66684632584244,3.3298707293447927,309,23,243
iOS,A,31.156038100240984,49.23195704386419,1.617471142238103,310,52,300
PC,A,15.812456625455916,43.4130796531598,4.373602387339678,311,58,292
Android,A,20.475539355771453,27.484381473994247,4.563522554833851,312,54,205
iOS,A,30.565949731090054,65.87535388121483,8.748408101081449,313,41,251
PC,A,39.279426316682475,77.82450744095377,5.266662499895322,314,46,215
PC,A,27.084984209586647,57.533755050277335,10.764830487060625,315,48,227
PC,A,32.27117394456358,51.71871314797112,9.435640341768778,316,52,283
PC,A,27.675042989062987,44.472687545788496,1.8620571908039931,317,50,285
iOS,A,30.66258161514418,56.89014602444311,0.4484944346856732,318,38,266
Android,A,23.632003200492218,58.78269024685218,8.715224036055389,319,49,258
Android,A,20.06061298719984,47.27144465470211,7.824466533006009,320,40,286
PC,A,15.332851378648654,40.95146801235856,7.927094962570446,321,50,268
Android,A,-5.385666361129038,11.710096145663556,2.0840139457369373,322,20,219
Android,A,31.067138201982193,49.52109538546392,5.947827907727468,323,35,294
Android,A,33.91479869229767,71.10783264802231,7.538174606281346,324,42,274
iOS,A,23.764811247697953,50.91456213831888,0.2835029869010142,325,59,229
Android,A,20.912565730448605,26.86410912664161,1.3252411409655573,326,48,209
PC,A,16.461735168680725,37.68335636122513,3.4639652956855764,327,20,204
PC,A,8.803865389558428,26.012440135976167,3.269784015230271,328,57,294
iOS,A,8.359999220399406,18.967454645948656,2.113929774967739,329,41,218
iOS,A,30.659757323699967,72.6462051661689,10.789937294039397,330,49,262
iOS,A,28.031902893431397,52.62024809398323,2.94428106235367,331,39,283
Android,A,26.607395879168664,56.95141254097903,6.434969804903575,332,40,202
PC,A,5.9153276281822365,16.9033693623026,0.2979801792913069,333,19,260
iOS,A,26.111678434794698,58.162388589792414,4.811954985769285,334,44,279
Android,A,29.706110534870312,60.47443600816074,9.073110657668316,335,59,205
PC,A,34.81448287428092,68.79415449336334,9.540385087325529,336,19,231
Android,A,14.537519544478544,34.274789973032306,6.790814350977256,337,43,289
Android,A,13.596268117941872,30.78019559683521,1.7107086425055813,338,34,283
Android,A,34.16787174209486,69.15097175238321,6.890054830903885,339,57,216
Android,A,28.926402176826592,59.67698570904857,3.9330763586975337,340,50,201
iOS,A,22.923101675895122,45.53544368304011,4.01261165736273,341,26,222
Android,A,27.28471245194704,61.33613293637422,10.51240141710239,342,56,280
Android,A,43.20887762927447,76.37182616728403,10.450859310474653,343,46,206
PC,A,27.786984991215608,54.60568820833604,9.637261711383731,344,59,239
Android,A,26.455218218152183,57.94890396455314,2.358649134488852,345,43,212
Android,A,33.77282312013922,64.1018040664931,11.19680465103305,346,52,258
iOS,A,30.22481614667367,61.19331828153449,0.7314103730052416,347,42,278
Android,A,15.27137153838599,47.88100662160866,8.509405606113598,348,41,221
iOS,A,27.346229507945655,51.282932113675045,3.3751736584949965,349,30,275
iOS,A,5.773903584703404,21.74286919324868,1.368007552627143,350,24,208
Android,A,19.81607260862705,30.287867384941023,3.102014180078467,351,53,213
PC,A,43.30055250490946,89.01860139875339,16.747784972130574,352,37,214
iOS,A,24.306211774417715,40.81172057492479,0.39000794081321927,353,18,263
Android,A,8.986687686722231,24.275560905420534,1.7101208976211077,354,25,276
PC,A,35.4749897782108,70.2506868850152,12.03495411429356,355,33,278
iOS,A,44.543641576669486,76.9848481482702,6.098038760762384,356,31,228
Android,A,13.808514789141151,30.30719504243053,1.2071773879039347,357,29,208
Android,A,22.2978423669845,50.50385572132705,4.290748809044173,358,40,225
Android,A,26.623643557890226,46.69688097796256,3.600819854582443,359,32,254
iOS,A,25.864770130729504,45.3729242939494,8.307022001320695,360,45,243
iOS,A,15.94075560811022,37.36900255036863,5.694545526071465,361,51,294
Android,A,8.838981723501318,37.53257365118026,3.7916573596637533,362,19,286
Android,A,18.245325250042235,42.59088027506803,8.419114494927916,363,49,251
iOS,A,32.53275498577535,58.29191475468648,5.4243836380814185,364,40,241
Android,A,19.695995443471443,47.14233278118012,0.5490934401966966,365,39,215
iOS,A,26.6823795570011,53.47413748416415,2.8049786286600833,366,42,287
Android,A,22.878164498849326,52.33117837736209,4.56401641709176,367,39,273
iOS,A,13.871394032747153,47.0644596907548,1.4769074458997442,368,39,269
PC,A,16.731698142482717,40.21820805536471,7.621874279301663,369,59,217
iOS,A,21.932937960583683,37.13455571427024,5.695318624088165,370,23,241
iOS,A,10.347523751405232,44.397572303468586,2.3822600758174413,371,32,227
iOS,A,26.141026022480975,49.7603785402062,5.8797314462242865,372,54,297
iOS,A,8.321174419245498,28.503041152485128,4.112699002903968,373,50,205
PC,A,22.147310927782662,38.2102011608234,7.193291444394628,374,25,275
PC,A,35.93036549246738,64.71754162619823,11.41145448187749,375,22,222
iOS,A,18.013463473591788,37.746406296296335,3.889331017701279,376,56,242
Android,A,25.06880873292462,51.83429905366146,8.030715111410716,377,21,208
Android,A,10.267497591639232,28.59862215464148,3.2153130821858107,378,23,215
PC,A,27.72564880872147,68.9071316184926,7.617047939484179,379,49,235
Android,A,43.62901736867525,70.27710567401317,1.612746546275266,380,47,218
iOS,A,22.60351446566028,53.85774320303184,1.3586979187331538,381,52,296
Android,A,33.78462367466625,51.89128603736778,5.4956360567063465,382,57,253
Android,A,24.19783089353897,56.99066218507971,3.0645194968914358,383,33,221
iOS,A,26.607358133575932,47.96281236377458,0.20179780108529696,384,30,289
Android,A,13.98096170040805,39.33999499735245,5.687298133064916,385,59,247
iOS,A,34.094316470541514,62.95468277206288,0.4090366777946566,386,47,270
Android,A,17.92150828745603,39.09889014644328,4.654932763409841,387,36,221
