Date,Demand_MW
2022-01-14 05:00:00,23678.970602523183
2022-01-14 06:00:00,23750.69314923739
2022-01-14 07:00:00,24396.594673864663
2022-01-14 08:00:00,25757.783186080414
2022-01-14 09:00:00,25952.269532075603
2022-01-14 10:00:00,25705.29979163676
2022-01-14 11:00:00,25831.25521659534
2022-01-14 12:00:00,26707.391763016538
2022-01-14 13:00:00,25947.55414508807
2022-01-14 14:00:00,26415.588384894396
2022-01-14 15:00:00,25986.978538933952
2022-01-14 16:00:00,25278.38627929939
2022-01-14 17:00:00,25505.445546903862
2022-01-14 18:00:00,25772.33715990374
2022-01-14 19:00:00,23207.069181211886
2022-01-14 20:00:00,23405.535910821858
2022-01-14 21:00:00,23227.487773610308
2022-01-14 22:00:00,22851.511862877862
2022-01-14 23:00:00,23695.368531460615
2022-01-15 00:00:00,22949.368092961988
2022-01-15 01:00:00,23376.218728203577
2022-01-15 02:00:00,23618.54775316044
2022-01-15 03:00:00,24434.044727098466
2022-01-15 04:00:00,23630.302616263834
2022-01-15 05:00:00,24620.64010622574
2022-01-15 06:00:00,24773.71844118889
2022-01-15 07:00:00,24810.987783559434
2022-01-15 08:00:00,25477.2432496315
2022-01-15 09:00:00,26522.207205176815
2022-01-15 10:00:00,27006.25954483209
2022-01-15 11:00:00,28303.713142294626
2022-01-15 12:00:00,27780.688272193303
2022-01-15 13:00:00,27576.775076391095
2022-01-15 14:00:00,26935.47186476505
2022-01-15 15:00:00,26638.528517865117
2022-01-15 16:00:00,27149.072665009986
2022-01-15 17:00:00,27290.89843174556
2022-01-15 18:00:00,25482.257860142647
2022-01-15 19:00:00,25486.808350493327
2022-01-15 20:00:00,25089.315215550752
2022-01-15 21:00:00,24344.54507331997
2022-01-15 22:00:00,25178.382904282298
2022-01-15 23:00:00,25265.896152407837
2022-01-16 00:00:00,24884.79084684481
2022-01-16 01:00:00,25127.172982499065
2022-01-16 02:00:00,24910.16492255143
2022-01-16 03:00:00,24119.601860872684
2022-01-16 04:00:00,25126.441962173223
2022-01-16 05:00:00,25732.626282021654
2022-01-16 06:00:00,26413.42137610602
2022-01-16 07:00:00,27554.949470222047
2022-01-16 08:00:00,27183.155062720332
2022-01-16 09:00:00,29170.67483309041
2022-01-16 10:00:00,28179.64278383268
2022-01-16 11:00:00,28644.38173020112
2022-01-16 12:00:00,29430.33160463691
2022-01-16 13:00:00,28900.663548942033
2022-01-16 14:00:00,27913.923659169373
2022-01-16 15:00:00,27852.784055350035
2022-01-16 16:00:00,27548.57661362247
2022-01-16 17:00:00,25956.332658078492
2022-01-16 18:00:00,26504.083670980566
2022-01-16 19:00:00,25792.5823539377
2022-01-16 20:00:00,25451.338084600204
2022-01-16 21:00:00,25293.789883407448
2022-01-16 22:00:00,25639.473883748928
2022-01-16 23:00:00,25415.03191274143
2022-01-17 00:00:00,24779.96147061177
2022-01-17 01:00:00,24157.002174323723
2022-01-17 02:00:00,24476.407409023086
2022-01-17 03:00:00,25471.61725265426
2022-01-17 04:00:00,25134.38757414093
2022-01-17 05:00:00,25705.161683952647
2022-01-17 06:00:00,25624.413167555307
2022-01-17 07:00:00,27434.778198466458
2022-01-17 08:00:00,27451.307158452066
2022-01-17 09:00:00,28241.970054963494
2022-01-17 10:00:00,28425.561210819356
2022-01-17 11:00:00,28437.979035472352
2022-01-17 12:00:00,28492.34810331641
2022-01-17 13:00:00,28633.427802388946
2022-01-17 14:00:00,27093.942529872493
2022-01-17 15:00:00,27093.028906303065
2022-01-17 16:00:00,27216.407426072703
2022-01-17 17:00:00,28018.739443340986
2022-01-17 18:00:00,25814.1255153365
2022-01-17 19:00:00,25541.413958785946
2022-01-17 20:00:00,24461.413651151113
2022-01-17 21:00:00,24631.923196419593
2022-01-17 22:00:00,24049.83196358563
2022-01-17 23:00:00,23772.059719844394
2022-01-18 00:00:00,24283.024869349963
2022-01-18 01:00:00,24339.677569610518
2022-01-18 02:00:00,23941.55582879152
2022-01-18 03:00:00,23167.593827099594
2022-01-18 04:00:00,25245.628025658305
2022-01-18 05:00:00,25470.99335937359
2022-01-18 06:00:00,25191.77042766873
2022-01-18 07:00:00,26054.933541282997
2022-01-18 08:00:00,26955.16415111389
2022-01-18 09:00:00,25998.15807800435
2022-01-18 10:00:00,26448.44880601065
2022-01-18 11:00:00,25695.69806548837
2022-01-18 12:00:00,27123.975376699647
2022-01-18 13:00:00,26346.392499541143
2022-01-18 14:00:00,25781.299358742126
2022-01-18 15:00:00,25662.410070914393
2022-01-18 16:00:00,26197.371130847303
2022-01-18 17:00:00,26100.54804068999
2022-01-18 18:00:00,24714.986320029726
2022-01-18 19:00:00,24628.434454369537
2022-01-18 20:00:00,23936.61842534831
2022-01-18 21:00:00,22741.950156594394
2022-01-18 22:00:00,23540.176803006412
2022-01-18 23:00:00,22754.517988560157
2022-01-19 00:00:00,23218.926757565347
2022-01-19 01:00:00,22370.580169694873
2022-01-19 02:00:00,23020.366974859233
2022-01-19 03:00:00,22093.097499280786
2022-01-19 04:00:00,23303.132175059127
2022-01-19 05:00:00,23562.299566547008
2022-01-19 06:00:00,24679.48252078792
2022-01-19 07:00:00,25403.20691916651
2022-01-19 08:00:00,25862.09139726654
2022-01-19 09:00:00,25629.037872193923
2022-01-19 10:00:00,25962.267365957556
2022-01-19 11:00:00,25642.49357960551
2022-01-19 12:00:00,25904.33315763453
2022-01-19 13:00:00,25700.13390097986
2022-01-19 14:00:00,25313.648093686195
2022-01-19 15:00:00,25463.44423956973
2022-01-19 16:00:00,24670.73104349117
2022-01-19 17:00:00,25049.32472680572
2022-01-19 18:00:00,23547.493448955833
2022-01-19 19:00:00,23179.43478456957
2022-01-19 20:00:00,22769.958338597247
2022-01-19 21:00:00,23135.42003196842
2022-01-19 22:00:00,21826.971587225584
2022-01-19 23:00:00,21573.948266918316
2022-01-20 00:00:00,20741.650028639822
2022-01-20 01:00:00,21628.10235495927
2022-01-20 02:00:00,22172.37608590906
2022-01-20 03:00:00,22092.55127516131
2022-01-20 04:00:00,22707.476183710965
2022-01-20 05:00:00,23154.782318914666
2022-01-20 06:00:00,23012.670484968956
2022-01-20 07:00:00,23988.278014066742
2022-01-20 08:00:00,25218.003929287148
2022-01-20 09:00:00,24880.9205155274
2022-01-20 10:00:00,25287.227662163576
2022-01-20 11:00:00,24770.83301958598
2022-01-20 12:00:00,24459.246344522617
2022-01-20 13:00:00,26154.793979085243
2022-01-20 14:00:00,24880.20016145192
2022-01-20 15:00:00,24821.26858084566
2022-01-20 16:00:00,25162.970125199838
2022-01-20 17:00:00,24697.188035346862
2022-01-20 18:00:00,24646.390964950955
2022-01-20 19:00:00,23527.780276109883
2022-01-20 20:00:00,23015.576667589292
2022-01-20 21:00:00,22768.763020007078
2022-01-20 22:00:00,22439.63622836161
2022-01-20 23:00:00,21258.443066106127
2022-01-21 00:00:00,20690.452273002655
2022-01-21 01:00:00,21960.855337461366
2022-01-21 02:00:00,22557.395736412895
2022-01-21 03:00:00,22292.8952242394
2022-01-21 04:00:00,23031.731270477172
2022-01-21 05:00:00,23513.292542426436
2022-01-21 06:00:00,23289.470946988284
2022-01-21 07:00:00,25107.005836175827
2022-01-21 08:00:00,25763.882635129397
2022-01-21 09:00:00,25601.107989022174
2022-01-21 10:00:00,26777.960016461897
2022-01-21 11:00:00,25757.26517642262
2022-01-21 12:00:00,26998.256234968543
2022-01-21 13:00:00,26824.270463073346
2022-01-21 14:00:00,27123.024523594027
2022-01-21 15:00:00,25621.32101927213
2022-01-21 16:00:00,25396.415034351336
2022-01-21 17:00:00,25197.982720439428
2022-01-21 18:00:00,25148.356416658848
2022-01-21 19:00:00,24685.52867381963
2022-01-21 20:00:00,24115.25738321671
2022-01-21 21:00:00,23240.402429451242
2022-01-21 22:00:00,23022.565748941193
2022-01-21 23:00:00,22369.05793085982
2022-01-22 00:00:00,23095.653773457943
2022-01-22 01:00:00,23672.84624304203
2022-01-22 02:00:00,22623.28517985591
2022-01-22 03:00:00,24156.870572717187
2022-01-22 04:00:00,24840.402682388387
2022-01-22 05:00:00,25365.53609125992
2022-01-22 06:00:00,25279.63032419414
2022-01-22 07:00:00,25199.380966205037
2022-01-22 08:00:00,26501.714335672685
2022-01-22 09:00:00,26555.102211553007
2022-01-22 10:00:00,27305.818311675263
2022-01-22 11:00:00,28244.19905750173
2022-01-22 12:00:00,27927.84609278591
2022-01-22 13:00:00,27418.34076841379
2022-01-22 14:00:00,27812.738890844368
2022-01-22 15:00:00,27221.12102521874
2022-01-22 16:00:00,26803.27737239684
2022-01-22 17:00:00,26612.147639192062
2022-01-22 18:00:00,26269.642956320782
2022-01-22 19:00:00,25244.04112706505
2022-01-22 20:00:00,25279.989684599044
2022-01-22 21:00:00,24095.05675870877
2022-01-22 22:00:00,23713.472104224504
2022-01-22 23:00:00,24889.2455557921
2022-01-23 00:00:00,23935.015377291893
2022-01-23 01:00:00,24010.76472211178
2022-01-23 02:00:00,24031.77701410678
2022-01-23 03:00:00,25603.362438101198
2022-01-23 04:00:00,25909.680689003606
2022-01-23 05:00:00,25479.21903346988
2022-01-23 06:00:00,25720.496921293958
2022-01-23 07:00:00,27528.396908939027
2022-01-23 08:00:00,27495.48901110443
2022-01-23 09:00:00,27661.27494463454
2022-01-23 10:00:00,27811.46515364575
2022-01-23 11:00:00,27849.801433550583
2022-01-23 12:00:00,28809.896403172446
2022-01-23 13:00:00,28496.373701637538
2022-01-23 14:00:00,27360.618398448878
2022-01-23 15:00:00,27415.14267272617
2022-01-23 16:00:00,27358.42313134597
2022-01-23 17:00:00,26516.214600305917
2022-01-23 18:00:00,26526.44162518245
2022-01-23 19:00:00,25065.175182418734
2022-01-23 20:00:00,25065.180160832406
2022-01-23 21:00:00,25382.59014978369
2022-01-23 22:00:00,24903.593793581826
2022-01-23 23:00:00,24226.11309713451
2022-01-24 00:00:00,24344.7522604388
2022-01-24 01:00:00,24404.791056273883
2022-01-24 02:00:00,24771.285420938748
2022-01-24 03:00:00,25206.43905209796
2022-01-24 04:00:00,25745.2978744427
2022-01-24 05:00:00,25744.631612223013
2022-01-24 06:00:00,27004.243535508565
2022-01-24 07:00:00,27591.867744974883
2022-01-24 08:00:00,27602.021351882155
2022-01-24 09:00:00,27225.374176113026
2022-01-24 10:00:00,27047.762090695778
2022-01-24 11:00:00,28057.859193103828
2022-01-24 12:00:00,28691.786623365537
2022-01-24 13:00:00,28471.042298017328
2022-01-24 14:00:00,27705.07337137739
2022-01-24 15:00:00,27615.693702622386
2022-01-24 16:00:00,28099.387008482856
2022-01-24 17:00:00,25768.688322407976
2022-01-24 18:00:00,26430.409894235156
2022-01-24 19:00:00,25933.617576169487
2022-01-24 20:00:00,24453.603435059937
2022-01-24 21:00:00,24408.070515212843
2022-01-24 22:00:00,24366.36057835266
2022-01-24 23:00:00,23595.27831903407
2022-01-25 00:00:00,24137.891529325127
2022-01-25 01:00:00,23438.817992531425
2022-01-25 02:00:00,24152.943023109143
2022-01-25 03:00:00,24127.38318512754
2022-01-25 04:00:00,24952.79031531106
2022-01-25 05:00:00,25319.923151672898
2022-01-25 06:00:00,25460.73460109652
2022-01-25 07:00:00,26527.749515164673
2022-01-25 08:00:00,26038.667798460407
2022-01-25 09:00:00,26595.098393571057
2022-01-25 10:00:00,27619.415300821493
2022-01-25 11:00:00,26915.437601418147
2022-01-25 12:00:00,27741.004556046042
2022-01-25 13:00:00,27882.533882509255
2022-01-25 14:00:00,26594.922279339626
2022-01-25 15:00:00,25432.7237360244
2022-01-25 16:00:00,25552.085666088817
2022-01-25 17:00:00,24236.059255747827
2022-01-25 18:00:00,24765.648578505825
2022-01-25 19:00:00,23895.81261695295
2022-01-25 20:00:00,23144.970550922408
2022-01-25 21:00:00,23393.26584269204
2022-01-25 22:00:00,22885.446085123065
2022-01-25 23:00:00,21995.53381046305
2022-01-26 00:00:00,22364.95407988971
2022-01-26 01:00:00,22376.550956071856
2022-01-26 02:00:00,23215.949309843436
2022-01-26 03:00:00,22960.873574987505
2022-01-26 04:00:00,22774.71010060945
2022-01-26 05:00:00,23387.342240721897
2022-01-26 06:00:00,24895.632280436213
2022-01-26 07:00:00,24290.17381864062
2022-01-26 08:00:00,24888.124147311482
2022-01-26 09:00:00,25505.13526430141
2022-01-26 10:00:00,24888.17703469043
2022-01-26 11:00:00,25716.454627466544
2022-01-26 12:00:00,25075.186784129797
2022-01-26 13:00:00,25487.99866747442
2022-01-26 14:00:00,26259.649636057093
2022-01-26 15:00:00,25052.408496051237
2022-01-26 16:00:00,24580.72903764029
2022-01-26 17:00:00,24069.29222633546
2022-01-26 18:00:00,23389.41664378355
2022-01-26 19:00:00,23350.914935278455
2022-01-26 20:00:00,22510.102312799634
2022-01-26 21:00:00,22291.50493660605
2022-01-26 22:00:00,21903.250770755018
2022-01-26 23:00:00,21328.065378082592
2022-01-27 00:00:00,21923.014127446022
2022-01-27 01:00:00,21908.301850195396
2022-01-27 02:00:00,22333.789621604898
2022-01-27 03:00:00,22462.100655972255
2022-01-27 04:00:00,21881.038657381498
2022-01-27 05:00:00,22350.83934344403
2022-01-27 06:00:00,24405.78764675179
2022-01-27 07:00:00,23348.573498451766
2022-01-27 08:00:00,24183.71447196117
2022-01-27 09:00:00,24972.722016156986
2022-01-27 10:00:00,25246.442516144263
2022-01-27 11:00:00,26165.35496815465
2022-01-27 12:00:00,25789.7327651477
2022-01-27 13:00:00,25356.256611006487
2022-01-27 14:00:00,25503.735343317312
2022-01-27 15:00:00,25057.268601507054
2022-01-27 16:00:00,25154.6252338725
2022-01-27 17:00:00,25293.109371266793
2022-01-27 18:00:00,23194.73033836031
2022-01-27 19:00:00,22750.718392811137
2022-01-27 20:00:00,21936.957220395467
2022-01-27 21:00:00,22640.483824394112
2022-01-27 22:00:00,21645.263950587712
2022-01-27 23:00:00,22004.152752613754
2022-01-28 00:00:00,21539.101768430726
2022-01-28 01:00:00,21617.01031821763
2022-01-28 02:00:00,21971.27135361749
2022-01-28 03:00:00,22393.93766013716
2022-01-28 04:00:00,23377.831131829073
2022-01-28 05:00:00,23706.281457238085
2022-01-28 06:00:00,24448.89011132576
2022-01-28 07:00:00,24707.98098147281
2022-01-28 08:00:00,25463.70523627463
2022-01-28 09:00:00,25967.742680413205
2022-01-28 10:00:00,25231.634150460846
2022-01-28 11:00:00,26893.861830897018
2022-01-28 12:00:00,25751.156528869644
2022-01-28 13:00:00,27397.552483988526
2022-01-28 14:00:00,26864.822819891917
2022-01-28 15:00:00,25889.169861327737
2022-01-28 16:00:00,24851.84305608955
