date,Price
2023-08-07,50.24287990713812
2023-08-08,50.32475404652444
2023-08-09,52.63941261319795
2023-08-10,50.7721474206062
2023-08-11,51.458407610980714
2023-08-12,49.845691739791064
2023-08-13,49.37375987400163
2023-08-14,50.46271047096899
2023-08-15,50.526990490064456
2023-08-16,49.44924571213515
2023-08-17,48.73394200287518
2023-08-18,49.41353975180986
2023-08-19,48.683173120092725
2023-08-20,48.89963170967469
2023-08-21,48.94520354957851
2023-08-22,48.293603201972694
2023-08-23,50.43754729129802
2023-08-24,51.07146631361603
2023-08-25,49.04632372695842
2023-08-26,49.23277804172785
2023-08-27,48.570991576959464
2023-08-28,49.42342491175569
2023-08-29,48.63090417332299
2023-08-30,48.516167731856086
2023-08-31,49.021155010836544
2023-09-01,49.886910205006664
2023-09-02,48.68661379795089
2023-09-03,48.352112562109944
2023-09-04,47.877167250948986
2023-09-05,47.223838018375275
2023-09-06,48.98929225865637
2023-09-07,49.39427396961732
2023-09-08,48.13339001528228
2023-09-09,49.051251962337055
2023-09-10,51.17340815934969
2023-09-11,52.20587341990084
2023-09-12,50.68650345394683
2023-09-13,50.20226938108057
2023-09-14,51.469180530267195
2023-09-15,50.76151106464842
2023-09-16,51.205330492794644
2023-09-17,51.97996454622398
2023-09-18,51.05303407464589
2023-09-19,50.993508718584096
2023-09-20,47.75224137851502
2023-09-21,46.72785373718074
2023-09-22,46.475285585787574
2023-09-23,45.227502403822726
2023-09-24,46.85991370775436
2023-09-25,45.42977232979373
2023-09-26,44.989727843096745
2023-09-27,45.120468420382835
2023-09-28,46.56174170944895
2023-09-29,45.12587955826951
2023-09-30,46.289043310424475
2023-10-01,46.29927637144406
2023-10-02,45.317767720396105
2023-10-03,45.77987119465938
2023-10-04,45.978930890232846
2023-10-05,45.37871401307405
2023-10-06,45.44851609806407
2023-10-07,45.06320250120231
2023-10-08,45.17671984645356
2023-10-09,45.8388505209746
2023-10-10,47.424867337119956
2023-10-11,46.18705183829311
2023-10-12,48.32008521294937
2023-10-13,46.36799741342687
2023-10-14,46.21621231839129
2023-10-15,46.80452952487587
2023-10-16,47.0855213926109
2023-10-17,46.46282187279031
2023-10-18,46.25469962243303
2023-10-19,45.7616986877742
2023-10-20,45.172333930829986
2023-10-21,46.02193602785101
2023-10-22,46.378951513816055
2023-10-23,45.686041918555404
2023-10-24,46.58564179398866
2023-10-25,46.89294131486526
2023-10-26,47.705803433704226
2023-10-27,48.33543227562784
2023-10-28,47.50643726470577
2023-10-29,46.946256224508794
2023-10-30,47.693549829632055
2023-10-31,48.30392009506552
2023-11-01,48.283018501101374
2023-11-02,48.40034588441016
2023-11-03,49.678010780198576
2023-11-04,49.08643939136275
2023-11-05,49.633536772532786
2023-11-06,49.43134412009889
2023-11-07,49.21366291687167
2023-11-08,50.312439768858866
2023-11-09,51.137856117846894
2023-11-10,51.95136575384753
2023-11-11,53.25684456100186
2023-11-12,53.27784840263462
2023-11-13,53.95980137392958
2023-11-14,53.64953461733613
2023-11-15,53.97370096982457
2023-11-16,53.843557915456884
2023-11-17,53.940553880449606
2023-11-18,54.53571090588652
2023-11-19,53.71749022265304
2023-11-20,55.80987749833851
2023-11-21,54.803860116838806
2023-11-22,53.58967150405107
2023-11-23,54.74778237755114
2023-11-24,55.53944507151407
2023-11-25,56.16356488856623
2023-11-26,56.791910397830506
2023-11-27,56.7796636249836
2023-11-28,55.88240925349776
2023-11-29,55.95821381169149
2023-11-30,55.28105210017938
2023-12-01,56.25617183359713
2023-12-02,56.10911445209499
2023-12-03,55.28361725530248
2023-12-04,54.962231413649484
2023-12-05,55.37516286792511
2023-12-06,54.81143831512114
2023-12-07,53.989217919554704
2023-12-08,54.232905131046614
2023-12-09,54.47787170215534
2023-12-10,53.970928526784206
2023-12-11,53.499890221165884
2023-12-12,53.73194015852352
2023-12-13,52.2838558170262
2023-12-14,50.87639204264964
2023-12-15,50.15794782139721
2023-12-16,49.94450066968536
2023-12-17,50.25540823528336
2023-12-18,51.73076445223292
2023-12-19,52.588424075434936
2023-12-20,52.42848554547151
2023-12-21,52.40946933756882
2023-12-22,51.40693997293101
2023-12-23,51.38842683693862
2023-12-24,51.09976819801848
2023-12-25,51.42248675835657
2023-12-26,50.59525581480425
2023-12-27,51.11460232904542
2023-12-28,52.647341242048
2023-12-29,52.53858109359114
2023-12-30,52.940292815690086
2023-12-31,53.630436807401196
2024-01-01,53.22921633551536
2024-01-02,53.45330881732578
2024-01-03,53.46590121810757
2024-01-04,53.5635773166564
2024-01-05,52.790567532800935
2024-01-06,52.81507770705988
2024-01-07,53.31307599830533
2024-01-08,54.76421960610037
2024-01-09,55.72349043218558
2024-01-10,57.87667288969713
2024-01-11,57.109325326809085
2024-01-12,57.98164596352976
2024-01-13,58.16498796926811
2024-01-14,60.35479090248579
2024-01-15,59.54649261713063
2024-01-16,58.70677077494986
2024-01-17,58.10737812950583
2024-01-18,55.98348240519603
2024-01-19,55.45772738351527
2024-01-20,54.69859472196157
2024-01-21,54.84898850843778
2024-01-22,55.19074448421494
2024-01-23,57.06691532343082
2024-01-24,58.017339161616874
2024-01-25,57.44043550595447
2024-01-26,56.54202083460611
2024-01-27,57.033940006112616
2024-01-28,55.71370679909198
2024-01-29,57.54516556494633
2024-01-30,58.72460568566762
2024-01-31,58.25543003356292
2024-02-01,56.54229550447204
2024-02-02,57.89616787863745
2024-02-03,57.78162803338483
2024-02-04,59.019444345358295
2024-02-05,57.42501668656392
2024-02-06,56.82564166361015
2024-02-07,56.830885363328335
2024-02-08,56.87786595709308
2024-02-09,56.42780048561383
2024-02-10,57.05065041796133
2024-02-11,55.983029988578735
2024-02-12,55.84065050355744
2024-02-13,55.96094613526934
2024-02-14,56.47538496932809
2024-02-15,57.186999847416985
2024-02-16,56.062357755579114
2024-02-17,54.52824358484349
2024-02-18,55.805920406742
2024-02-19,56.13823441872159
2024-02-20,55.38974788216504
2024-02-21,56.94089985768756
2024-02-22,57.05657449198042
2024-02-23,58.23587167604424
2024-02-24,58.30339015745435
2024-02-25,60.36413808233634
2024-02-26,62.11947892477954
2024-02-27,61.870514776300475
2024-02-28,62.842085727254826
2024-02-29,63.48746167683998
2024-03-01,64.85609323437232
2024-03-02,63.89116977379222
2024-03-03,64.57722123379065
2024-03-04,65.63564572064024
2024-03-05,63.87690623421713
2024-03-06,62.69364772155136
2024-03-07,60.65441554379126
2024-03-08,60.3850087093467
2024-03-09,61.10255096514266
2024-03-10,62.60490801723869
2024-03-11,62.67900279765847
2024-03-12,64.30761834322976
2024-03-13,62.92751688501487
2024-03-14,61.224134445659715
2024-03-15,61.1685867467631
2024-03-16,61.5526521957024
2024-03-17,61.519957447608306
2024-03-18,59.45251534756843
2024-03-19,59.363395308055644
2024-03-20,58.05892580755079
2024-03-21,58.72859835638083
2024-03-22,59.09519660247767
2024-03-23,58.15531681615032
2024-03-24,57.641449898813626
2024-03-25,56.582236376924676
2024-03-26,56.5195572796515
2024-03-27,57.47469960015274
2024-03-28,56.488973553817196
2024-03-29,56.99302006933504
2024-03-30,56.4627624509626
2024-03-31,55.66988961870025
2024-04-01,55.562859258745696
2024-04-02,54.527616936326325
2024-04-03,53.97396763097914
2024-04-04,52.7760897383903
2024-04-05,54.74081487130668
2024-04-06,54.77607842327841
2024-04-07,54.076352915285824
2024-04-08,54.29033282602005
2024-04-09,54.17800477632922
2024-04-10,53.957035176796
2024-04-11,54.571201876839424
2024-04-12,55.328709586886724
2024-04-13,54.798208439276195
2024-04-14,54.222390198631516
2024-04-15,53.94733850147988
2024-04-16,51.64541733674429
2024-04-17,50.130226274545734
2024-04-18,51.497100541990264
2024-04-19,53.142068255491544
2024-04-20,52.893032215935165
2024-04-21,53.46958917899093
2024-04-22,53.780839333534466
2024-04-23,56.859720141989705
2024-04-24,57.97929505342428
2024-04-25,57.851377461943514
2024-04-26,56.89583702134309
2024-04-27,55.289390701085516
2024-04-28,55.49285433695274
2024-04-29,54.73650359166844
2024-04-30,53.31424988207076
2024-05-01,52.66767699782824
2024-05-02,51.586128994213844
2024-05-03,53.27327062928641
2024-05-04,54.154910386235855
2024-05-05,54.14693774491924
2024-05-06,55.62688188380927
2024-05-07,55.704250191456886
2024-05-08,54.84296599012862
2024-05-09,56.366090067398275
2024-05-10,56.90500011108294
2024-05-11,55.86775395675648
2024-05-12,55.677415278672875
2024-05-13,54.80179702528812
2024-05-14,53.41899729432378
