Claim_Amount,Driver_Age,Vehicle_Age,Vehicle_Value
13419.143801822695,18,5,66062.91278356989
2971.8746137664916,42,0,7851.89023380488
3448.162579224503,24,4,38794.227800421824
10852.613465538298,26,8,62129.7435499132
2194.889437320326,41,11,8528.071807508226
5147.237900991227,18,13,58242.44114208787
4732.1867944734295,61,1,26972.69051219418
14253.859809790856,25,16,24580.345048695468
8143.894293428102,41,13,68490.24788309065
5444.201605592457,28,12,16457.55902077371
5349.341473111324,68,8,49443.99403511962
2841.1503095566345,34,24,58036.52877666105
6851.344402350871,25,14,5759.294183711202
10192.431223978827,52,24,47915.825709745615
28113.194573637917,52,21,66753.8482818069
2048.2903078685968,50,14,11322.737770779977
8286.216642362646,76,23,63046.82727989757
3301.547972462043,22,10,42850.034704254715
5556.382945454103,59,15,44312.50698478576
5436.572307902488,56,16,44067.2597159956
380.02712988993693,75,3,23022.004384600026
17137.717359479866,58,0,65658.52162506379
3085.8537140652106,45,7,66472.4809962796
11369.902009427366,24,16,44895.4122343345
7850.09541951513,26,2,55489.32263808818
20816.383976640158,25,19,44021.28505403759
15847.162319870651,29,14,35454.69598746072
2756.2125606532823,51,14,47274.9479260498
3838.8438786298875,50,23,40051.09732366121
9435.395423702066,65,21,43030.88279633931
2937.857545763602,72,13,55516.78107906375
23203.88473846091,40,22,35220.55670708198
2614.5139036708865,79,13,5730.525108195676
9371.655695945548,41,23,13987.965226296315
1537.729444551593,54,1,32386.68350479907
12762.749967333724,52,12,51563.37951156191
1492.6824941644777,61,13,42749.66943678197
8337.622382676043,57,23,46569.71045352141
6675.606131730222,39,18,35111.68821461125
11840.85178891445,44,6,44254.71547013027
1608.5887592177994,52,2,25044.168333582365
21128.844549894227,18,14,34502.23371067656
13972.754796346933,52,22,52866.69739486203
9793.134908170554,54,13,61412.796191199115
5729.7765752760615,64,10,32054.907375078055
2954.975476188598,31,14,5925.3310663932
1017.0719919784678,20,12,13832.060457835778
1658.8783305483823,18,17,4397.696332533053
9192.154287041974,22,5,46768.62228890112
1638.8445520764262,43,2,25265.079898792297
3379.843964422569,72,18,39346.068593197626
11877.409692661462,31,14,36049.548734514574
4317.705031657205,56,24,8462.274800012588
13975.197807828043,44,22,30018.51119529673
2271.7761969668145,26,4,17777.595369795657
4159.538059930623,32,9,31032.785840732733
6071.936207406151,32,6,16639.744782930262
14897.68213913098,43,24,59310.31122055455
10525.969425335748,59,16,14670.953550742994
2365.7568072692125,77,6,67372.29694962746
3039.9436130759977,30,21,30865.793531845033
6979.965714895263,68,11,59698.4345652763
10579.08010192305,49,24,45127.242819798324
3239.41548068613,56,16,52268.47001060543
10120.365102693393,66,12,54437.50050047428
6848.338379006895,69,19,36824.60708683219
3410.11778169203,78,24,39401.13506534032
4154.07757239871,49,3,37437.72314318457
11184.460153365011,21,9,42399.911332035306
2141.6768875306925,47,2,4969.427865685989
1524.9129024167246,54,8,29499.516379884022
2317.050157698696,40,12,43614.64380859849
9242.092125558685,56,17,43047.478872142914
7001.393986638317,62,14,56128.05833857731
3900.810434825287,32,3,46885.62570175127
5549.662961232542,60,14,69472.93219482504
2930.6791711789756,46,21,22018.253416779215
2034.4271161594138,53,1,27063.11898763751
4548.823569802649,30,14,28717.75917514235
3861.0875032679746,49,7,34209.458070356646
3877.9026409218254,24,7,59011.87027334103
1320.614001387911,76,16,18798.07029526706
5242.925509706067,68,11,54992.013871373776
6347.510015427451,39,18,30155.78226674481
1758.2399565039389,45,9,43324.31070535457
11967.898654891136,19,8,45380.21572616251
2246.006754278909,59,4,27980.85869165861
5139.249700297647,62,5,37345.218748788946
6150.964184331299,79,19,30673.0887013957
1623.0320121931381,74,1,7631.896674503503
3836.8321609223462,70,23,32290.081050727378
6574.447446013306,23,12,9525.357301087995
4875.092148213137,45,5,30136.39353838154
5311.144575246052,45,4,42725.53278872938
4178.209072881402,61,24,41820.798256014554
5007.071218577942,61,0,47395.625693557464
6513.040585976487,37,20,9382.521032959961
4030.7190607975003,47,21,46692.257450539335
7071.716417476596,79,20,23913.919798661955
6087.510075593398,28,5,29736.078391186442
6041.162430621457,75,5,60485.07901282129
2165.5967104725005,72,22,3605.037076679867
14996.01812897224,45,15,42423.64643382056
2489.85564364563,42,3,43113.836666707204
3941.279251749641,56,10,29576.20501501865
2840.6220893312507,79,23,18880.866426258523
1567.1638932114874,50,22,18723.160563523925
5026.758500997837,18,8,62208.54786727043
7251.083381442755,74,22,32615.633043451453
8480.129363974447,44,2,25169.58732027452
6373.3485901679605,79,18,33068.09744670401
5529.051945026781,74,7,47849.15689777721
5633.198858809065,69,4,12765.690072398364
1990.086414931111,30,3,33112.06695932042
4121.709933606791,58,23,42388.25286439592
11416.949031530095,20,5,66555.08477504607
2503.522136395118,56,1,19919.36139905309
6997.556755097559,23,19,27069.800110388453
3492.2437760921302,25,10,28417.025524802393
4930.858958815571,44,3,43571.05656220715
1355.3427994856213,26,14,26901.04755368011
7002.453990391178,79,5,38745.2989950796
10591.61885461947,54,21,55379.95209961697
11619.97668426947,50,16,50260.83480551764
5951.45080996831,68,23,32906.699316343234
9831.717355996132,59,5,60902.48390416932
5629.087748914632,61,18,40395.39672278881
16228.540603299029,41,24,39173.69124664824
1085.6905165914916,32,1,5290.580317923597
14389.07774670755,76,14,69108.42968392982
4215.5234741823315,71,10,11239.04417148499
665.4099710313391,49,7,18485.77113265232
1813.0386917654575,49,18,6463.688095182306
9313.499620595336,41,12,45880.198778073216
3264.6037471269774,58,11,18054.97885716956
1754.9788842992714,69,4,15060.699310672475
642.8442038465913,66,5,8933.224142957173
4826.8287549948145,79,21,9921.70012730905
3293.7796099774855,66,3,42172.93692965344
5630.774871075249,75,18,49109.9270130619
4686.637807657633,69,19,29624.392227114866
4713.449097119163,29,0,35153.104466668905
2982.9790315238606,79,19,48959.83831085994
2647.02149596947,56,16,4164.445942427135
7231.018165798296,19,11,24649.75402370866
6785.652371504014,20,14,68197.54912071321
6749.7490035858755,66,0,41867.51938959636
6294.965158886952,54,13,20033.046853132048
2649.0753940456143,66,5,37955.91312462628
1993.7131161090072,73,4,25957.783704101326
1476.8438377096297,34,10,38660.41425136204
2380.282478587867,76,3,11424.681291045472
3183.086437834772,66,12,11891.881805891584
2492.0338677994137,19,10,12617.338256639321
18113.711592827905,19,2,65967.92605909839
4864.343288916176,45,0,52104.2275288699
669.0874762552671,71,5,13879.5869423755
2629.577862310455,40,17,15619.388612295297
2553.413135808418,54,23,51965.574816348715
15608.752860618551,49,9,13462.977601075654
767.7932278404019,50,4,18715.60665343352
15211.050861461687,18,22,67544.23779896673
2150.6665122549007,36,9,20105.537156804934
833.85184714733,79,11,47329.367474866835
22046.73008263044,19,1,68568.29625583554
1764.3606190467472,70,12,28077.883398366106
3007.014224277156,61,7,4173.571387758169
1094.1510204421184,43,1,19357.868458299075
14138.198821460583,49,19,58668.77181989427
1233.4597768782962,23,0,60928.79200898746
14020.245884847034,49,4,54490.79742309401
1697.001412756547,72,8,10578.357878130393
4375.508160592367,21,16,56299.19490365901
13420.158350084148,72,8,64551.41239856479
4249.260339118151,28,10,43240.83935059782
2219.5458086822728,73,14,66038.64887465035
8924.943063929966,76,23,58398.205208695785
4077.4182995115207,34,5,47687.09163839079
7033.417478518337,55,22,41671.41085968712
4731.468805668796,41,2,26354.43570521202
3399.067961870381,22,16,13672.258831267944
6085.674287413137,69,4,43531.91282026623
5600.587048264334,51,11,24313.474092414006
446.1058903858229,23,17,61051.39072435224
21907.332733975138,39,13,69553.57480302811
9222.10619892981,28,20,53412.66009524336
4913.122831972094,65,23,9062.2735842324
2431.353579842405,33,10,22341.934900552755
2677.8266459477823,50,8,10310.345328305231
3410.138269184731,26,1,46584.280402044955
3208.429026236591,77,11,54267.78792523757
3053.5803737032834,76,2,65020.21366900769
1985.5635660802634,23,2,32357.547209603174
15729.032774770709,33,0,63392.16852242577
4901.208161943228,46,7,61818.70765576894
4259.05957477464,20,21,24252.113023281705
11880.478938774084,37,7,61216.34191121826
924.6475241768622,77,10,28170.040876075673
1739.7366201248587,76,8,22890.24139553881
3382.4250777944862,53,4,46488.002139224336
1964.3237959653923,36,13,25001.542268300433
971.8300251536571,43,2,45223.98613805266
10128.994446956785,20,20,43858.730968412536
6239.324096706267,36,4,40750.40813234674
3214.91690897706,37,4,28488.120183597446
14145.538741879383,49,18,39749.481350648944
8698.284117974801,24,13,42964.52682402325
3025.751044855373,69,3,39561.02152919672
7651.73229405776,58,24,32776.1033343305
1805.1329711619678,50,12,3982.692822099675
7972.70295739523,57,9,42333.13441597711
3106.97901226034,56,24,14285.773804562215
5476.070280736675,35,17,46052.5899194617
6496.641349595887,57,7,53876.069970832024
4007.7667790411056,18,7,36529.83571175968
971.7934119320053,28,6,39338.36555364247
10609.462155012843,45,7,66749.0634976214
9879.657161105088,74,13,59760.21321196247
9031.573928617718,42,18,64253.846568748486
5747.064453652772,67,5,57522.34131741229
1693.9198523678633,40,0,10297.528903731007
4379.65670175346,48,22,12982.454350003045
2669.8973861990107,47,14,38283.79441702029
7404.760429116555,59,0,19486.667139465884
18813.268329622613,52,24,34938.59682775766
2650.2354321008247,24,16,29422.476695829464
2566.207956433829,77,0,39810.75397484037
9248.759233662215,33,14,53040.67298110012
10487.407038949297,43,22,50937.89077565139
5375.860316157766,65,1,37922.6868765174
3871.336320160135,74,13,58100.35906074289
5887.673523892138,69,20,31867.760133048236
4588.86104460688,77,7,63079.8574192882
646.9132832626713,66,7,7775.778093695982
21526.316172577197,19,18,66962.22201223159
6354.093588062059,18,6,46864.43645590033
3458.622173587917,65,18,28464.992098792754
1743.8360868968325,79,5,16209.326480382782
7059.737535981653,29,5,35105.27637272119
1766.3982582553028,22,2,16035.407653415165
858.1239513244216,54,6,14144.217718790524
4562.93425805526,49,18,44362.56774666927
3671.4635938905944,76,7,38046.67654697957
2860.5988830483625,72,9,47896.43431893309
16238.370937023778,26,19,65283.593787273276
6282.161741750128,58,14,38661.43429371569
4812.253759980823,52,14,41922.44756860745
2807.9024316370196,36,0,9004.964723381123
6435.796804850757,65,19,51081.59765587818
4156.51473281763,33,6,29793.648855878466
11643.772434605444,20,3,68440.59099039278
7077.288048857605,37,5,58152.65904490924
2296.4005605613343,41,24,38006.22971457993
4237.923823500493,71,0,11255.917829535125
5107.430617234743,73,4,60580.858149799475
5087.376627601301,50,22,56585.33339340945
3091.8335033514036,41,0,15367.20367898121
6134.456600671932,69,3,22783.645377760775
7114.964401382075,28,21,56158.2862959051
5867.358676493725,66,1,15410.305918676448
15513.806301656494,25,9,64489.41677448228
785.8175478329026,53,4,31443.337488156245
7611.54890336746,55,9,8831.61049337313
1140.0700388324517,57,0,57655.15911478682
6570.60769586776,37,21,28025.14876357197
2670.5534061255576,79,5,38275.44600830333
1250.0453378817613,52,12,10524.391075551684
3200.972544209546,65,14,3173.12899461382
6945.915290914236,79,3,45745.00878815094
1670.1768140717418,42,12,37516.73641236002
17679.34078981011,52,23,42767.084131250864
14849.304161144179,42,19,56180.83797549459
19338.268302079145,46,23,46322.59619933163
3655.75240233132,35,14,14709.82066943427
9414.932924311182,63,7,27171.75878041019
9226.486043903,35,4,63694.704020779944
11783.388809140703,19,14,54586.29491686249
3702.9820433780637,71,3,40294.682881760054
897.0680614858868,52,11,20128.214853221245
6162.0364342454495,33,12,23238.053622931267
1425.6717905287492,78,1,52041.190528237516
3907.5889029137857,58,18,60028.67547713564
1294.180266168842,53,18,47985.452858551165
1227.3490128558735,50,3,57238.508376485595
14547.666068557224,21,3,54365.9610584272
2502.4485145233048,50,10,13030.165853116168
4971.0097014994935,31,4,31404.302465191235
7419.230767205642,38,19,13249.9146555137
1512.2740669906234,65,10,18760.784181732983
5148.353915025491,37,9,61240.39485162052
5906.556930264135,73,7,34683.76169742321
3767.4455153511567,25,5,38868.99282345828
7135.418144670697,24,5,14955.879670260732
4204.333984779037,20,7,23922.209665269333
10991.213360612119,34,22,18426.493284667285
2517.4408351625975,50,14,16814.47302273457
11341.0235559406,65,13,45743.373152169996
1384.6451288027415,29,10,20211.21779226289
5490.461081602803,76,11,45345.03756336804
1533.3525543091068,68,12,6916.459145273111
2713.6131363053055,39,7,12498.884366315824
5105.116723416346,72,17,21394.1970180084
7609.861538894234,39,24,43002.14343201134
6149.338412499325,63,0,48281.36342085419
8510.462705396752,47,14,32662.036774228316
3303.286677927518,55,7,32867.99127667434
9187.389585507903,55,10,51542.62904370741
1733.2456851380493,62,11,4060.0131482940233
3387.334060923264,68,11,25853.031639772777
6539.053818865661,71,3,57853.3728269886
4985.8621510623125,25,15,43415.700484295936
957.8896916297181,44,3,25594.217894613164
3739.8054905671856,44,4,63670.16108608815
6575.030217253505,51,23,54765.72273910863
5667.668400049066,38,4,20747.99496486114
3995.031271297312,47,7,46234.419114223034
7993.535532846748,50,9,42915.2987886601
516.1801244100136,45,16,29879.59024061184
1312.9627087492247,64,8,27586.057306721646
3677.2294798322196,50,21,26018.551809972163
20368.018526499392,22,18,44349.43748750834
3778.9196052973307,77,13,32641.465744204856
2211.806948438045,78,7,58734.82858784527
946.8273619956699,65,8,47863.375280975444
4848.344159753418,36,21,7685.417582532087
3629.220926950082,21,10,45891.270996487125
2771.3136689867406,52,22,21166.87824551238
1426.4973079436834,66,0,42718.40344077932
3724.8615590535987,34,13,48568.83938393124
863.295660716851,61,4,18465.55567331881
5724.290469247162,45,20,33609.5292069847
3787.138339543044,47,13,15751.765808877542
1073.029327822203,46,3,6506.704677696057
12219.904360144834,63,21,28357.92037355323
6023.379764982175,70,22,27317.26621368146
2929.480653079672,23,24,69697.19287718523
3242.6065089908147,52,0,32905.60753024202
4545.854799811026,77,21,25349.159814637427
8155.648826131088,58,22,41891.8254500172
2996.35047449069,54,18,8947.415405220487
13037.793199688449,41,7,67431.60430897248
12085.888693101027,46,14,45542.32305459922
10025.220691667182,66,20,53574.1339360368
6169.8996539686295,63,14,14422.021857652475
5340.643526518513,70,8,30435.01615134866
4663.8375828506,48,20,31320.1705975447
7838.688668147741,52,8,58061.03174137282
2409.0531849027657,77,9,3082.857543880433
8414.67916134657,50,19,23157.15825966809
9832.700909646368,69,24,68742.83708106836
5161.108803538737,78,20,34817.39841491665
819.4362504752613,38,8,28629.260776348554
1558.3618771736294,49,2,11028.543135182306
934.7637515378542,40,19,68269.03011807703
1776.680174367735,50,24,4341.7658470302395
4957.356256290849,20,10,52391.07507548529
9064.863157399708,35,5,54496.18692083006
1474.358638674981,42,1,19324.999976279065
4366.957779896938,59,6,47994.4157220735
4040.03839117356,48,17,9226.252673419125
1873.32684209263,71,1,20222.16685094935
3971.907099338791,75,16,55789.433215581754
23769.538574512397,20,10,60933.9748662472
8088.312101273234,57,11,43768.58964820602
4519.23062353606,63,18,36958.17493197233
3193.9689081813403,41,21,13673.36938147168
3746.7502845355725,67,23,7228.305216303062
4940.95016854493,49,24,10882.484907728427
2518.3325221924288,64,6,18232.93910643862
3405.20067254679,39,19,25892.191627093696
471.07561395344845,40,5,28520.938209236145
8031.3140689660395,19,20,26203.558495463236
2661.922492833503,44,23,19016.707257216796
7262.531229434467,59,0,37151.52453236377
4693.944391097019,19,16,58294.169251604086
2731.5510068244394,43,10,21740.13707758911
30676.34946830453,34,21,66139.93027984962
6461.213577860619,57,17,61513.55633549781
2079.215488203947,50,20,13838.202160591343
18702.120800270073,26,16,55680.48910272533
8753.14780667982,60,6,41497.354615290365
1012.4854706877759,71,16,40960.549265485046
7641.112241154058,65,19,29199.865124897686
6650.973427666978,56,8,36577.25094519465
4248.541705988371,46,16,29610.97808775714
2385.483588152321,59,19,39162.08545691617
14349.655748811305,72,21,45072.6535357666
1093.3131141308386,43,21,48178.355029406244
2230.5268680301388,52,7,38676.23990148155
9460.658281594033,67,16,51335.278511025026
564.1699947129202,42,6,12465.629301458888
1967.214278952298,41,0,17202.826890449982
7830.240830243776,30,12,57855.2452729761
8246.724707904099,77,22,24609.374515709816
3648.111581639052,75,18,4533.886273400057
8794.346488879488,24,23,13304.007027758083
705.081817859288,74,18,17982.167111252853
7848.691252120362,53,16,67140.63348893734
6082.336884911541,62,12,41393.7757383669
20335.338768721722,37,15,65492.95961190907
2029.077512191327,18,7,41535.94448327387
5550.694583715974,25,18,35116.74748923607
10821.869496540312,63,17,24019.755310004435
2599.1528992662024,33,0,43626.85327703616
5223.024459961283,31,13,12326.267649374498
20419.095978554706,29,18,63183.5290286113
9432.197572834482,68,14,58565.27114446601
8847.320040073153,40,17,24274.607007741382
1604.2236520723563,32,1,66837.43434928672
14880.147239483198,45,21,58288.45141684307
5694.358463857741,51,16,47642.56135094766
4336.835352426597,19,17,11158.04804539341
4342.646456084252,49,5,35041.67954422084
8494.646430293866,40,18,36909.20617473231
2407.1072882321587,39,3,18580.941010480467
1552.03306050346,68,0,8357.68142207323
1543.1725371612647,42,7,55040.48324160341
872.0907522986723,75,22,11176.348492334466
5714.813827013883,79,6,42817.48028763891
9478.09508548953,78,2,65742.09465020525
14963.275675233932,39,9,61699.04790406885
2810.9016270584857,75,9,21609.425791200494
16877.239680663246,75,18,60047.05871593478
6113.089455205501,39,13,3022.2779100727903
2980.9929866828675,66,1,4185.083244088234
3046.4454889483377,69,0,43371.06197747195
7261.561599136972,59,22,27441.480682683476
7106.159219331615,23,22,28892.87635766286
8082.620820523984,32,17,40817.55307548513
3156.6419089820633,71,6,15849.424524654658
6263.024104937987,60,7,17187.60849458705
3066.2672392657832,77,0,35468.306330263935
3106.9469828729834,54,24,53534.987471038825
25241.156318802332,50,22,44506.34934430837
2984.2655146379107,25,2,22922.788231868206
1751.2827175273014,70,23,31832.59089309772
3628.0522870063746,77,22,14434.538822849894
3192.9038081122635,61,7,8000.197560584475
16291.818325545573,61,21,55440.634729858
7860.142843128749,22,24,20780.95641560904
2243.4946933657357,56,14,14910.34798603363
7466.934145738254,21,4,49338.409723144396
6077.1504783229575,23,2,44409.46217724146
9407.73017402786,62,18,45423.70494290209
2349.199377115551,49,0,18335.93852472311
11287.880996915665,69,14,18587.251083699626
5888.69250640585,47,7,17793.776195637824
1308.443228541021,64,1,14641.423909373732
2683.6641740519426,52,2,46933.486061630974
5199.296435160688,72,23,59817.064311709895
8769.23508847186,57,13,51529.270468336304
8806.27071417967,69,23,56070.27346195639
2705.31165739648,33,13,30121.49474870839
1167.5393296683844,30,10,46823.07828992388
2813.9868924394013,67,15,26733.828109799895
4259.044011716237,77,3,38208.80967189888
1991.8771667485598,59,19,35269.53471783578
1982.0421298811902,47,4,14851.438724638245
12629.564571388955,36,21,28934.276942487264
996.4580375216933,34,20,67576.09245731751
2031.6918527932598,73,13,19654.87726690112
3127.1895462572083,36,22,11964.850330725743
1508.5689752194116,45,15,31044.901648803665
2186.302582220684,75,17,55952.62830262992
5917.741946195159,72,6,42003.93139525814
14002.54616353416,43,9,48625.31342496238
1463.854143387586,54,6,15709.554827703372
7578.7505712449665,43,0,44469.52893151734
4396.08195486066,70,22,24674.52645906874
6473.19997407692,79,20,58898.325518969425
18043.682533127634,40,18,45163.02000271932
2479.101574937751,26,15,16323.370610944827
2597.2069999324654,29,18,7329.317549553772
673.0548389665638,70,3,5856.425022231193
2708.1097615157855,18,17,27884.37403255943
2776.2103211265953,75,1,20812.026155839005
7468.676594154699,75,0,46288.038271988036
8602.100157956755,18,14,36455.366943567424
177.57231646117216,64,4,20823.291626360508
10846.105073356224,51,19,12998.9311226618
5216.434743371075,49,10,11522.384100059122
11211.387241044597,79,9,60932.24627340798
2457.080961625135,71,1,19313.023883126105
2154.5036795599494,65,2,46664.61341003488
10638.599693135744,42,22,57315.95717507984
15172.63410872865,57,22,44143.44784937732
5398.966797829823,62,11,60590.870520345365
7529.315947312681,70,19,29290.379342407792
4783.699939610131,18,4,67066.88677347953
4800.860920160208,33,4,11920.715279932494
1954.2771787870238,78,5,9844.018487055053
4131.5706029579205,56,8,47132.37379589872
9245.663154833179,22,1,66169.68647468854
16760.369639119748,39,20,57195.191929633984
5625.616987282425,46,11,8119.929582349446
1370.3226713674187,72,2,21717.636833626
11147.375841506057,20,19,65331.36528413418
8605.513079219714,29,21,19954.914997652566
26918.061440584363,43,11,55338.41839372359
41178.96233758688,33,23,58283.85712722316
9708.00102371173,68,16,36195.29093188578
9160.693271152339,54,9,28885.376959837136
3817.531213792797,39,23,33158.3369721239
1349.3292907747975,74,13,18206.6345224794
5108.107183358961,46,22,62589.19138063256
3310.1675161130365,31,16,33191.51700089378
14787.800456474844,45,17,62124.78251055869
4912.007033023827,22,18,10081.463153720364
15026.607678858192,64,16,69214.4431570088
9207.251955279542,66,13,32699.296858722424
2939.340225780987,47,8,6204.6649664050665
2122.4505300621818,63,7,5547.463831909479
10813.37446968979,79,1,52995.886251283184
3912.6184201315987,69,12,47155.38079164661
5031.612513249836,22,24,56742.747394548365
4281.792166901298,29,6,10059.624774838
1929.5324099708914,33,8,5383.24809138174
8141.731867442951,43,21,37074.812392987755
3150.642388999099,43,21,28968.88050934556
5560.358536215327,65,10,33950.444756954035
11423.814877572539,38,13,69436.42339430835
6673.1914117298065,56,3,68040.2471639349
14120.384850477256,53,12,66135.13110810392
12122.427239446044,50,1,55517.459343434144
11405.545674833316,79,22,26774.371137211656
5740.668139990423,47,4,30612.772327605697
5154.286696113841,54,10,39824.27492916794
7498.032224572049,40,5,58645.80857912428
4666.371543948873,75,17,7603.75977872394
3642.892069022064,27,20,31427.891354287505
1258.281804319488,71,9,8535.383451771002
1190.9038609510237,22,3,37482.05830042528
14144.916122042834,53,8,63226.35520841777
14528.388926802167,51,5,55426.48994578384
3306.67677615732,69,1,18265.44197538837
2944.1173746718264,48,16,68391.38692311909
8858.601754845988,27,4,47712.4766691107
2274.2732777277783,75,24,3698.6558596260056
4242.342400552522,36,5,20112.703473909707
7650.007269939261,75,11,20467.79109463441
2187.840924535953,49,22,7640.038521152615
26085.602194352854,18,20,67308.37671108724
3330.0623641967463,73,9,35043.10473658689
15985.19835862243,22,21,63019.57802391609
1334.414906540676,62,20,24588.438730790098
4644.047260773165,21,24,11390.649218999417
1972.769669989896,33,5,34780.51936371633
4671.657167356645,41,7,10635.094525859251
4640.358131349237,33,1,35563.03869949518
10059.423624981097,72,11,64659.911141700315
4055.4038181249075,19,12,37891.46550289225
5206.933127684814,66,24,44305.481701970595
7690.877825641053,45,20,13494.775277245157
1972.3847898599413,49,6,5930.286933957956
2044.0513952520673,44,9,10424.133466047071
10891.461532916392,37,12,43101.6155708525
