Completion_Time_sec,User_Experience_months,Interface_Elements_count
150.33658869274123,12,5
103.18234969893072,4,22
44.7916706226486,31,21
174.23629878221197,7,12
180.25556582597403,10,12
144.9940351678124,24,20
58.13191864020217,15,10
68.0433582424146,39,16
39.8580126789539,20,13
142.67990695077236,7,6
218.36956804558565,13,10
395.0992577907794,28,11
138.9899495181862,39,12
45.9134992189259,18,21
35.841995251802516,47,22
226.17576745630433,11,7
100.8794878621465,36,19
116.42673220830588,36,7
59.26473339540241,2,6
46.202995098664886,46,5
52.66543265880923,17,16
256.00947024931156,6,22
49.16054438090104,41,6
878.932267885843,46,16
466.12239216725175,23,20
214.89722813872504,47,24
889.1827483775237,16,18
36.31208395277122,41,12
121.26682601291171,26,12
55.52225709742391,46,18
588.3882212188332,1,18
128.94120010286542,36,18
150.20958968706066,30,6
38.47322508784995,2,8
381.95205547197133,20,23
38.233140478363445,5,8
88.86488314265517,31,13
347.43598350804507,8,20
2239.610267103712,30,19
183.5955757221798,39,21
165.66295097010496,2,8
144.88518635084418,13,8
51.82084032162653,4,19
245.6155542755698,45,16
770.599362178091,8,11
455.59804291657264,39,8
75.79153811808364,25,10
926.8633114058625,7,20
47.126525793928025,14,13
21.32151068942676,29,17
330.4186918623118,45,15
113.84729936170845,21,20
143.50954639120326,37,18
356.8777188816886,33,18
47.582856004177884,41,10
1023.0117434663734,25,22
65.04260911685742,46,18
149.51184239247158,14,23
17.99043774736063,9,12
490.6798861259812,15,17
394.72030991376585,7,6
734.4508621840935,2,17
921.916201723903,31,16
2527.893535608651,7,22
24.487585535755258,41,6
566.6412062625498,11,14
54.90860550782113,13,7
41.225225419060685,13,16
95.33849640783427,26,8
16.445913129220955,43,9
48.834442746654645,8,23
122.75722381209512,14,16
45.4356774296771,45,21
490.32159542184456,2,15
51.298197891584465,42,12
68.6938139455207,15,14
43.49133230518284,24,13
172.2662614468353,34,10
29.43565878771892,4,21
113.04017969327506,18,16
95.28713688655787,25,10
19.201376332560063,47,15
557.8360295958329,24,22
176.95007466156142,6,20
17.058808696965997,34,8
12.541543742388148,38,5
59.91132121151548,3,5
107.45648038943509,19,19
129.68208246694618,47,21
290.58035059629583,46,15
57.45559344280043,36,23
49.50219529425638,19,22
33.97712126013701,28,23
63.785478082067115,47,24
551.2653593698069,10,5
88.0879864486796,18,20
48.16881666374158,4,24
222.07100441549574,12,19
522.5099863286681,27,9
342.3257182802927,29,13
249.01935855529774,12,5
92.13361368909719,11,19
140.10232702244713,4,5
178.85098491699728,46,21
89.99717371334006,24,16
103.00767020437692,26,7
80.4024475832062,28,9
256.02126022043683,47,20
103.33394508346885,4,15
41.11452509424346,36,6
147.03166010668463,15,14
56.63919728820552,22,18
646.088417868121,24,13
673.2974038220347,24,22
25.53299727107145,37,24
2573.5902540853967,5,23
58.954457416042914,6,12
1203.0730018531688,10,20
117.33144360004907,3,21
46.95208919643666,38,11
219.40287684974788,34,7
1065.2471089837836,6,18
258.87676598847514,10,24
45.760480390342764,16,20
170.65780350116785,29,7
712.8556174308393,3,18
142.64648602378014,11,9
346.2532702209768,37,12
140.2033546746662,4,17
260.7110503204387,4,20
38.54062716028118,24,5
144.8251983044004,28,8
43.27066158711656,35,17
20.93428119845889,38,24
570.9660326650892,24,22
408.6091224977971,22,23
327.22525475118516,26,22
54.33686377934791,18,24
79.22222180549636,3,15
137.14602433218903,46,5
586.1050908759922,11,18
35.43582604991791,9,9
35.54509384794619,33,15
175.06547231439964,26,11
773.3568844498437,36,18
268.73831785620297,4,8
199.96785029361484,2,8
45.67701717812749,8,17
1593.0814940998878,7,12
28.75673705188449,36,6
87.19560152854456,34,12
39.86124931852345,40,18
20.692499068466397,19,15
270.43973247314534,29,21
1182.7855164387083,39,19
55.289562022650145,6,22
103.95267578576775,10,23
48.34330198132758,41,16
130.34494793069433,42,8
121.79052557029084,5,16
45.830521059404326,24,5
40.10652173392408,41,16
191.84952750304643,22,13
91.4058338378405,26,17
122.20220133833024,37,23
33.42757069365238,45,9
454.34043450576013,29,22
44.04084633164505,36,14
12.234932940702663,20,11
23.929545587700858,18,21
55.69694644806325,40,8
70.88204518222093,45,10
194.43248966733205,41,23
207.09529354275531,15,12
26.396464634528343,15,17
40.47998023561375,24,14
65.31260201349647,29,10
15.751618423330207,17,18
138.7018473452473,47,21
16.37190714691382,25,23
115.33824763443036,16,18
89.91545569165112,17,7
78.72041553363083,47,21
27.717593252922796,47,6
487.35912029586734,21,6
85.60403356513535,44,5
61.35649282850981,27,19
1460.583050576562,5,7
233.81763365772053,22,14
64.75748566224617,33,8
428.1253461105546,40,19
59.18952735132777,2,8
75.18691049875389,35,11
32.04112328402786,43,16
18.043780030813092,19,9
27.032706533584854,40,20
92.41165941515035,27,13
269.8300412909678,40,11
37.91063310953554,36,9
123.06432871975444,39,21
120.06951772063168,2,21
50.78516259983001,41,21
27.426434805353885,18,10
117.16684545078928,46,20
380.85062153357785,23,13
28.76970637212585,26,5
268.75663983608933,11,13
37.36588875362578,1,22
481.46104457708867,36,11
96.00998072497094,20,16
373.90165957881914,31,9
16.519035247236644,8,12
48.960847879327964,40,23
72.33014614060353,24,17
72.01690326752262,20,10
100.81747810600314,15,9
384.37422629687615,30,11
26.20783146189444,20,8
108.63091389548387,38,21
16.468993608133324,2,9
118.29583053004413,6,14
12.861139756837865,42,14
1543.2040606530848,18,21
60.70411275679728,36,7
19.147121841332755,14,12
28.014650408818724,26,21
61.344394904720225,34,24
44.391638309102355,30,11
112.20838416048338,7,6
19.734970764649074,30,10
551.5758861067362,18,24
77.66395896492092,22,20
880.2012841752867,17,14
99.61203112466981,31,21
23.50375590231721,17,13
406.81002644059004,31,15
30.91708111583074,13,20
16.67901415220303,27,18
34.34697337174928,20,16
174.6009230322947,17,7
355.7366635376519,29,15
72.44858112976425,39,19
45.52863046617384,35,18
100.88591448299272,8,21
483.1009542858837,43,8
201.9361693370289,38,7
17.43898098603367,15,8
567.2782992114214,1,11
111.10524292602136,33,23
692.3283390383099,3,19
1376.2540126619951,39,13
543.7289584777959,38,9
95.85155130342223,15,17
38.91355949227453,42,21
10.977178884613927,18,5
41.434816655878635,38,24
82.42459607670133,31,16
8.647037087748295,20,20
297.6662188509018,7,9
67.02756115205801,37,16
1038.008827284559,27,22
24.14935972692092,8,17
143.58011079559333,14,23
2630.174641196175,15,22
41.97751309459985,7,9
24.051819033495654,33,6
38.43852480745582,34,17
49.68462667368723,4,13
85.80862088859298,1,6
58.36517972335494,41,22
25.07115465847127,14,7
408.16210176021275,31,16
249.0149158322128,38,20
23.956692350568893,20,13
709.2516785835038,3,16
24.122015181569747,35,18
1071.1274254458115,46,24
70.30410051473129,33,8
377.1995023024451,15,24
56.619318605512774,3,24
322.12023011311595,28,11
97.0968951651593,27,19
72.72846376755504,47,22
20.4509982893466,47,11
114.1359157250478,33,7
47.93289212695221,19,12
559.3546079887609,33,12
34.49476773818793,31,5
34.28108859130859,4,15
81.77549321780766,32,11
15.171463418738043,42,17
181.70822030767965,28,6
52.06846059869516,16,6
294.00361855585294,43,20
60.008051557716854,28,5
102.33773503090629,15,11
133.76145393199408,22,12
87.94644413531265,31,11
45.16109146454934,21,19
92.31468238372383,32,13
52.66054189094955,7,16
112.54401070909778,33,23
36.69294462120547,8,21
425.7332429124858,14,10
193.48094379460062,25,13
152.79489530839595,32,11
779.9767914907748,28,20
57.38691074927347,2,7
59.00857109822265,17,9
51.31250729824423,27,21
96.97126416794212,2,21
63.71342627616183,8,15
19.88873686400572,38,14
25.382435663185223,20,5
43.62025182678963,37,14
30.900343632417986,21,20
507.08402852386405,26,10
16.71088138145297,31,24
452.1477224461389,20,17
80.64631564338491,6,15
99.90695482878269,15,20
99.52275965353365,1,22
361.73404941031026,26,13
21.37740075255106,29,24
54.29969264643493,2,12
55.39870749780544,22,14
179.71755583583536,29,6
108.76413984259031,9,9
1057.6088754619016,41,14
34.88817787344335,21,24
161.21679545163747,32,9
36.56501411672039,32,9
60.52107789597534,47,9
95.5156521384972,44,5
290.7140842721318,40,20
265.4155998760354,26,21
63.27161137543147,13,15
261.9263045068027,3,20
69.6541002894523,32,17
74.49814534881492,33,13
62.46000846884495,33,9
59.19251756739989,42,21
503.5895029315126,42,20
27.161667491032198,13,22
155.50153383506247,43,18
157.53517274010068,6,20
327.7224126953588,4,11
92.19023237040989,38,7
67.20564895707369,6,17
73.31221609353527,3,11
52.76133297284261,27,23
128.08714936950548,40,20
148.58181226839335,20,9
129.41201645978285,18,12
65.73103133334311,20,19
34.341250298816064,30,13
2392.4813305590114,10,22
27.309348166806195,23,24
172.24317816663523,47,8
475.4125528070683,3,17
3114.9479349896437,9,16
51.765406822631945,19,6
20.672244890461204,36,10
120.16972938658505,40,10
58.479603481256135,27,7
328.2632551186743,42,21
24.30329845449176,28,24
25.569577108252286,43,17
97.38956221945088,8,20
34.43382610538038,42,6
25.41530870538164,8,20
58.23768078444292,18,12
72.44405734234607,21,11
17.67033731743141,46,10
53.54630819216787,13,16
482.6930344818669,27,18
39.25217251990682,47,19
447.1323616749353,40,7
49.31895678384514,16,13
68.03719965339184,40,22
543.2928352528187,9,15
30.208930171926056,27,7
38.315880784543666,17,19
37.72790781053569,3,9
47.832879542364815,4,12
450.87092325793895,40,14
84.69369119545843,1,18
40.31228853591383,14,7
62.05338182595181,8,22
51.13078120629876,7,11
234.80170477174838,30,10
153.0267299480502,25,8
61.720522849693765,39,16
35.594128556232505,16,6
40.11315053285129,11,10
27.874267205167413,25,10
16.817214580801725,33,19
664.7826062351044,21,24
167.04301800438452,10,17
420.8028916705898,9,15
56.04059036171584,1,8
39.26131299019825,34,6
18.586271252479314,31,18
19.386286248016127,21,10
104.00932655306875,24,16
697.9999850957811,19,18
29.461617124068837,21,18
31.291034050657878,25,23
9.602834688432154,20,22
106.81742004858286,26,21
168.76333467600267,7,16
12.739367794327485,3,7
74.63474255486557,40,9
185.79062325403928,8,13
53.98335570919806,30,5
44.3804470105329,11,16
428.3261275029148,8,8
76.81283965623007,37,7
483.24217413137325,17,10
52.52873195659763,8,5
35.45377295911939,47,21
165.98633123695856,44,7
47.46427359080954,30,23
156.60583330667197,43,7
85.37378161655084,43,13
261.6158837504011,16,22
310.94746534798327,4,5
45.98408975937996,21,15
86.81219924042747,34,5
560.9224097100338,40,23
77.50834360736063,35,10
65.69686879690202,13,9
32.0992170868101,43,22
243.63613227081484,27,17
158.1683655114371,8,19
50.55035491014152,41,24
87.68133141839633,42,20
68.39079859509246,29,9
53.6777633740466,16,23
49.64496798816006,43,13
51.05204494259002,46,24
241.40842409557308,5,15
61.7062887403239,37,11
53.086408907591824,40,23
127.1020166958966,40,13
155.85782072629573,42,5
76.06732279087767,10,5
1068.8250556583491,15,12
152.9088277083968,21,22
67.93180494314376,34,6
359.05972156046914,22,20
670.0742309932748,22,11
46.13316304614056,9,5
48.48878916745902,26,13
191.86733391308462,13,16
52.356524084512124,18,16
749.6571400399893,1,21
72.65018643423346,23,21
21.86616967096512,33,15
11.956407418503368,47,23
20.670106757163786,31,13
405.8378265976214,21,14
108.39035542077244,23,15
33.310203411138275,16,24
198.97798960994479,27,16
106.38262832040523,37,11
19.36325001227626,38,22
75.79082014425737,14,19
46.76310718294801,37,10
416.2266526453461,47,21
1260.1670572432033,7,9
157.5136869685915,12,19
1521.3277971085265,28,20
53.39791211764215,3,23
24.17137482692299,22,7
140.78200471521228,21,7
226.41751854593446,29,19
123.70195390430347,20,20
58.60316385683813,3,12
85.38593190279478,27,10
15.965466670754207,21,9
210.54874234681216,41,19
738.2374730879757,33,20
87.44310368219968,30,18
145.64192444162973,39,21
87.2181747249353,41,11
44.89107423277849,9,9
30.36619929872243,38,18
57.74177251744728,23,12
235.14836797592483,23,18
19.984105327206798,1,6
66.79926108554594,21,19
13.435931491570514,32,7
38.755997766811355,45,8
61.96836105497724,26,6
207.65730029974418,33,7
427.77225085150985,9,19
395.26988862828796,17,7
1437.3409531923025,6,13
99.72348729415037,46,13
47.035869418471385,7,8
356.7300577089778,7,24
14.949092923183347,37,15
742.6447361009045,5,14
29.683330561554104,33,14
20.52708590800684,10,8
85.05780908762269,17,21
54.02496013006159,40,15
617.9189794296325,28,19
25.158623650789806,47,16
101.20483990821364,46,11
486.4738053747775,22,17
